ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΔΡΕΑΔΕΛΛΗ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΖΕΡΒΟΥ-ΤΕΝΤΟΜΑ ΜΑΡΙΑ του Σταύρου,ΚΟΤΣΑΛΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΜΠΟΥΡΝΟΥΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΛΛΗΣ ΓΕΩΡΓΙΟΣ του Ευστρατίου,Νέα Δημοκρατία,ΑΘΑΝΑΣΙΟΥ ΧΑΡΑΛΑΜΠΟΣ του Χριστόφα,ΒΑΛΣΑΜΙΔΗΣ ΘΕΟΔΩΡΟΣ του Σπυρίδωνος,ΓΟΜΟΣ ΔΗΜΗΤΡΙΟΣ του Ευστρατίου -  Παντελεήμονα,ΜΑΚΡΗ ΕΛΕΝΗ του Φωτίου,ΧΡΥΣΑΦΗ ΜΑΡΙΑ του Μόσχου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΝΝΟΥΛΑΚΗ ΜΑΡΙΑ του Ιωάννη,ΓΥΛΑΡΗ ΑΝΑΣΤΑΣΙΑ του Μόσχου,ΧΑΡΑΛΑΜΠΗΣ ΜΑΡΙΟΣ του Παναγιώτη,Κίνημα Αλλαγής,ΓΙΑΚΑΛΗΣ ΑΘΑΝΑΣΙΟΣ του Παναγιώτη,ΓΙΑΝΝΟΥΛΕΛΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΡΟΜΜΥΔΑ ΛΑΜΠΡΙΝΗ του Αναστασίου,ΜΗΛΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΧΟΧΛΑΚΑ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Θεοδώρου,Κ.Κ.Ε.,ΖΑΦΕΙΡΙΟΥ ΙΩΑΝΝΗΣ του Παναγιώτη,ΚΑΚΝΑΒΑΤΟΥ ΖΗΝΟΒΙΑ του Στυλιανού,ΚΛΙΟΜΙΔΙΩΤΗΣ ΘΕΜΙΣΤΟΚΛΗΣ του Ευστρατίου,ΚΟΜΝΗΝΑΚΑ ΜΑΡΙΑ του Αποστόλου,ΠΛΑΝΤΖΟΣ ΣΠΥΡΙΔΩΝ του Νικολάου,Ένωση Κεντρώων,ΑΛΕΞΑΝΔΡΟΥ ΠΑΝΑΓΙΩΤΗΣ του Σάββα,ΖΟΥΡΕΛΗ ΧΑΡΙΚΛΕΙΑ του Βασιλείου,ΣΥΚΗ ΠΑΝΑΓΙΩΤΑ του Γρηγορίου,Ο.Κ.Δ.Ε.,ΜΑΝΩΛΙΑ ΕΛΕΝΗ του Ιγνατίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΖΑΜΠΡΑΣ ΧΡΗΣΤΟΣ -  ΑΛΕΞΑΝΔΡΟΣ του Ελευθερίου,ΖΩΓΡΑΦΙΣΤΟΥ ΧΡΙΣΤΙΝΑ του Κωνσταντίνου,ΚΛΕΙΔΩΝΑ ΙΣΜΗΝΗ του Ιωάννη,ΜΑΝΑΒΗΣ ΝΙΚΟΛΑΟΣ του Αποστόλου,Ελλήνων Συνέλευσις,ΕΛΕΥΘΕΡΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΕΛΕΥΘΕΡΑΚΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΧΕΛΑ ΕΛΙΣΣΑΒΕΤ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΜΒΕΤΣΟΥ ΜΑΡΙΑΝΘΗ του Ευστρατίου,ΔΗΜΗΤΡΑΝΤΖΟΥ ΡΟΖΑΝΑ του Κωνσταντίνου,ΠΑΠΑΓΙΑΝΝΗΣ ΑΘΑΝΑΣΙΟΣ του Αγγέλου,Κ.Κ.Ε. (μ-λ),ΓΙΑΝΝΟΥΛΗΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΧΟΥΒΑΡΔΑ ΙΩΑΝΝΑ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΛΕΟΝΤΗ ΑΝΑΣΤΑΣΙΑ του Ιπποκράτη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΙΝΙΚΛΗ ΔΗΜΗΤΡΑ του Παναγιώτη,ΠΑΤΣΙΑΡΙΚΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΠΕΤΡΙΤΖΙΚΛΗ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Νικολάου,ΤΕΡΖΟΓΛΟΥ ΑΚΥΛΑΣ του Ηλία,Λαϊκή Ενότητα,ΖΕΡΔΕΛΗΣ ΙΩΑΝΝΗΣ του Χριστόφορου,ΚΟΥΤΛΗ ΠΑΠΑΔΟΥΛΑ του Γεωργίου,ΦΟΥΣΚΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΙΩΑΝΝΙΔΟΥ ΕΛΕΝΗ του Ιωάννη,ΚΟΛΙΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Ακριβάκη,ΜΠΟΥΡΛΑΚΗΣ ΠΑΡΑΣΧΟΣ του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΒΑΧΤΣΑΒΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Μιχαήλ,ΛΕΩΝΙΔΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΤΣΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΙΑΜΑΝΤΖΙΟΥΡΑΣ ΣΤΑΥΡΟΣ (ΑΚΗΣ) του Δημητρίου
48 - Λέσβου,1 E.T. Δήμου Δυτικής Λέσβου,583,245,4,1,5,240,46,7,4,0,16,7,122,104,10,2,5,0,7,3,0,2,5,1,1,1,1,1,46,2,2,1,38,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
48 - Λέσβου,2 E.T. Δήμου Δυτικής Λέσβου,583,331,6,3,9,322,54,13,6,2,11,7,160,127,17,4,2,1,21,10,1,4,15,3,2,0,3,3,52,3,0,0,42,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,1,5,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,6,5
48 - Λέσβου,3 E.T. Δήμου Δυτικής Λέσβου,584,269,6,0,6,263,52,12,4,1,14,13,141,114,11,4,8,0,7,2,0,1,11,8,0,0,1,2,39,7,1,1,30,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,2,1,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0
48 - Λέσβου,4 E.T. Δήμου Δυτικής Λέσβου,584,257,1,2,3,254,45,4,4,3,13,13,143,117,16,1,5,0,6,3,1,1,10,6,0,0,0,2,39,0,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0
48 - Λέσβου,5 E.T. Δήμου Δυτικής Λέσβου,585,244,0,1,1,243,45,10,5,1,7,11,134,109,12,4,3,0,9,5,0,3,5,2,0,0,1,0,35,1,1,0,32,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,1,0,1,0,0,1,5,0
48 - Λέσβου,6 E.T. Δήμου Δυτικής Λέσβου,391,164,0,1,1,163,36,5,1,3,2,8,97,80,7,4,2,0,6,1,0,2,9,2,0,0,3,3,8,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
48 - Λέσβου,7 E.T. Δήμου Μυτιλήνης,525,233,4,4,8,225,70,17,2,2,27,5,68,24,34,4,1,0,8,0,1,5,18,6,1,0,1,8,48,4,1,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,2
48 - Λέσβου,8 E.T. Δήμου Μυτιλήνης,524,245,3,1,4,241,63,11,2,3,28,9,92,38,31,5,11,0,12,2,1,1,9,3,0,0,1,4,45,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,2,1,0,0,0,0,0,0,0,0,6,3,0,0,6,1,2,1,0,0,0,0,1,1
48 - Λέσβου,9 E.T. Δήμου Μυτιλήνης,536,279,6,0,6,273,96,15,5,1,49,11,78,27,39,1,6,2,4,0,0,2,21,7,2,0,0,6,58,4,2,0,47,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,5,0,1,0,1,0,0,0,2,1
48 - Λέσβου,10 E.T. Δήμου Μυτιλήνης,535,252,2,1,3,249,61,8,3,3,23,12,88,42,32,4,5,0,8,5,0,1,19,7,2,0,0,8,67,2,2,1,53,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48 - Λέσβου,11 E.T. Δήμου Μυτιλήνης,539,218,4,1,5,213,70,5,4,2,34,8,67,24,37,0,4,0,7,2,0,2,17,7,0,0,0,7,34,4,3,0,22,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,5,2,0,0,1,0,0,0,1,0
48 - Λέσβου,12 E.T. Δήμου Μυτιλήνης,529,226,4,0,4,222,61,10,4,2,26,6,76,40,26,1,2,1,12,2,2,3,14,4,0,0,1,6,52,6,3,2,32,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48 - Λέσβου,13 E.T. Δήμου Μυτιλήνης,524,254,2,2,4,250,81,9,8,1,32,11,90,45,20,2,3,1,12,4,1,5,16,3,1,1,1,9,33,3,3,1,22,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,8,3,1,4,0,0,0,0,2,1
48 - Λέσβου,14 E.T. Δήμου Μυτιλήνης,593,294,4,2,6,288,82,13,3,1,25,16,90,43,20,6,6,0,6,1,0,3,24,10,2,0,2,6,56,28,3,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,3,1,0,0,1,0,5,3,0,0,0,3,2,0,0,2,1,0,0,1,1,0,0,5,5
48 - Λέσβου,15 E.T. Δήμου Μυτιλήνης,593,264,4,3,7,257,57,14,4,0,10,16,90,50,27,2,5,1,16,8,0,2,25,11,4,0,3,1,41,20,3,0,8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,2,0,0,0,0,0,4,3,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,8,5
48 - Λέσβου,16 E.T. Δήμου Μυτιλήνης,404,260,3,4,7,253,63,8,1,0,17,20,125,88,21,5,6,1,6,3,0,0,19,4,3,0,4,5,20,7,2,0,2,0,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,6,2,0,1,0,0,0,1,0,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,1
48 - Λέσβου,17 E.T. Δήμου Μυτιλήνης,440,274,0,1,1,273,70,16,1,0,20,10,123,71,30,2,9,0,6,1,0,1,24,4,4,0,0,10,27,11,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,3,1,0,1,0,0,4,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
48 - Λέσβου,18 E.T. Δήμου Μυτιλήνης,423,256,5,1,6,250,66,5,1,1,14,19,110,61,16,11,9,3,8,3,0,1,15,2,4,0,1,4,26,10,0,0,5,1,2,1,0,1,0,0,2,0,1,0,0,0,0,0,0,10,9,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,1,1
48 - Λέσβου,19 E.T. Δήμου Μυτιλήνης,589,270,1,0,1,269,89,8,7,2,29,15,102,45,42,3,8,0,9,3,0,1,20,5,2,0,7,5,20,9,0,0,4,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,8,2,1,1,3,0,0,0,0,3,3,0,0,0,2,2,0,0,5,1,0,1,3,1,1,1,1,0
48 - Λέσβου,20 E.T. Δήμου Μυτιλήνης,593,258,2,0,2,256,99,23,8,3,29,19,85,51,24,2,5,1,7,3,1,1,28,9,0,0,11,6,23,14,1,1,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0
48 - Λέσβου,21 E.T. Δήμου Μυτιλήνης,590,288,4,1,5,283,73,6,6,2,21,16,112,34,50,8,3,0,16,5,1,4,28,9,3,0,7,9,22,12,3,0,3,0,6,2,0,1,0,0,0,0,0,0,0,1,0,0,1,9,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,2,1,0,3,0,0,0,4,4
48 - Λέσβου,22 E.T. Δήμου Μυτιλήνης,316,182,4,0,4,178,70,12,7,0,27,8,50,15,25,5,1,0,9,4,0,2,13,8,2,0,2,0,15,5,7,0,2,0,1,0,0,1,0,0,3,1,0,1,0,0,0,0,0,6,0,3,1,0,0,0,0,0,4,3,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,2,1
48 - Λέσβου,23 E.T. Δήμου Μυτιλήνης,373,242,6,1,7,235,89,22,3,5,31,14,75,27,28,9,3,1,16,6,0,7,13,2,0,0,3,2,11,4,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,10,0,6,3,3,0,0,0,0,8,8,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,2
48 - Λέσβου,24 E.T. Δήμου Μυτιλήνης,368,211,6,1,7,204,53,11,5,0,11,18,101,51,30,12,1,0,6,3,0,1,17,4,0,0,1,7,17,5,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,3,2,0,0,1,0,0,0,0,0
48 - Λέσβου,25 E.T. Δήμου Μυτιλήνης,515,217,1,2,3,214,64,6,4,0,18,11,57,32,12,3,3,2,7,5,0,1,32,12,3,0,9,6,34,15,4,0,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,5,3
48 - Λέσβου,26 E.T. Δήμου Μυτιλήνης,505,249,7,2,9,240,96,21,7,2,27,14,83,52,25,1,3,1,6,5,0,0,20,5,0,0,8,5,14,10,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,7,2,1,0,0,0,0,0,4,1
48 - Λέσβου,27 E.T. Δήμου Μυτιλήνης,510,233,10,1,11,222,65,17,3,0,21,5,82,45,25,6,3,1,7,2,1,0,26,7,1,0,13,3,22,12,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,4,3,0,0,0,2,2,0,0,4,0,2,0,1,0,0,0,2,0
48 - Λέσβου,28 E.T. Δήμου Μυτιλήνης,519,246,1,0,1,245,63,8,1,1,17,14,93,52,18,8,12,0,14,6,0,2,29,11,0,0,12,4,24,10,3,1,3,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,2,1,1,0,0,0,1,1,0,0,0,1,1,0,0,5,1,1,0,1,0,0,1,3,2
48 - Λέσβου,29 E.T. Δήμου Μυτιλήνης,508,256,4,1,5,251,82,14,6,2,22,17,86,55,17,7,4,1,7,3,0,2,14,3,1,0,4,4,40,19,2,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,2,2,0,0,0,1,1,0,0,7,4,0,1,1,0,0,1,4,2
48 - Λέσβου,30 E.T. Δήμου Δυτικής Λέσβου,593,181,3,2,5,176,31,6,1,0,10,8,80,43,18,8,3,1,1,0,0,1,30,9,2,0,2,13,5,2,1,0,0,0,9,2,2,0,1,0,4,4,0,0,0,0,0,0,0,6,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,1,0,1,1,1,0,0,2,1
48 - Λέσβου,31 E.T. Δήμου Δυτικής Λέσβου,590,184,2,2,4,180,43,6,4,2,9,16,84,40,28,6,4,0,4,2,0,1,30,7,2,0,3,13,10,3,0,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0
48 - Λέσβου,32 E.T. Δήμου Δυτικής Λέσβου,592,207,2,2,4,203,61,10,2,2,16,12,90,46,21,7,10,0,7,2,1,2,26,5,0,0,2,13,4,2,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,3,1
48 - Λέσβου,33 E.T. Δήμου Δυτικής Λέσβου,355,144,1,1,2,142,29,7,0,1,9,5,45,27,14,1,0,0,3,1,0,1,27,6,1,0,0,17,30,3,0,0,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48 - Λέσβου,34 E.T. Δήμου Δυτικής Λέσβου,317,106,1,1,2,104,18,7,0,0,3,6,54,24,23,3,1,0,1,0,0,0,17,1,3,0,1,11,8,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48 - Λέσβου,35 E.T. Δήμου Δυτικής Λέσβου,554,213,5,1,6,207,66,13,8,1,9,25,61,24,26,6,3,0,2,1,0,1,22,11,1,0,2,8,45,4,3,1,31,1,3,0,2,0,0,0,2,0,1,1,0,1,1,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
48 - Λέσβου,36 E.T. Δήμου Δυτικής Λέσβου,596,263,3,3,6,257,78,12,4,0,12,31,83,42,23,5,5,0,3,1,1,0,18,11,0,0,4,3,60,2,6,0,44,0,3,1,0,0,0,0,2,2,0,0,0,2,1,0,1,2,1,0,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,2,1,1,0,0,0,0,0,1,0
48 - Λέσβου,37 E.T. Δήμου Δυτικής Λέσβου,602,242,4,2,6,236,65,10,8,2,15,16,99,42,32,6,16,0,3,0,0,2,16,10,0,0,1,4,39,2,2,0,31,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2,0,0,2,1,0,1,0,0
48 - Λέσβου,38 E.T. Δήμου Δυτικής Λέσβου,591,220,1,2,3,217,66,14,4,2,13,27,85,34,30,8,9,0,9,2,1,0,9,4,1,1,0,1,33,2,0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,1
48 - Λέσβου,39 E.T. Δήμου Δυτικής Λέσβου,510,315,5,6,11,304,106,16,2,3,28,36,86,27,47,6,1,0,11,2,1,0,13,6,0,0,1,3,67,3,2,1,43,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,5,1,0,2,0,2,1,0,1,3,0,1,0,1,1,0,0,4,1
48 - Λέσβου,40 E.T. Δήμου Δυτικής Λέσβου,520,264,4,3,7,257,96,13,3,2,33,24,78,20,44,4,2,0,10,4,1,0,6,1,0,0,0,4,49,8,1,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,3,1,2,1,0,0,0,0,4,0,2,0,0,0,0,0,4,0
48 - Λέσβου,41 E.T. Δήμου Δυτικής Λέσβου,218,76,0,0,0,76,23,2,2,0,11,4,25,16,3,0,5,1,0,0,0,0,4,0,0,0,0,3,20,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48 - Λέσβου,42 E.T. Δήμου Δυτικής Λέσβου,618,268,3,2,5,263,82,23,3,5,20,9,118,36,80,0,2,0,6,1,0,1,25,22,0,0,0,2,13,5,0,0,3,0,3,1,0,0,1,1,2,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,4,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,4,1
48 - Λέσβου,43 E.T. Δήμου Δυτικής Λέσβου,545,244,1,0,1,243,26,2,0,0,7,7,122,59,38,19,4,0,2,0,0,0,54,9,4,0,5,25,14,2,0,0,7,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,1,1,1,1,0,0,0,0,5,0,0,0,2,5,5,0,0,0,0,0,0,0,0,0,0,2,1
48 - Λέσβου,44 E.T. Δήμου Μυτιλήνης,433,214,5,2,7,207,51,4,3,0,23,11,85,39,36,3,3,0,2,0,0,0,25,1,3,1,1,14,19,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,3,2,1,0,7,4,1,1,5,2
48 - Λέσβου,45 E.T. Δήμου Μυτιλήνης,438,242,6,3,9,233,75,8,2,0,35,18,78,50,15,2,9,0,8,3,0,0,25,10,1,0,6,5,28,9,0,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,0,0,0,0,0,3,0,1,1,0,0,0,0,0,6,2,0,0,2,0,0,1,0,0
48 - Λέσβου,46 E.T. Δήμου Μυτιλήνης,439,262,2,2,4,258,93,12,3,1,50,16,71,39,17,7,6,0,10,6,2,2,37,15,3,0,2,5,20,11,2,0,2,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,8,2,1,3,0,0,0,1,0,2,2,0,0,0,1,0,0,0,6,0,0,1,2,0,1,0,3,1
48 - Λέσβου,47 E.T. Δήμου Μυτιλήνης,469,286,5,4,9,277,78,21,2,4,21,9,99,54,20,12,8,0,13,5,1,3,26,7,1,4,4,6,30,9,3,2,7,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,9,3,1,1,1,0,0,1,6,4
48 - Λέσβου,48 E.T. Δήμου Μυτιλήνης,471,311,14,2,16,295,87,15,6,5,23,15,105,53,22,7,10,1,14,4,1,4,26,6,13,0,0,4,20,5,2,0,8,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,4,0,0,0,0,0,3,1,0,0,0,4,1,0,0,9,3,1,0,2,0,0,1,1,1
48 - Λέσβου,49 E.T. Δήμου Μυτιλήνης,488,277,6,0,6,271,106,14,11,2,36,25,96,67,15,3,4,0,8,4,1,2,29,10,5,1,1,9,9,4,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,1,1,0,0,0,3,1,0,2,0,1,1,0,0,7,0,1,1,0,0,0,0,3,1
48 - Λέσβου,50 E.T. Δήμου Μυτιλήνης,185,96,6,0,6,90,37,3,2,5,7,7,31,17,10,3,0,0,1,1,0,0,9,0,3,0,4,1,5,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
48 - Λέσβου,51 E.T. Δήμου Μυτιλήνης,247,152,1,2,3,149,47,8,4,1,21,4,52,30,4,5,6,0,4,1,0,2,15,4,2,1,1,2,17,10,0,1,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,2,1
48 - Λέσβου,52 E.T. Δήμου Μυτιλήνης,397,238,0,3,3,235,62,5,7,2,28,11,98,60,14,3,16,0,10,3,1,4,25,10,3,1,1,3,27,4,1,0,14,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
48 - Λέσβου,53 E.T. Δήμου Δυτικής Λέσβου,449,250,3,0,3,247,61,19,4,1,4,19,87,16,54,11,2,0,3,0,0,1,45,11,3,1,2,24,22,3,4,0,9,1,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,5,1,0,2,4,1,0,2,1,6,2,0,2,0,2,1,1,0,3,1,0,0,0,0,0,0,2,1
48 - Λέσβου,54 E.T. Δήμου Δυτικής Λέσβου,449,269,0,2,2,267,55,8,4,0,10,21,96,23,59,9,3,1,2,1,1,0,48,12,4,0,3,26,37,1,10,0,21,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,1,4,1,0,1,0,0,9,5,0,1,3,0,0,0,0,3,2,0,0,2,0,0,2,1,1
48 - Λέσβου,55 E.T. Δήμου Δυτικής Λέσβου,435,244,0,2,2,242,35,8,0,0,10,14,98,26,41,23,6,0,7,3,0,3,37,14,1,2,1,16,28,6,7,1,8,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7,4,0,1,1,0,1,1,0,5,1,1,2,0,5,1,0,0,10,3,0,1,1,0,0,0,3,2
48 - Λέσβου,56 E.T. Δήμου Δυτικής Λέσβου,353,189,2,1,3,186,57,6,6,2,18,19,38,19,12,1,4,0,3,2,0,0,40,8,1,1,7,17,41,2,9,0,22,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48 - Λέσβου,57 E.T. Δήμου Δυτικής Λέσβου,403,243,5,1,6,237,82,3,1,0,46,14,63,27,25,5,3,0,4,1,0,0,37,8,0,0,1,24,43,5,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0
