ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΑΓΙΩΝΑΚΗ ΕΥΑΓΓΕΛΙΑ του Νικολάου,ΜΑΝΙΜΑΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Ανδρέα,ΜΠΑΛΩΜΕΝΑΚΗΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,ΠΟΛΑΚΗΣ ΠΑΥΛΟΣ του Πέτρου,ΣΤΑΘΑΚΗΣ ΓΕΩΡΓΙΟΣ του Μηνά,ΧΑΙΡΕΤΑΚΗΣ ΜΙΧΑΗΛ του Στέφανου,Νέα Δημοκρατία,ΒΟΛΟΥΔΑΚΗΣ ΜΑΝΟΥΣΟΣ - ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΔΙΓΑΛΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Βασιλείου,ΚΑΣΣΕΛΑΚΗΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΜΠΑΚΟΓΙΑΝΝΗ ΘΕΟΔΩΡΑ (ΝΤΟΡΑ) του Κωνσταντίνου,ΣΤΑΣΣΙΝΟΥ ΧΡΙΣΤΙΝΑ - ΕΛΒΙΡΑ (ΕΛΒΗ) του Φαίδρου,ΦΡΑΓΚΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Τιμολέοντος,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΓΓΕΛΑΚΗΣ ΝΕΚΤΑΡΙΟΣ του Δημητρίου,ΓΑΡΜΠΙΔΑΚΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΚΑΣΣΕΛΑΚΗ ΑΓΓΕΛΙΚΗ του Ευάγγελου,ΚΥΡΙΑΚΟΥ ΧΡΥΣΟΥΛΑ του Σπυρίδωνος,Κίνημα Αλλαγής,ΚΟΥΡΟΥΠΑΚΗ ΕΥΑΓΓΕΛΙΑ του Σταύρου,ΜΙΧΕΛΑΚΗ ΑΝΤΩΝΙΑ του Ιωάννη,ΜΟΥΝΤΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Μιχαήλ,ΝΤΕΡΜΑΝΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΟΛΙΟΥΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΣΤΑΓΚΟΥΡΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,Κ.Κ.Ε.,ΓΑΥΓΙΩΤΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΚΛΩΝΙΖΑΚΗΣ ΜΙΛΤΙΑΔΗΣ του Ιωάννη,ΜΑΡΙΝΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΝΤΟΥΝΙΑΔΑΚΗΣ ΙΩΑΝΝΗΣ του Ελευθερίου,ΡΗΓΑΝΑΚΟΣ ΦΩΤΙΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΡΧΟΝΤΑΚΗΣ ΕΥΤΥΧΙΟΣ του Στυλιανού,ΜΑΝΙΜΑΝΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Σπυρίδωνος,ΣΤΑ ΜΑΡΙΑ ΧΡΗΣΤΟΣ του Αλεξάντερ,ΣΩΤΗΡΙΟΥ ΧΡΙΣΤΙΝΑ του Αναστασίου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΓΙΑΝΝΟΥΛΑ του Διονυσίου,Ο.Κ.Δ.Ε.,ΚΟΥΚΟΥΒΙΤΑΚΗΣ ΕΥΣΤΡΑΤΙΟΣ του Ανδρέα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΑΛΑΝΑΚΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΚΑΛΙΤΣΟΥΝΑΚΗ ΜΑΡΙΑ του Ελευθερίου,ΚΟΝΔΥΛΗ - ΣΑΡΙΚΑ ΦΟΙΒΗ του Γεωργίου,ΜΠΙΤΣΑΚΗ ΧΑΡΙΚΛΕΙΑ του Ευτυχίου,ΦΙΩΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Σπυρίδωνα,Ελλήνων Συνέλευσις,ΚΑΤΣΑΝΕΒΑΚΗΣ ΙΑΚΩΒΟΣ του Κωνσταντίνου,ΚΟΥΡΟΥΠΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΠΑΣΑΚΗ ΟΛΓΑ του Νικολάου,ΠΑΥΛΑΚΗ ΜΑΡΙΛΕΝΑ του Γεωργίου,ΣΑΜΙΟΥ ΜΑΡΙΑ του Παναγιώτη,ΧΑΤΖΗΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΚΑΤΣΑΝΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΛΑΪΛΑΚΙΔΟΥ ΕΛΠΙΣ του Λαζάρου,ΛΥΚΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΑΝΑΓΟΠΟΥΛΟΥ ΠΑΝΑΓΙΩΤΑ του Χρήστου,ΠΑΠΑΔΑΚΗΣ ΕΥΣΤΡΑΤΙΟΣ του Εμμανουήλ,Κ.Κ.Ε. (μ-λ),ΑΡΧΟΛΕΩΝ ΑΡΤΕΜΙΟΣ του Κωνσταντίνου,ΚΟΚΟΛΑΝΤΩΝΑΚΗΣ ΝΕΚΤΑΡΙΟΣ του Νικολάου,ΠΑΤΕΡΑΚΗ ΣΟΦΙΑ του Εμμανουήλ,ΠΕΡΑΚΗ ΜΥΡΤΩ του Θεοδώρου,ΠΕΡΡΑΚΗΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΧΑΡΤΖΟΥΛΑΚΗΣ ΙΩΑΝΝΗΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΠΕΤΡΑΚΗ ΝΙΚΗ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΝΑΣΤΑΣΑΚΗΣ ΑΝΤΩΝΙΟΣ του Ιωάννη,ΑΠΟΣΤΟΛΑΚΗ ΕΛΕΝΗ του Ιωάννη,ΚΑΤΣΑΝΕΒΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Ελευθερίου,ΠΟΥΛΙΟΥ ΕΛΕΝΗ του Αποστόλου,Λαϊκή Ενότητα,ΒΟΥΓΙΟΥΚΑΛΑΚΗ - ΜΠΙΡΜΠΙΛΗ ΕΛΕΝΗ του Ιωάννη,ΚΑΛΛΙΓΙΑΝΝΗ - ΜΠΑΔΟΓΙΑΝΝΗ ΛΟΥΚΙΑ του Γεωργίου,ΜΥΛΩΝΑΚΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΤΖΙΝΕΥΡΑΚΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΜέΡΑ25,ΓΙΑΝΝΟΥΛΑΚΗ ΑΘΗΝΑ του Μιχαήλ,ΓΩΓΑΚΗΣ ΙΑΚΩΒΟΣ του Παναγιώτη,ΣΚΑΜΝΑΚΗΣ ΑΝΤΩΝΙΟΣ του Κυριάκου,ΤΣΙΧΛΑΚΗ ΒΙΡΓΙΝΙΑ του Σοφοκλή,ΦΙΛΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΝΑΓΝΩΣΤΟΥ ΕΥΘΑΛΙΑ του Γεωργίου,ΚΟΝΤΟΡΟΥΧΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΑΡΑΝΤΟΓΛΟΥ ΕΛΕΝΗ του Γεωργίου,ΣΠΥΡΙΔΑΚΗΣ ΜΙΝΩΣ του Ευθυμίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΝΑΓΙΩΤΑΚΗ ΘΕΑΝΩ (ΝΑΝΑ) του Ιωάννη,ΦΡΟΝΙΜΑΚΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΧΑΛΑΜΠΑΡΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Αντώνη
53 - Χανίων,165 E.T. Δήμου Πλατανιά,422,303,3,2,5,298,70,12,16,9,34,28,7,139,19,12,17,64,0,122,8,0,0,0,0,0,8,2,2,4,1,0,0,33,4,5,18,2,15,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,16,4,0,7,5,4,4,0,0,0,0,3,0,0,0
53 - Χανίων,166 E.T. Δήμου Πλατανιά,319,204,0,2,2,202,62,15,4,6,38,22,8,79,33,30,9,48,1,7,6,0,0,0,0,0,12,9,1,3,1,2,0,7,1,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,2,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,2,0,1,1,0,1,0,0,0,0,5,0,0,0
53 - Χανίων,167 E.T. Δήμου Σφακίων,132,90,0,1,1,89,47,3,2,2,41,2,7,21,19,1,1,13,0,1,1,0,0,0,0,0,4,1,0,2,1,2,0,7,1,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0
53 - Χανίων,168 E.T. Δήμου Σφακίων,130,56,0,0,0,56,27,1,3,1,25,8,1,18,15,0,1,9,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0
53 - Χανίων,169 E.T. Δήμου Σφακίων,354,189,2,0,2,187,108,8,5,3,99,10,17,55,43,1,3,28,2,10,2,0,0,0,0,0,5,3,1,0,3,2,0,7,3,3,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,1,0,0,0,0,4,0,0,0
53 - Χανίων,170 E.T. Δήμου Σφακίων,278,136,2,1,3,133,55,3,2,4,52,3,5,60,46,9,2,20,2,6,3,0,0,0,0,0,4,1,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0
53 - Χανίων,171 E.T. Δήμου Σφακίων,351,219,1,0,1,218,81,5,8,1,68,12,6,78,58,17,1,37,2,13,19,0,0,0,0,0,16,7,0,1,10,3,0,4,2,1,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,0,1,1,0,0,0,0,0,0,5,0,0,0
53 - Χανίων,172 E.T. Δήμου Σφακίων,433,262,0,1,1,261,98,10,8,10,78,16,9,111,83,18,12,50,2,11,8,0,0,0,0,0,3,0,0,0,2,0,0,19,10,1,12,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,8,1,4,1,1,0,0,0,0,0,2,0,0,0
53 - Χανίων,173 E.T. Δήμου Σφακίων,332,226,2,0,2,224,129,4,2,0,125,10,12,65,60,10,0,27,9,6,1,0,0,0,0,0,8,1,0,0,5,0,0,8,4,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0
53 - Χανίων,174 E.T. Δήμου Σφακίων,192,110,1,0,1,109,31,4,4,6,25,5,3,56,48,12,0,19,6,4,5,0,0,0,0,0,2,2,0,1,1,0,0,3,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,2,0,0,0
53 - Χανίων,175 E.T. Δήμου Σφακίων,444,241,1,0,1,240,139,6,6,5,132,9,25,82,65,17,15,33,1,5,4,0,0,0,0,0,3,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,6,0,0,0
53 - Χανίων,176 E.T. Δήμου Σφακίων,220,166,0,1,1,165,101,3,5,1,19,2,16,46,42,8,8,11,1,14,0,0,0,0,0,0,9,1,2,2,4,0,0,5,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53 - Χανίων,177 E.T. Δήμου Σφακίων,356,231,3,1,4,227,77,4,4,0,74,4,2,119,84,32,2,65,6,12,8,0,0,0,0,0,4,0,0,1,1,1,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,1,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,1,2,1,0,0,0,0,0,2,0,0,0
53 - Χανίων,178 E.T. Δήμου Χανίων,396,335,4,4,8,327,127,25,16,12,63,42,9,97,39,22,4,56,4,18,9,0,0,0,0,0,16,6,1,6,3,1,2,10,3,4,3,2,1,2,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,2,2,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,19,9,5,5,3,3,3,0,0,0,0,17,0,0,0
53 - Χανίων,179 E.T. Δήμου Χανίων,460,357,0,6,6,351,127,22,21,8,78,58,13,117,61,23,6,78,10,15,9,0,0,0,0,0,14,5,1,6,6,0,1,24,0,8,6,2,9,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,15,7,4,10,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,14,4,0,2,1,5,4,0,0,0,0,14,0,0,0
53 - Χανίων,180 E.T. Δήμου Χανίων,443,344,6,6,12,332,115,22,20,12,48,46,12,107,46,25,4,73,11,14,15,0,0,0,0,0,14,5,2,1,5,2,1,4,0,1,0,0,0,1,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,15,8,1,6,3,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,19,8,1,2,2,5,6,0,0,0,0,10,0,0,0
53 - Χανίων,181 E.T. Δήμου Χανίων,432,390,8,1,9,381,116,20,9,15,47,39,10,143,50,43,6,92,11,19,7,1,2,0,2,2,17,6,4,4,3,1,1,19,2,3,2,3,3,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,11,4,2,1,0,3,5,0,1,0,2,2,1,0,0,2,0,0,0,0,3,0,1,0,1,31,6,3,6,5,11,8,2,3,1,1,11,7,4,2
53 - Χανίων,182 E.T. Δήμου Χανίων,516,316,7,4,11,305,125,32,23,18,60,46,5,85,30,24,3,48,12,11,5,0,0,0,0,0,17,10,2,4,4,1,2,18,2,6,3,2,2,10,9,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,23,3,0,6,6,5,2,0,0,0,0,9,0,0,0
53 - Χανίων,183 E.T. Δήμου Χανίων,518,355,4,4,8,347,135,28,24,11,65,45,13,107,40,37,3,53,6,17,9,3,3,0,1,1,12,7,3,3,3,2,2,20,5,9,5,1,4,6,4,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,8,1,2,1,2,2,4,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,29,9,3,9,6,4,6,1,2,1,4,9,3,0,2
53 - Χανίων,184 E.T. Δήμου Χανίων,518,335,8,1,9,326,141,24,33,14,66,42,9,86,31,29,2,45,7,28,5,0,0,0,0,0,19,15,1,3,8,5,2,13,1,4,1,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,4,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,30,13,2,4,5,17,1,0,0,0,0,10,0,0,0
53 - Χανίων,185 E.T. Δήμου Χανίων,522,355,10,3,13,342,120,17,22,21,58,49,15,131,70,36,5,71,5,24,10,5,4,0,3,2,16,7,1,2,7,2,0,17,2,4,4,1,3,7,3,1,0,2,0,1,0,0,1,0,0,0,0,0,3,3,0,0,1,0,1,4,2,0,1,2,0,6,0,5,0,0,0,4,0,0,4,3,2,0,1,0,0,0,0,0,16,3,1,5,2,4,4,1,0,1,0,7,0,3,1
53 - Χανίων,186 E.T. Δήμου Χανίων,515,356,3,3,6,350,136,25,23,20,46,66,19,125,58,30,11,70,8,16,6,0,0,0,0,0,13,9,5,2,1,2,1,16,0,4,0,0,7,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11,6,2,3,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,21,7,1,3,7,5,1,0,0,0,0,7,0,0,0
53 - Χανίων,187 E.T. Δήμου Χανίων,518,337,4,1,5,332,143,20,19,28,69,50,17,107,48,26,6,54,8,20,8,3,1,2,3,1,4,2,1,1,0,2,0,11,1,5,4,2,2,4,6,2,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,10,3,0,1,2,7,5,0,3,1,1,0,3,0,0,9,4,3,2,2,0,0,0,0,0,15,2,3,4,3,7,7,1,0,0,1,6,2,0,1
53 - Χανίων,188 E.T. Δήμου Χανίων,518,344,6,5,11,333,116,23,23,14,59,36,7,129,48,39,8,67,8,22,15,0,0,0,0,0,8,2,1,1,0,2,0,12,4,3,2,2,1,3,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,7,1,6,2,8,3,0,0,0,0,7,0,0,0
53 - Χανίων,189 E.T. Δήμου Χανίων,524,363,3,1,4,359,155,24,29,14,87,49,10,115,48,29,5,65,9,26,5,4,0,1,2,0,30,22,2,8,8,6,1,14,2,2,3,1,5,4,3,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,11,2,3,3,1,6,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,1,0,1,13,5,1,4,1,3,2,1,1,0,1,3,2,1,1
53 - Χανίων,190 E.T. Δήμου Χανίων,545,368,0,2,2,366,111,17,19,11,50,46,14,164,78,21,17,87,8,24,12,9,2,0,1,1,15,6,2,2,2,5,0,5,0,2,0,0,1,3,7,1,0,1,1,1,0,0,3,3,1,1,0,1,4,2,0,1,1,2,0,10,2,1,4,0,4,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,1,1,0,0,12,3,2,1,0,4,2,0,0,0,0,16,7,7,2
53 - Χανίων,191 E.T. Δήμου Χανίων,498,346,15,7,22,324,111,22,15,9,63,57,21,109,52,34,4,50,7,18,13,5,4,0,3,3,16,8,0,8,6,1,2,12,1,7,5,0,3,2,6,4,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,18,4,1,11,2,9,2,0,0,0,1,0,1,0,0,2,1,2,1,0,3,2,0,2,1,18,6,2,3,3,3,1,0,0,0,0,10,2,3,4
53 - Χανίων,192 E.T. Δήμου Χανίων,551,349,1,2,3,346,140,26,25,20,56,61,17,116,50,31,3,78,3,30,10,0,0,0,0,0,20,12,2,4,6,1,0,10,1,4,3,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,2,2,5,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,16,6,2,2,3,6,2,0,0,0,0,7,0,0,0
53 - Χανίων,193 E.T. Δήμου Χανίων,276,178,2,3,5,173,57,12,7,2,37,17,3,53,27,7,5,25,3,11,4,3,2,0,0,0,15,10,2,2,4,2,0,5,1,2,1,0,0,2,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,11,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,6,0,4,8,7,0,0,0,0,0,4,2,2,2
53 - Χανίων,194 E.T. Δήμου Χανίων,290,177,5,5,10,167,61,13,6,6,40,30,5,67,41,15,0,37,5,10,5,1,0,2,0,0,7,5,0,0,0,1,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,5,1,1,3,1,1,0,0,0,0,4,2,1,0,0,2,1,0,0,0,0,3,1,1,2
53 - Χανίων,195 E.T. Δήμου Χανίων,534,335,4,0,4,331,141,29,21,13,42,50,18,96,36,17,3,56,3,27,13,6,5,1,4,3,29,13,2,0,4,20,1,7,2,5,2,1,0,1,6,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,4,1,1,3,4,1,0,2,1,0,0,0,0,1,1,0,0,0,3,2,0,0,1,16,3,0,3,0,2,2,0,0,0,0,6,4,3,2
53 - Χανίων,196 E.T. Δήμου Χανίων,508,344,3,4,7,337,125,24,27,17,67,50,18,120,58,19,14,78,5,28,7,3,2,2,3,1,20,9,3,1,3,7,3,16,3,9,6,5,3,1,2,1,0,1,0,0,0,0,6,0,4,0,0,4,2,1,1,0,1,1,0,9,5,0,3,1,2,6,1,1,4,2,0,4,0,0,1,0,1,1,0,1,0,0,0,0,10,9,3,3,0,1,2,0,0,0,0,10,7,5,4
53 - Χανίων,197 E.T. Δήμου Χανίων,506,320,3,3,6,314,119,21,8,12,63,54,8,106,39,22,11,64,12,25,9,4,3,0,4,1,20,5,2,0,3,15,0,16,1,9,5,1,3,1,5,2,0,0,3,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,4,0,4,1,4,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,1,0,1,0,13,6,0,4,1,1,1,0,0,0,0,9,2,3,1
53 - Χανίων,198 E.T. Δήμου Χανίων,516,337,3,6,9,328,137,44,22,15,63,44,30,106,44,30,12,64,3,19,6,4,1,0,1,2,34,14,1,5,4,31,0,7,1,1,3,1,2,3,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,7,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8,6,0,2,4,0,4,1,1,0,0,15,6,6,5
53 - Χανίων,199 E.T. Δήμου Χανίων,509,320,7,1,8,312,133,30,23,12,70,47,18,92,28,18,5,60,6,23,8,1,6,1,2,1,32,11,1,0,7,19,1,8,2,2,2,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,1,0,0,0,0,9,1,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,11,2,1,1,2,2,3,0,1,1,1,8,5,4,1
53 - Χανίων,200 E.T. Δήμου Χανίων,508,336,4,1,5,331,131,23,16,12,74,46,23,78,37,9,7,45,3,23,9,0,0,0,0,0,41,13,4,2,9,31,0,11,1,2,2,1,1,1,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,6,2,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,2,8,2,5,3,0,0,0,0,11,0,0,0
53 - Χανίων,201 E.T. Δήμου Χανίων,546,316,4,2,6,310,122,22,19,9,67,50,15,83,36,25,5,44,10,15,5,2,1,0,0,0,31,11,6,3,5,20,1,13,1,7,2,0,2,4,3,1,1,0,0,0,0,0,4,1,1,1,0,0,1,1,1,0,0,0,0,14,3,0,1,0,4,2,0,0,0,0,0,0,0,0,3,1,2,2,1,1,0,1,0,0,18,4,1,3,4,1,2,0,1,1,0,8,4,2,4
53 - Χανίων,202 E.T. Δήμου Χανίων,528,341,1,3,4,337,145,22,20,13,74,56,18,96,47,20,9,49,2,21,6,0,0,0,0,0,35,7,2,2,8,28,1,12,2,1,4,0,4,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,2,4,3,4,1,2,0,0,0,0,6,0,0,0
53 - Χανίων,203 E.T. Δήμου Χανίων,519,302,8,3,11,291,135,22,13,12,69,57,20,77,36,14,6,44,4,11,8,2,4,0,1,1,18,7,1,1,1,13,0,11,3,4,2,2,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,3,9,5,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,12,7,1,1,1,2,2,1,0,1,0,9,3,4,1
53 - Χανίων,204 E.T. Δήμου Χανίων,527,337,1,4,5,332,159,31,21,21,85,67,17,102,58,20,8,71,10,23,6,2,3,0,0,0,19,6,0,4,1,12,3,10,1,5,5,0,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,8,1,1,3,1,4,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,12,6,2,3,3,2,1,0,0,1,1,9,4,1,3
53 - Χανίων,205 E.T. Δήμου Χανίων,505,319,6,2,8,311,123,21,22,13,54,55,10,100,47,20,4,63,6,18,15,4,9,3,1,1,13,3,1,1,5,7,1,13,2,5,4,3,1,0,3,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,12,3,1,2,3,3,4,0,1,1,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,8,2,0,2,3,1,3,1,2,0,1,10,5,7,4
53 - Χανίων,206 E.T. Δήμου Χανίων,501,327,7,3,10,317,134,27,25,19,71,46,11,99,33,13,14,52,5,20,8,0,0,0,0,0,24,9,2,2,3,15,1,8,1,5,2,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,1,1,3,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,12,6,0,0,0,3,1,0,0,0,0,8,0,0,0
