ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΡΑΣ ΦΙΛΙΠΠΟΣ του Δημητρίου,ΚΕΒΡΕΚΙΔΟΥ ΑΛΕΞΑΝΔΡΑ του Χαράλαμπου,ΠΕΡΚΑ ΘΕΟΠΙΣΤΗ (ΠΕΤΗ) του Χαράλαμπου,ΣΕΛΤΣΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,Νέα Δημοκρατία,ΑΝΤΩΝΙΑΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΗΛΙΑΔΟΥ-ΤΑΧΟΥ ΣΟΦΙΑ του Σταύρου,ΜΙΣΚΑΣ ΙΩΑΝΝΗΣ του Αχιλλέα,ΜΠΟΥΤΣΚΟΥ ΛΕΜΟΝΙΑ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΟΓΛΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Παντελή,ΓΙΑΝΝΑΚΙΔΟΥ ΕΛΕΝΗ του Θεοχάρη,Κίνημα Αλλαγής,ΚΩΣΤΑΡΕΛΛΗΣ ΠΕΤΡΟΣ του Κωνσταντίνου,ΜΑΥΡΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Δήμου,ΠΙΧΤΡΑΚΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΡΕΠΠΑ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,Κ.Κ.Ε.,ΑΛΕΞΙΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΕΛΕΥΘΕΡΙΑΔΗΣ ΚΥΡΙΑΚΟΣ του Ιωάννη,ΣΤΟΪΚΟΥ ΑΦΡΟΔΙΤΗ του Γεωργίου,ΤΟΡΛΑΧΙΔΟΥ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Μιχαήλ,Ένωση Κεντρώων,ΒΑΣΙΛΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Κωνσταντίνου,ΚΛΑΔΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΔΗΜΗΤΡΙΟΥ ΛΕΩΝΙΔΑΣ του Σωκράτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΝΑΪΔΟΣ ΝΙΚΟΛΑΟΣ του Λουκά,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΣΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Ζήση,ΠΑΠΟΥΛΙΔΟΥ ΑΝΝΑ του Γεωργίου,ΣΕΜΕΡΤΖΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΒΑ ΔΗΜΗΤΡΑ του Στυλιανού,Μ-Λ Κ.Κ.Ε.,ΔΕΡΝΟΒΙΟΥ ΕΙΡΗΝΗ του Στυλιανού,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΡΒΑΝΙΤΗΣ ΒΑΣΙΛΕΙΟΣ του Πέτρου,ΚΥΡΑΓΙΑΝΝΗ ΕΛΕΝΗ του Γεωργίου,Λαϊκή Ενότητα,ΠΑΠΑΝΤΩΝΙΟΥ ΣΠΥΡΙΔΩΝ του Δημητρίου,ΜέΡΑ25,ΙΩΑΝΝΟΥ ΧΡΗΣΤΟΣ του Αναστασίου,ΚΑΚΑΡΕΤΣΑ ΕΛΕΝΗ του Θεοδώρου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΜΑΝΑΤΙΔΟΥ ΑΝΑΣΤΑΣΙΑ του Νικολάου,ΝΙΚΟΛΑΪΔΗΣ ΘΕΟΚΛΗΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΧΑΝΙΩΤΗ ΧΡΙΣΤΙΝΑ του Μιχαήλ
14 - Φλώρινας,83 E.T. Δήμου Φλώρινας,411,142,2,0,2,140,77,4,2,22,37,43,25,10,3,0,3,1,0,4,0,3,0,0,0,0,0,0,0,5,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0
14 - Φλώρινας,84 E.T. Δήμου Φλώρινας,397,83,2,0,2,81,16,2,1,3,5,32,14,11,2,3,2,1,1,9,8,0,0,1,1,0,0,0,1,8,3,1,0,0,0,0,6,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,3,0
14 - Φλώρινας,85 E.T. Δήμου Φλώρινας,424,73,4,0,4,69,22,3,8,1,5,31,17,10,0,0,2,0,0,2,0,2,0,0,2,0,0,1,1,4,0,1,0,0,0,0,4,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
14 - Φλώρινας,86 E.T. Δήμου Φλώρινας,389,54,1,1,2,52,11,1,1,7,2,25,11,4,0,5,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1
14 - Φλώρινας,87 E.T. Δήμου Φλώρινας,336,79,0,0,0,79,25,2,2,14,4,33,18,4,3,0,1,0,0,1,1,0,0,0,3,0,0,0,1,3,1,0,0,0,0,0,8,7,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1
14 - Φλώρινας,88 E.T. Δήμου Φλώρινας,682,76,1,0,1,75,19,2,0,9,3,31,13,0,15,2,2,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,11,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,3,1
14 - Φλώρινας,89 E.T. Δήμου Φλώρινας,500,40,1,1,2,38,16,0,0,7,3,11,2,3,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
14 - Φλώρινας,90 E.T. Δήμου Φλώρινας,535,53,1,1,2,51,8,1,0,2,2,28,13,9,1,1,0,0,0,3,0,2,0,0,1,0,0,0,0,3,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
14 - Φλώρινας,91 E.T. Δήμου Φλώρινας,415,148,2,0,2,146,53,1,7,21,12,65,41,9,6,5,1,0,0,3,0,1,0,1,2,0,0,0,1,1,1,0,0,0,0,0,13,10,0,0,1,0,0,0,0,0,0,0,0,5,1,4,0,0,0,2,1
14 - Φλώρινας,92 E.T. Δήμου Φλώρινας,312,116,1,1,2,114,29,2,2,17,3,64,38,12,7,2,0,0,0,2,0,1,0,0,9,3,1,0,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0
14 - Φλώρινας,93 E.T. Δήμου Φλώρινας,440,180,4,1,5,175,33,1,4,11,11,88,62,11,3,2,2,2,0,14,0,13,0,0,4,1,0,0,1,5,2,1,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,0,0,8,1,6,1,0,1,0,0
14 - Φλώρινας,94 E.T. Δήμου Φλώρινας,516,178,1,1,2,176,43,1,4,9,17,86,51,5,16,2,8,7,0,3,1,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,15,15,0,0,0,0,0,0,0,0,0,1,1,17,0,17,0,0,0,0,0
14 - Φλώρινας,95 E.T. Δήμου Φλώρινας,637,316,2,2,4,312,100,9,37,30,8,131,76,38,12,0,4,2,1,5,0,3,0,1,18,1,1,1,8,4,1,0,0,0,1,0,41,37,1,0,1,0,0,0,0,0,0,1,0,5,0,0,1,0,1,0,0
14 - Φλώρινας,96 E.T. Δήμου Φλώρινας,560,170,1,3,4,166,75,9,5,28,26,49,22,5,5,2,2,2,0,15,0,7,0,5,7,3,0,0,2,0,0,0,0,0,0,0,12,10,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,0,2,1
14 - Φλώρινας,97 E.T. Δήμου Φλώρινας,504,136,0,1,1,135,32,2,1,17,7,58,37,6,5,1,2,1,1,12,0,7,0,2,6,2,0,0,1,1,0,0,0,0,0,0,16,13,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,5,2
14 - Φλώρινας,98 E.T. Δήμου Φλώρινας,585,35,0,0,0,35,6,0,0,4,1,14,11,3,0,0,1,1,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
14 - Φλώρινας,99 E.T. Δήμου Φλώρινας,580,118,1,1,2,116,17,3,3,6,4,83,76,1,3,3,2,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
14 - Φλώρινας,100 E.T. Δήμου Φλώρινας,588,121,1,0,1,120,21,0,5,2,7,79,67,2,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
14 - Φλώρινας,101 E.T. Δήμου Φλώρινας,402,156,2,0,2,154,78,4,6,30,17,52,31,6,5,1,3,1,0,2,1,1,0,0,2,0,0,0,1,2,1,0,0,0,0,0,6,5,0,0,0,0,0,0,1,0,0,0,0,6,0,2,2,2,0,0,0
14 - Φλώρινας,102 E.T. Δήμου Φλώρινας,498,223,5,3,8,215,83,6,6,33,12,81,59,6,10,2,10,7,1,9,2,4,0,0,1,0,0,1,0,6,3,1,0,0,0,0,14,11,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,0,1,4,3
14 - Φλώρινας,103 E.T. Δήμου Φλώρινας,515,112,0,3,3,109,39,0,2,9,16,47,23,7,2,11,5,1,1,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,2,2
14 - Φλώρινας,104 E.T. Δήμου Φλώρινας,522,86,0,1,1,85,40,1,1,13,15,31,20,3,2,3,0,0,0,8,0,5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14 - Φλώρινας,105 E.T. Δήμου Φλώρινας,510,72,0,0,0,72,28,1,0,6,16,23,11,2,0,4,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14 - Φλώρινας,106 E.T. Δήμου Φλώρινας,515,65,0,0,0,65,28,1,0,11,12,21,18,1,0,1,1,0,0,3,0,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1
