ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΕΛΕΥΘΕΡΙΑΔΟΥ ΣΟΥΛΤΑΝΑ του Παύλου,ΕΜΜΑΝΟΥΗΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΜΟΡΦΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανέστη,ΝΕΣΤΟΡΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Θεόδωρου,ΠΑΝΑΓΙΩΤΙΔΟΥ ΑΘΗΝΑ του Ιωάννη,ΠΑΠΑΦΙΛΙΠΠΟΥ ΓΕΩΡΓΙΟΣ του Αντωνίου,Νέα Δημοκρατία,ΚΑΛΑΝΤΖΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΛΑΖΑΡΙΔΗΣ ΜΑΚΑΡΙΟΣ του Βασιλείου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΑΠΟΥΤΣΗ-ΜΗΤΤΑ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Δημητρίου,ΠΑΣΧΑΛΙΔΗΣ ΙΩΑΝΝΗΣ του Αδάμ,ΧΑΤΖΗΚΩΝΣΤΑΝΤΙΝΟΥ-ΚΑΣΜΕΝΗ ΜΑΡΙΑ (ΜΑΙΡΗ) του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΝΤΩΝΙΑΔΗΣ ΠΑΥΛΟΣ του Κωνσταντίνου,ΜΑΥΡΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Αναστασίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παντελή,ΤΣΑΦΑ ΔΕΣΠΟΙΝΑ του Ανέστη,Κίνημα Αλλαγής,ΜΑΝΤΕΧΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημοσθένη,ΠΑΠΑΚΟΣΜΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγή,ΠΑΠΟΥΤΣΗΣ ΔΗΜΗΤΡΙΟΣ του Πασχάλη,ΤΣΑΛΔΑΡΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΤΣΑΡΔΑΚΛΗ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Ορέστη,ΤΣΟΥΡΗ ΜΑΡΙΑ του Κυριάκου,Κ.Κ.Ε.,ΓΙΑΓΚΙΔΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,ΚΑΡΑΓΕΩΡΓΗ ΑΝΑΣΤΑΣΙΑ του Ηλία,ΚΟΝΤΟΓΕΩΡΓΙΟΥ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΠΗΛΙΤΣΗ ΧΑΪΔΟΥΛΑ (ΧΑΡΙΣ) του Δημητρίου,ΣΥΜΕΩΝΙΔΗΣ ΘΕΟΔΩΡΟΣ του Φίλιππου,ΧΡΙΣΤΟΔΟΥΛΕΑ ΑΛΕΞΑΝΔΡΑ του Νικολάου,Ένωση Κεντρώων,ΓΙΑΛΕΛΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΛΥΣΙΜΑΧΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΠΑΣΧΑΛΗ ΔΗΜΗΤΡΑ του Βασιλείου,ΤΟΡΟΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΧΑΤΖΗΛΟΥΚΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΒΑΚΑΣ ΓΕΩΡΓΙΟΣ του Κοσμά,ΠΙΤΤΑ ΑΝΝΑ (ΤΑΤΙΑΝΑ) του Μάξιμου,ΠΟΖΙΔΟΥ ΡΟΖΑ του Σπυρίδωνα,Ελλήνων Συνέλευσις,ΔΑΛΓΙΑΝΝΑΚΗ ΑΘΗΝΑ του Στέφανου,ΚΑΡΑΚΟΖΙΔΗΣ ΗΛΙΑΣ του Χαράλαμπου,ΜΑΣΤΡΑΝΤΩΝΗ ΔΕΣΠΟΙΝΑ του Χρήστου,ΣΑΒΒΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΤΖΙΝΗΣ ΓΕΩΡΓΙΟΣ του Δούκα,ΧΩΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΔΑΛΑΚΟΥΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜΑΣΤΟΡΗΣ ΜΕΝΕΛΑΟΣ του Θεολόγη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΣΩΤΗΡΙΑ του Αλεξίου,ΠΙΠΕΡΓΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΧΑΤΖΗΓΙΑΝΝΙΔΟΥ ΠΑΝΑΓΙΩΤΑ του Χρήστου,ΨΑΡΑΓΚΑΘΟΣ ΑΘΑΝΑΣΙΟΣ του Αποστόλου,Κ.Κ.Ε. (μ-λ),ΑΣΒΕΣΤΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευσταθίου,Μ-Λ Κ.Κ.Ε.,ΠΑΣΑΧΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΒΟΛΟΝΑΚΗ ΕΥΤΥΧΙΑ του Σπυρίδωνος,ΓΟΥΔΕΒΕΝΟΥ ΚΑΛΛΙΟΠΗ του Σπυρίδωνα,ΝΙΚΗΤΑΣ ΜΙΧΑΗΛ του Νικήτα,ΠΑΚΑΤΑΡΙΔΗΣ ΣΑΒΒΑΣ του Ευσταθίου,Λαϊκή Ενότητα,ΙΩΑΝΝΙΔΗΣ ΗΛΙΑΣ του Λαζάρου,ΚΙΤΣΟΣ ΑΠΟΣΤΟΛΟΣ του Παναγιώτη,ΝΕΟΦΩΤΙΣΤΟΥ ΜΑΡΙΑ του Ανδρέα,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΛΣΑΜΗ του Αργυρίου,ΠΑΣΣΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΤΣΕΒΡΕΜΕΣ ΙΩΑΝΝΗΣ του Αγγελου,ΜέΡΑ25,ΚΡΙΘΑΡΙΔΗ ΤΑΤΙΑΝΑ του Βιατσεσλάβ,ΜΑΚΑΡΙΟΣ ΜΙΧΑΗΛ του Εμμανουήλ,ΝΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στυλιανού,ΠΑΠΑΔΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ του Χαράλαμπου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΣΑΡΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΜΥΛΩΝΑΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΣΤΟΪΔΗΣ ΒΑΣΙΛΕΙΟΣ του Μάριου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΛΑΣΑΡΙΝΗ ΗΛΙΑΝΝΑ του Παναγιώτη
5 - Καβάλας,95 E.T. Δήμου Καβάλας,591,327,2,3,5,322,101,48,37,20,8,15,6,125,22,41,60,7,42,6,21,9,5,0,1,15,1,4,5,1,0,5,12,3,3,1,1,2,1,5,0,1,1,2,1,0,1,0,1,1,1,0,0,0,0,0,0,20,4,4,1,5,1,1,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,0,9,0,1,3,1,4,1,2,1,0,3,2
5 - Καβάλας,96 E.T. Δήμου Καβάλας,594,365,7,2,9,356,110,48,38,17,9,18,10,139,35,47,54,12,55,10,12,4,3,5,4,24,1,11,6,1,4,9,19,6,5,2,2,4,2,5,0,1,1,4,0,0,0,0,0,0,2,0,1,0,0,0,2,15,9,2,4,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,2,3,5,2,3,0,1,2,0,9,3
5 - Καβάλας,97 E.T. Δήμου Καβάλας,590,362,6,2,8,354,123,54,58,20,7,21,5,131,37,45,52,10,34,18,10,1,3,1,2,17,1,3,8,2,0,6,16,4,1,4,0,3,2,4,1,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,1,24,6,4,4,11,2,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,14,3,3,4,2,5,0,1,4,3,4,4
5 - Καβάλας,98 E.T. Δήμου Καβάλας,584,359,7,4,11,348,105,45,39,11,1,12,9,134,32,50,36,10,31,13,11,3,0,3,2,26,1,9,10,3,7,5,13,1,0,2,1,4,2,3,1,1,1,2,0,0,3,0,0,0,2,1,0,0,0,1,0,26,6,4,4,10,6,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,12,0,5,5,9,4,3,2,2,1,5,3
5 - Καβάλας,99 E.T. Δήμου Καβάλας,600,381,5,5,10,371,117,49,39,14,12,21,4,140,37,42,53,14,45,19,12,8,4,5,3,20,0,7,10,3,1,4,18,4,5,2,0,6,2,6,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,19,7,3,1,5,1,1,0,0,0,0,2,0,0,0,0,4,4,0,0,1,0,1,23,6,6,8,7,5,1,0,2,2,4,1
5 - Καβάλας,100 E.T. Δήμου Καβάλας,589,359,6,2,8,351,118,50,41,24,11,22,7,130,27,49,57,5,44,11,12,3,1,3,4,15,1,5,6,1,4,1,24,6,6,5,3,2,1,4,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,18,9,3,0,7,1,1,1,0,0,0,1,0,0,0,0,3,1,0,1,1,0,0,15,5,2,4,2,3,0,0,0,0,6,2
5 - Καβάλας,101 E.T. Δήμου Καβάλας,586,328,6,2,8,320,116,52,42,24,10,19,8,108,28,47,35,9,36,6,9,4,3,3,2,16,1,5,9,0,3,4,11,6,1,3,1,5,0,11,2,1,1,6,0,0,1,1,0,1,4,3,0,1,1,0,3,21,6,1,6,9,3,1,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,8,0,2,1,2,4,0,1,1,1,8,2
5 - Καβάλας,102 E.T. Δήμου Καβάλας,591,369,1,5,6,363,123,48,41,24,15,18,9,135,44,42,51,9,42,11,9,2,5,4,2,19,1,3,6,7,5,3,14,3,2,2,2,2,1,7,1,1,2,4,0,0,1,0,0,0,5,2,1,0,2,1,4,17,7,2,4,3,0,1,0,0,1,0,3,1,0,2,2,0,0,0,0,0,0,0,16,2,2,7,8,5,2,2,0,2,8,5
5 - Καβάλας,103 E.T. Δήμου Καβάλας,589,341,6,2,8,333,112,36,36,22,3,20,11,130,31,74,55,7,65,19,6,1,0,1,1,13,1,10,4,0,1,1,18,4,2,4,3,2,1,11,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,18,6,3,2,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,2,8,1,1,2,2,2,0,0,2,1
5 - Καβάλας,104 E.T. Δήμου Καβάλας,592,347,6,3,9,338,104,50,41,11,11,15,15,137,45,44,56,9,46,10,7,3,2,2,0,29,1,15,11,1,1,5,8,4,2,0,2,2,0,11,1,0,3,1,0,0,1,0,0,0,3,0,0,0,1,2,3,16,6,0,4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,2,5,3,4,1,0,0,0,0,7,0
5 - Καβάλας,105 E.T. Δήμου Καβάλας,591,375,1,1,2,373,86,34,36,13,3,11,4,167,29,55,69,17,47,16,10,3,3,3,1,26,4,8,9,3,2,9,12,1,4,3,1,2,3,10,3,0,0,4,0,0,3,0,1,1,3,1,0,0,0,0,2,21,13,0,0,9,0,0,0,0,0,0,5,1,1,1,3,0,0,0,0,0,0,0,17,5,5,3,5,7,2,0,1,1,6,3
5 - Καβάλας,106 E.T. Δήμου Καβάλας,595,360,2,3,5,355,101,40,38,16,7,17,12,141,38,47,53,9,40,9,6,2,2,1,1,28,5,14,16,0,2,5,23,8,2,4,0,3,3,6,0,0,0,0,2,2,2,0,1,2,2,1,0,1,1,0,0,13,4,1,4,1,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,18,1,4,4,3,4,0,2,1,1,7,2
5 - Καβάλας,107 E.T. Δήμου Καβάλας,578,373,5,4,9,364,99,33,35,24,8,13,8,150,40,53,67,12,56,14,10,3,3,0,1,29,0,6,12,3,2,9,23,9,7,8,3,9,4,7,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,4,4,8,5,0,0,0,0,0,2,1,2,0,0,1,1,0,0,0,0,0,11,3,3,2,2,8,4,2,4,2,4,3
5 - Καβάλας,108 E.T. Δήμου Καβάλας,588,330,3,7,10,320,88,42,39,14,2,11,12,134,20,46,54,9,39,16,6,1,2,1,0,18,0,6,12,1,0,4,12,3,3,3,1,2,3,7,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,18,5,2,4,6,3,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,14,3,4,3,4,8,2,5,0,1,9,3
5 - Καβάλας,109 E.T. Δήμου Καβάλας,601,377,2,5,7,370,108,34,43,16,11,21,8,162,38,44,63,9,67,19,15,7,3,3,1,17,5,3,6,3,2,2,12,3,1,2,1,1,2,4,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22,7,5,1,7,2,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,14,4,2,3,5,7,0,2,1,1,5,2
5 - Καβάλας,110 E.T. Δήμου Καβάλας,597,355,2,4,6,349,83,31,31,15,5,9,8,154,34,47,79,22,51,13,10,7,3,2,1,29,1,12,12,2,2,11,6,1,2,2,1,0,2,11,0,0,3,3,0,0,0,0,0,0,5,4,0,0,0,0,5,25,6,4,6,3,5,1,0,0,0,0,4,2,1,1,1,4,3,0,1,0,0,0,10,4,1,2,2,4,0,0,0,2,4,3
5 - Καβάλας,111 E.T. Δήμου Καβάλας,550,316,5,2,7,309,95,30,38,18,9,11,3,116,26,35,43,6,39,9,6,2,1,1,2,33,0,14,11,2,3,7,11,1,4,0,0,2,0,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,22,7,4,1,10,3,3,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1,7,0,2,4,2,3,0,1,0,1,7,3
5 - Καβάλας,112 E.T. Δήμου Καβάλας,451,282,5,5,10,272,67,41,23,11,11,11,2,145,41,44,79,14,43,13,2,0,1,2,1,8,0,2,3,1,1,0,14,6,1,5,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,3,5,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,18,3,8,7,2,1,0,1,1,0,1,1
5 - Καβάλας,113 E.T. Δήμου Καβάλας,444,309,1,2,3,306,82,34,18,13,10,6,11,144,33,38,68,15,46,12,6,2,1,2,1,15,0,6,9,1,2,6,20,11,3,10,1,0,2,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,12,6,2,2,4,1,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,10,1,4,1,1,7,0,1,0,1,3,1
5 - Καβάλας,114 E.T. Δήμου Καβάλας,449,266,4,3,7,259,66,30,25,4,5,11,3,126,14,36,63,10,37,7,5,3,1,0,0,10,0,1,5,2,1,1,18,8,2,8,0,1,1,7,0,2,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,11,0,2,1,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2,1,1,0,0,0,0,4,0
5 - Καβάλας,115 E.T. Δήμου Καβάλας,582,341,5,5,10,331,83,38,21,13,2,18,3,161,57,52,49,5,64,19,3,0,2,1,0,34,0,8,8,22,4,4,4,2,2,1,0,2,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17,3,0,2,5,2,2,0,0,0,0,1,0,0,0,0,7,7,0,0,1,0,1,7,0,4,1,1,2,0,0,0,0,8,4
5 - Καβάλας,116 E.T. Δήμου Καβάλας,582,366,9,2,11,355,90,32,28,8,5,14,8,162,45,64,45,10,31,19,5,1,3,1,2,38,1,8,11,21,8,2,8,1,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,18,6,1,4,8,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,15,5,3,4,3,3,1,0,0,0,8,4
5 - Καβάλας,117 E.T. Δήμου Καβάλας,608,322,6,3,9,313,87,35,35,16,8,8,11,101,21,47,29,5,30,12,11,5,3,4,1,31,3,8,17,7,5,1,12,4,3,1,2,2,0,4,2,0,0,0,0,0,1,0,0,0,2,0,2,0,2,0,0,34,13,2,8,13,1,3,1,0,0,0,2,0,0,0,1,8,6,2,1,0,0,0,13,1,4,2,2,1,0,0,0,0,5,2
5 - Καβάλας,118 E.T. Δήμου Καβάλας,606,346,6,2,8,338,80,41,22,14,6,13,3,135,33,53,47,5,57,13,9,3,2,2,1,39,2,14,17,20,2,1,7,3,2,2,2,0,0,5,0,1,1,1,0,0,1,1,1,0,8,1,3,0,4,1,6,26,8,2,4,8,2,0,1,1,0,0,1,0,0,0,0,10,8,0,0,0,0,0,9,4,3,2,2,4,0,0,0,0,3,2
5 - Καβάλας,119 E.T. Δήμου Καβάλας,435,295,7,4,11,284,50,20,9,6,0,15,1,174,45,23,43,3,135,4,11,0,1,0,0,3,0,0,1,1,0,1,4,2,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,8,0,1,2,2,1,1,0,0,0,0,3,1,0,1,2,8,8,0,0,0,0,0,12,1,2,2,3,3,1,0,1,0,1,0
5 - Καβάλας,120 E.T. Δήμου Καβάλας,569,241,9,0,9,232,61,20,14,6,11,14,1,97,24,38,25,4,44,6,7,1,1,1,2,22,0,3,13,1,2,7,2,0,1,0,0,0,0,3,2,2,0,0,0,0,1,0,0,0,10,0,6,0,10,0,0,18,10,3,1,5,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,2,1,2,1,0,0,0,5,3
5 - Καβάλας,121 E.T. Δήμου Καβάλας,581,236,4,3,7,229,70,29,24,5,9,17,9,89,20,19,31,8,52,8,10,4,3,3,1,15,1,4,3,1,5,2,5,1,2,0,0,0,2,4,2,1,0,3,0,0,0,0,0,0,4,0,3,0,4,0,1,14,7,3,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,1,5,3,4,3,1,0,2,1,3,0
5 - Καβάλας,122 E.T. Δήμου Καβάλας,593,242,0,1,1,241,59,31,10,2,11,15,9,123,19,36,30,3,69,13,6,4,3,1,0,7,1,3,5,1,0,1,2,0,1,0,0,0,1,5,2,1,1,0,0,0,0,0,0,0,4,0,1,0,4,0,0,15,5,0,2,2,2,0,0,0,0,0,2,1,0,1,0,3,2,0,0,0,0,2,8,0,1,0,3,4,1,0,0,0,3,0
5 - Καβάλας,123 E.T. Δήμου Καβάλας,568,256,6,2,8,248,62,32,17,4,8,12,3,124,23,44,44,6,60,11,2,0,0,1,1,17,0,2,6,2,4,2,3,0,0,0,0,0,0,7,2,1,2,2,0,0,2,1,2,1,4,0,2,0,4,0,0,7,3,0,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,11,2,2,1,2,3,1,0,0,1,4,2
5 - Καβάλας,124 E.T. Δήμου Καβάλας,506,187,4,0,4,183,60,27,16,4,5,19,4,71,19,22,26,4,31,12,6,2,1,1,2,14,1,3,9,2,1,4,2,0,0,0,0,0,1,8,2,3,2,1,0,0,0,0,0,0,5,0,5,0,5,0,0,7,2,3,4,1,2,0,0,0,0,0,1,1,0,0,0,2,2,0,1,0,0,1,2,1,0,0,0,3,1,1,2,0,2,0
5 - Καβάλας,125 E.T. Δήμου Καβάλας,592,275,5,3,8,267,64,29,27,8,11,15,4,105,16,36,31,9,48,16,7,4,6,2,0,35,2,5,22,0,9,9,8,1,4,1,1,1,1,2,1,1,0,1,1,1,0,0,0,0,5,0,2,0,5,0,0,15,10,2,6,2,1,2,0,0,0,0,3,1,0,0,2,4,1,0,0,1,0,0,12,1,0,3,5,3,0,0,0,1,3,2
5 - Καβάλας,126 E.T. Δήμου Καβάλας,595,235,1,0,1,234,49,17,17,4,10,11,4,79,17,17,22,5,32,11,13,8,5,3,0,26,1,6,13,4,6,4,8,1,4,1,1,3,0,3,1,1,1,0,2,0,1,0,0,0,17,0,13,1,17,0,1,20,9,3,5,5,1,3,0,0,1,1,2,0,0,0,1,1,1,0,0,0,0,0,5,1,2,1,2,3,1,0,0,0,4,2
5 - Καβάλας,127 E.T. Δήμου Καβάλας,584,264,6,1,7,257,45,27,16,7,5,14,5,142,28,48,56,11,74,23,6,2,1,0,2,22,2,5,14,5,4,2,3,1,0,2,0,1,0,4,1,1,2,3,1,1,0,0,0,0,6,0,3,0,6,0,0,12,10,0,5,2,1,1,0,0,0,0,1,1,0,0,1,3,1,1,0,1,0,0,9,3,1,2,4,1,1,0,0,0,2,1
5 - Καβάλας,128 E.T. Δήμου Καβάλας,539,314,1,2,3,311,96,40,28,19,11,26,3,117,19,47,48,11,36,8,14,6,5,2,3,25,1,10,15,6,5,2,3,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,15,6,1,4,9,1,1,0,0,0,0,8,2,0,6,4,0,0,0,0,0,0,0,15,4,4,3,7,2,0,0,0,0,6,2
5 - Καβάλας,129 E.T. Δήμου Καβάλας,535,317,2,6,8,309,115,42,34,22,4,19,5,69,10,36,19,12,17,5,21,12,3,4,2,48,2,1,28,3,8,5,8,2,1,1,0,3,0,7,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,20,0,3,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,6,0,2,0,0,1,1,5,2
5 - Καβάλας,130 E.T. Δήμου Καβάλας,532,315,11,5,16,299,116,50,41,11,5,19,5,95,22,38,33,8,27,7,11,3,4,5,1,25,0,4,14,6,2,1,6,1,1,2,0,1,1,3,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,18,4,4,4,4,1,0,2,0,0,0,5,0,0,0,0,1,1,0,0,0,0,1,6,3,2,2,2,0,0,0,0,0,8,4
5 - Καβάλας,131 E.T. Δήμου Καβάλας,545,302,7,3,10,292,107,41,37,19,8,15,8,89,21,34,33,8,13,6,10,3,3,4,1,26,1,5,14,1,3,3,10,1,2,0,0,0,3,4,1,0,1,0,0,0,3,0,0,0,2,0,0,1,0,0,2,15,8,1,3,3,1,0,0,0,0,0,6,1,0,1,0,2,2,0,0,0,0,0,14,4,1,1,5,1,0,0,0,1,3,1
5 - Καβάλας,132 E.T. Δήμου Καβάλας,531,229,1,2,3,226,76,35,17,9,14,12,5,78,15,23,48,8,25,5,14,4,6,8,1,18,1,4,11,1,7,0,2,1,0,0,1,0,0,3,1,0,0,1,0,0,1,1,0,0,5,0,2,1,5,0,2,15,12,0,2,1,1,1,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,7,2,2,1,1,0,0,0,0,0,3,0
5 - Καβάλας,133 E.T. Δήμου Καβάλας,531,252,9,2,11,241,57,22,23,8,5,12,2,101,16,20,42,4,59,10,16,5,4,3,2,15,0,2,15,3,3,4,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,9,0,4,0,7,0,0,16,9,2,3,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,3,2,1,1,0,0,0,1,8,0
5 - Καβάλας,134 E.T. Δήμου Καβάλας,531,252,6,2,8,244,58,26,28,14,13,5,1,101,15,31,48,12,34,6,13,5,5,0,0,29,0,4,18,2,5,4,5,2,0,2,1,0,1,7,1,2,1,1,0,0,0,0,0,0,6,0,5,0,3,0,1,12,5,2,1,1,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,4,1
5 - Καβάλας,135 E.T. Δήμου Καβάλας,534,228,12,6,18,210,72,35,15,13,15,15,7,65,15,25,18,7,20,6,14,4,7,1,1,23,0,5,11,2,2,1,7,0,1,1,0,2,1,6,1,1,1,0,0,0,0,0,0,0,4,0,4,0,1,0,0,6,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,3,0,2,0,0,1,0,3,2
5 - Καβάλας,136 E.T. Δήμου Καβάλας,535,244,5,2,7,237,72,30,25,7,4,11,5,84,16,14,46,6,37,11,15,7,5,6,1,31,1,6,26,3,7,5,2,1,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,16,6,1,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,1,1,4,1,1,1,1,2,2
5 - Καβάλας,137 E.T. Δήμου Καβάλας,159,101,0,0,0,101,30,12,15,4,3,6,5,50,11,20,34,4,14,1,2,0,1,0,0,4,0,3,2,0,0,3,4,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,1,0,2,0,0,0
5 - Καβάλας,138 E.T. Δήμου Καβάλας,488,233,2,1,3,230,52,22,16,3,8,5,5,91,11,32,29,6,38,15,17,6,4,3,3,19,1,1,7,9,2,1,9,1,1,0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,3,6,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,2,0,0,0,1,4,3
5 - Καβάλας,139 E.T. Δήμου Καβάλας,469,218,3,2,5,213,49,27,13,4,9,7,2,111,28,26,51,40,8,0,4,0,1,0,0,15,1,2,8,4,1,5,3,1,1,0,1,1,0,5,2,1,0,3,0,0,0,0,0,0,3,0,1,1,1,0,3,11,4,0,3,3,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,3,0,1,1,1,1,1,1,0,0,5,3
5 - Καβάλας,140 E.T. Δήμου Καβάλας,483,211,8,1,9,202,37,15,12,14,4,2,4,108,30,38,42,4,30,6,11,2,1,1,1,21,0,0,16,5,10,0,2,2,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,9,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2,1,1,1,1,0,0,4,2
5 - Καβάλας,141 E.T. Δήμου Καβάλας,495,214,3,0,3,211,33,17,13,4,3,7,1,107,18,24,62,3,38,6,8,5,0,1,4,33,1,3,25,11,5,6,10,4,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,2,2,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4,1,0,1,3,1,1,1,0,0,2,2
