ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΙΑΝΝΑΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αλεξάνδρου,ΖΕΪΜΠΕΚ ΧΟΥΣΕΪΝ του Χασάν,ΜΠΕΖΙΑΤ ΒΑΛΕΝΤΙΝΑ-ΛΥΓΙΑ του Βασιλείου,ΡΟΥΤΣΗ-ΕΥΑΓΓΕΛΙΔΟΥ ΧΡΙΣΤΙΝΑ του Δημητρίου,ΣΤΟΓΙΑΝΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Κωνσταντίνου,Νέα Δημοκρατία,ΠΑΥΛΙΔΟΥ ΜΑΡΙΝΑ του Γεωργίου,ΣΑΛΤΟΥΡΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΣΙΑΜΠΑΝ ΟΓΛΟΥ ΑΛΕΒ του Σουκρή,ΤΣΙΛΙΓΓΙΡΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Γεωργίου,ΧΑΤΖΗ ΜΕΜΙΣ ΤΟΥΡΚΕΣ του Μεχμέτ,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΕΩΡΓΑΚΑΚΗΣ ΙΑΚΩΒΟΣ του Γαβριήλ,ΓΚΟΥΤΖΙΜΙΔΗ ΕΙΡΗΝΗ του Ιωάννη,ΓΟΡΙΔΑΡΗ ΚΥΡΙΑΚΗ του Παναγιώτη,ΚΑΠΑΓΕΡΙΔΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΚΟΤΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Κίνημα Αλλαγής,ΑΜΑΞΑ ΑΓΛΑΪΑ του Ευαγγέλου,ΑΝΤΩΝΙΑΔΗΣ ΑΝΕΣΤΗΣ του Κωνσταντίνου,ΚΑΡΑΛΙΔΗΣ ΦΩΤΙΟΣ του Γεωργίου,ΜΠΑΡΑΝ ΜΠΟΥΡΧΑΝ του Νετζαντή,ΣΑΦΕΡ ΟΓΛΟΥ ΝΕΡΙΜΑΝ του Χουσεΐν,Κ.Κ.Ε.,ΒΑΚΙΡΤΖΗΣ ΕΥΑΓΓΕΛΟΣ (ΜΠΑΚΕΡΟ) του Χρήστου,ΜΑΧΑΙΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Βίκτωρ,ΡΟΪΔΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΦΩΤΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Πολυκάρπου,ΧΑΤΖΟΓΛΟΥ ΜΟΥΡΑΤ του Σαμπρή,Ένωση Κεντρώων,ΚΥΡΙΑΚΙΔΟΥ ΣΟΝΙΑ του Σέργιου,ΜΠΑΛΤΑΤΖΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΡΑΠΑΣ ΑΛΚΙΒΙΑΔΗΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΝΤΟΥΡΟΥ ΕΛΕΥΘΕΡΙΑ του Θωμά,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΕΞΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Ευαγγέλου,ΜΗΛΙΑΖΗΜ ΤΖΕΜΑΛΗ του Μεχμέτ,Ελλήνων Συνέλευσις,ΚΑΡΑΚΑΣΗΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΤΟΤΙΕΦ ΕΙΡΗΝΗ του Σέργιου,ΤΣΕΡΝΟΣ ΙΩΑΝΝΗΣ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΕΥΘΥΜΙΑΔΟΥ ΑΘΑΝΑΣΙΑ του Χρήστου,ΚΟΥΤΕΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΣΩΤΗΡΙΟΣ του Λεωνίδα,ΜΥΛΩΝΑΣ ΓΕΩΡΓΙΟΣ του Ανέστη,ΨΑΡΑΓΚΑΘΟΥ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΑΝΤΩΝΙΑΔΟΥ-ΜΑΡΙΟΛΗ ΜΑΡΙΑ του Παναγιώτη,ΙΩΑΝΝΙΔΟΥ ΕΛΙΣΣΑΒΕΤ (ΒΕΤΑ) του Κωνσταντίνου,ΚΑΜΠΑΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΚΟΣΟΓΛΟΥ ΜΟΥΖΑΦΕΡ του Ρασήμ,ΧΑΤΖΗΣΑΒΒΑΣ ΣΤΕΦΑΝΟΣ του Αποστόλου,Μ-Λ Κ.Κ.Ε.,ΠΕΤΡΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΟΤΣΙΚΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,Λαϊκή Ενότητα,ΚΑΡΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΟΣΜΙΔΗΣ ΑΝΤΩΝΙΟΣ του Νικολάου,ΧΑΡΑΛΑΜΠΙΔΟΥ ΕΛΙΣΣΑΒΕΤ του Δημητρίου,ΜέΡΑ25,ΓΙΑΝΝΙΚΗ ΕΛΙΣΣΑΒΕΤ του Ιωάννη,ΠΑΠΑΔΟΥΔΗΣ ΑΝΤΩΝΙΟΣ του Χριστοφόρου,ΤΣΑΜΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΕΡΜΗΓΚΑΣ ΓΕΩΡΓΙΟΣ -  ΑΝΔΡΟΜΑΧΟΣ του Δημητρίου,ΜΠΑΝΑ ΖΩΗ του Γεωργίου,ΤΣΙΜΠΕΡΙΔΗΣ ΙΩΑΝΝΗΣ του Βαλσάμη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΥΡΕΝΤΙΑΔΗΣ ΓΙΑΝΝΗΣ του Πέτρου
3 - Ξάνθης,230 E.T. Δήμου Τοπείρου,457,269,4,2,6,263,46,24,0,2,3,5,126,49,35,0,36,0,17,2,0,0,3,7,5,1,1,1,0,0,9,0,0,4,2,0,6,2,2,0,1,0,0,0,0,3,0,1,2,25,7,0,7,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9,1,3,0,6,1,5,0,8,7
3 - Ξάνθης,231 E.T. Δήμου Τοπείρου,403,191,1,1,2,189,63,38,0,3,1,13,80,17,15,3,34,7,7,2,0,0,1,1,6,0,1,2,2,0,2,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,22,5,2,7,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,0,2,0,0,0,0,0
3 - Ξάνθης,232 E.T. Δήμου Τοπείρου,403,137,5,5,10,127,38,12,15,0,0,3,51,9,12,1,19,6,4,2,0,0,0,1,15,0,0,9,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,2,0,3,1,0,1,0,0,2,0,1,1,0,0,0,0,7,4,1,0,0,0,0,0,0,0
3 - Ξάνθης,233 E.T. Δήμου Τοπείρου,546,313,2,2,4,309,68,32,1,2,2,14,108,22,26,0,48,0,44,0,0,0,1,42,42,0,17,20,0,0,2,1,1,0,0,0,8,0,2,1,0,0,0,0,0,0,0,0,0,14,6,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,5,2,1,6,1,3,0,2,0
3 - Ξάνθης,234 E.T. Δήμου Τοπείρου,528,284,0,2,2,282,55,39,1,1,3,11,108,9,16,0,83,0,56,0,1,0,1,54,36,1,25,10,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,3,2,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,5,0,2,0,2,0,1,1
3 - Ξάνθης,235 E.T. Δήμου Τοπείρου,453,246,2,1,3,243,43,3,29,0,1,0,147,40,1,7,27,66,0,0,0,0,0,0,50,0,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3 - Ξάνθης,236 E.T. Δήμου Τοπείρου,450,203,4,0,4,199,81,41,0,0,4,36,51,6,16,0,29,0,9,1,2,0,0,3,30,2,5,18,0,0,1,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,16,2,1,11,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0
3 - Ξάνθης,237 E.T. Δήμου Τοπείρου,537,313,10,4,14,299,58,23,5,1,1,7,124,30,41,4,39,5,11,3,0,0,4,2,25,0,6,16,2,0,1,0,0,0,0,0,6,1,2,1,0,0,3,1,0,2,1,0,1,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55,1,52,0,0,0,0,0,5,3
3 - Ξάνθης,238 E.T. Δήμου Τοπείρου,463,306,3,2,5,301,68,40,3,1,0,12,104,34,31,0,32,3,21,3,2,0,3,8,33,0,2,23,2,0,2,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,28,3,1,17,1,1,0,0,0,0,0,0,0,0,6,6,0,0,0,0,28,2,25,0,2,0,1,0,5,1
3 - Ξάνθης,239 E.T. Δήμου Τοπείρου,469,252,5,2,7,245,65,9,21,2,2,14,79,10,35,10,7,10,7,2,0,0,0,5,31,0,5,3,19,1,3,0,0,0,1,2,2,1,0,0,0,0,1,0,0,1,0,1,0,24,3,6,7,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,2,18,1,2,0,1,0,3,1
3 - Ξάνθης,240 E.T. Δήμου Τοπείρου,598,389,5,5,10,379,94,57,0,0,6,14,160,26,32,0,97,0,16,3,0,1,1,8,51,0,11,36,1,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,27,4,3,13,3,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,13,5,6,0,2,0,2,0,6,3
3 - Ξάνθης,241 E.T. Δήμου Τοπείρου,453,301,3,2,5,296,83,33,10,3,1,32,161,27,19,1,106,4,7,2,0,0,0,4,20,1,1,15,1,0,8,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,3,0,3,0,0,0
3 - Ξάνθης,242 E.T. Δήμου Τοπείρου,457,314,2,1,3,311,81,32,5,0,4,29,168,12,9,3,129,9,10,1,1,0,0,3,17,1,3,5,4,0,10,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,3,3,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,3,0,1,0,1,0,0,0,3,1
3 - Ξάνθης,243 E.T. Δήμου Τοπείρου,449,290,6,4,10,280,85,18,18,0,3,32,150,19,14,1,97,15,5,1,0,0,0,4,21,0,1,9,9,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
3 - Ξάνθης,244 E.T. Δήμου Τοπείρου,512,264,4,2,6,258,67,13,42,0,0,8,154,17,6,4,85,40,0,0,0,0,0,0,30,0,5,6,19,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3 - Ξάνθης,245 E.T. Δήμου Τοπείρου,520,344,9,5,14,330,84,34,3,2,3,14,145,23,35,2,64,0,15,1,1,0,3,7,29,1,3,24,0,0,4,1,0,1,1,0,3,1,0,0,0,0,1,1,0,1,0,1,0,17,3,0,2,5,2,0,0,0,0,0,0,1,0,7,5,1,0,0,1,14,2,2,1,1,0,0,0,7,2
3 - Ξάνθης,246 E.T. Δήμου Τοπείρου,525,334,2,0,2,332,84,47,2,1,8,9,145,17,28,2,90,0,19,2,0,0,2,8,43,4,7,30,0,0,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,10,2,0,2,4,0,4,0,0,4,0,0,0,0,1,0,1,0,0,0,12,2,6,1,1,0,0,0,4,2
3 - Ξάνθης,247 E.T. Δήμου Τοπείρου,344,207,2,1,3,204,48,26,0,0,2,7,102,24,29,1,40,0,9,8,0,0,0,1,18,3,3,12,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12,5,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,4,0,1,0,2,1
3 - Ξάνθης,248 E.T. Δήμου Τοπείρου,309,152,3,0,3,149,45,26,0,0,4,5,60,1,15,0,32,0,1,0,0,0,0,0,17,2,3,11,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,7,2,0,0,0,0,0,0
3 - Ξάνθης,Ετερ. Ξάνθης (από 24ο Ε.Τ. Νομ. Θεσσαλονίκης),222,133,0,0,0,133,48,24,3,3,5,6,50,23,7,0,11,0,1,0,0,0,0,0,9,1,4,4,0,0,4,1,0,1,1,0,3,1,2,0,0,0,1,1,0,0,0,0,0,7,2,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,1,2,0,0,0,0,1,1
3 - Ξάνθης,Ετερ. Ξάνθης (από Εφετείο Θεσσαλονίκης),59,34,1,1,2,32,11,4,2,0,1,3,16,7,4,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3 - Ξάνθης,Ετερ. Ξάνθης (από 118ο Ε.Τ. Νομ. Αττικής-Αθηνών),447,258,3,1,4,254,67,28,1,2,3,15,121,45,25,3,37,1,3,1,1,0,0,1,22,4,5,8,1,0,7,0,1,0,1,0,4,1,2,0,0,0,3,0,2,0,0,0,0,11,6,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,2,1,0,5,1,0,1,4,3
Σύνολο,,118690,62403,1043,595,1638,60765,24065,6271,9622,365,672,2903,22357,4792,5219,1465,6429,3061,1594,361,57,28,367,433,5328,185,972,1549,2136,34,1332,262,131,129,239,179,474,85,126,28,22,1,181,38,80,122,16,26,57,2088,282,192,718,420,33,165,13,19,21,30,21,26,2,302,176,116,15,23,13,1429,417,424,96,511,47,192,37,653,370
