ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Θωμά,ΒΑΓΕΝΑ ΚΗΛΑΗΔΟΝΗ ΑΝΝΑ χήρα Λουκιανού,ΓΕΛΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Λεωνίδα,ΖΩΓΡΑΦΟΣ ΒΑΣΙΛΕΙΟΣ του Χρήστου,ΚΑΡΙΠΙΔΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΚΟΚΚΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΑΛΗΟΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΙΤΗ) του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Αβραάμ,ΣΟΥΡΛΑΝΤΖΗ ΖΑΧΑΡΑΚΗ ΧΑΡΙΚΛΕΙΑ (ΡΟΥΛΑ) του Γεωργίου,ΧΡΗΣΤΟΥ ΧΡΥΣΟΥΛΑ του Χαράλαμπου,Νέα Δημοκρατία,ΑΔΑΜΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΑΞΙΟΓΛΟΥ ΕΛΕΝΗ (ΛΕΝΑ) του Ιωάννη,ΚΑΛΛΑ ΘΕΟΔΩΡΑ του Μάρκου,ΚΑΡΑΒΑΝΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΚΑΡΑΧΑΛΙΟΣ ΘΕΟΦΙΛΟΣ του Σωτηρίου,ΚΑΤΣΙΑΝΤΩΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΕΛΛΑΣ ΧΡΗΣΤΟΣ του Αχιλλέα,ΜΠΙΖΙΟΥ ΣΤΕΡΓΙΑΝΗ (ΣΤΕΛΛΑ) του Νικολάου,ΣΙΑΦΑΡΙΚΑ ΑΘΗΝΑ του Παύλου,ΤΖΑΝΑΚΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΧΑΡΑΚΟΠΟΥΛΟΣ ΜΑΞΙΜΟΣ του Παντελή,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΖΗΣΗ ΖΑΧΑΡΟΥΛΑ του Κωνσταντίνου,ΛΑΜΠΡΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΛΙΑΠΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΜΠΙΛΛΗ-ΤΣΙΤΣΕ ΜΑΡΙΑ συζ. Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ-ΔΟΥΚΑΣ ΝΙΚΟΛΑΟΣ-ΙΩΑΝΝΗΣ του Δημητρίου,ΤΖΟΥΤΣΑΣ ΠΕΤΡΟΣ του Γεωργίου,Κίνημα Αλλαγής,ΑΓΟΡΙΤΣΑ ΦΑΝΗ του Θεόφιλου,ΓΑΛΛΙΟΥ ΜΑΡΙΑ του Ιωάννη,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Γρηγορίου,ΚΟΥΚΟΥΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΛΙΑΚΟΥΛΗ ΕΥΑΓΓΕΛΙΑ του Θεοφάνη,ΜΑΡΟΥ ΜΑΙΡΗ του Ιωάννη,ΜΠΑΡΓΙΩΤΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΠΑΠΑΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΣΑ) του Δημητρίου (Τάκη),ΣΑΧΙΝΙΔΗΣ ΦΙΛΙΠΠΟΣ του Δημητρίου,ΤΟΛΙΚΑΣ ΜΙΧΑΗΛ του Στεργίου,ΤΣΙΤΑ ΒΑΣΙΛΙΚΗ του Γεωργίου,Κ.Κ.Ε.,ΑΒΡΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΑΡΖΟΜΑΝΙΔΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΓΑΒΑΛΑ ΜΑΡΙΑ του Ρωσσέτου,ΔΑΣΚΑΛΑΚΗ ΑΓΓΕΛΑ του Μιχαήλ,ΚΑΡΥΩΤΗ ΚΥΡΙΑΚΗ του Αθανασίου,ΚΡΙΚΗΣ ΠΕΤΡΟΣ του Χρήστου,ΛΑΜΠΡΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Αριστείδη,ΜΑΡΟΥΔΑΣ ΡΙΖΟΣ του Κυριαζή,ΠΑΣΧΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΤΣΙΑΠΛΕΣ ΑΝΑΣΤΑΣΙΟΣ του Θωμά,ΤΣΙΚΡΙΤΣΗΣ ΑΣΤΕΡΙΟΣ του Αντωνίου,Ένωση Κεντρώων,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,ΚΑΦΕΝΟΥΔΗ ΙΩΑΝΝΑ του Ευαγγέλου,ΛΕΚΚΟΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,ΜΑΝΤΕΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΝΑΣΙΚΑ ΖΩΗ του Ιωάννη,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΝΤΑΖΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΣΑΝΙΔΑ ΜΑΡΙΝΑ του Κωνσταντίνου,ΤΣΕΤΣΙΛΑΣ ΑΘΑΝΑΣΙΟΣ του Πέτρου,ΤΣΙΑΜΟΥΡΑ ΧΡΙΣΤΙΝΑ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΠΑΝΤΑΖΗΣ ΚΥΡΙΑΚΟΣ του Σάββα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΝΗΚΟΜΣΙΟΥ ΘΕΟΦΑΝΗΣ του Αποστόλου,ΚΑΡΑΝΑΣΤΑΣΗ ΑΙΚΑΤΕΡΙΝΗ του Χρήστου,ΣΙΟΥΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΤΣΑΜΟΥΡΗ ΦΩΤΕΙΝΗ του Ιωάννη,Ελλήνων Συνέλευσις,ΓΚΟΥΖΙΩΚΑΣ ΑΠΟΣΤΟΛΟΣ του Χρήστου,ΚΑΡΑΒΕΝΤΖΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΑΡΑΓΚΟΥΝΗ ΑΝΘΗ του Ιωάννη,ΝΑΚΟΥ ΛΑΜΠΡΙΝΗ του Απόστολου,ΝΤΟΥΛΑΠΤΣΗΣ ΓΕΩΡΓΙΟΣ του Παρασκευά,ΠΕΡΙΣΤΕΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ναπολέοντος,ΡΑΜΙΩΤΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΣΒΑΡΝΑΣ ΓΡΗΓΟΡΙΟΣ του Ιωάννη,ΣΙΔΗΡΟΠΟΥΛΟΥ ΣΟΦΙΑ του Γεωργίου,ΤΣΙΟΥΤΡΑ ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΦΩΤΙΟΥ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΚΑΜΠΟΖΗΣ ΠΑΡΑΣΧΟΣ (ΠΑΡΗΣ) του Θεοδώρου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΛΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Ιωσήφ,ΖΩΚΑΣ ΔΑΜΙΑΝΟΣ του Γρηγορίου,ΚΕΣΙΔΟΥ ΓΕΩΡΓΙΑ του Λαζάρου,ΚΟΚΚΑΣ ΑΝΔΡΕΑΣ του Θεοδώρου,ΚΩΤΣΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αποστόλου,ΜΑΝΤΖΙΟΥ ΦΑΝΗ του Ιωάννη,ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΜΠΑΛΑΤΣΑΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΝΑΣΙΚΑΣ ΝΑΣΟΥΛΙΑΣ του Γρηγορίου,ΣΔΡΟΛΙΑΣ ΛΑΜΠΡΟΣ του Γεωργίου,ΦΟΥΝΤΑ ΙΩΑΝΝΑ-ΜΑΡΙΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΖΥΓΟΓΙΩΡΓΟΣ ΝΙΚΟΛΑΟΣ του Αστερίου,ΚΑΝΑΚΗΣ ΜΙΧΑΗΛ του Πέτρου,ΚΟΚΚΙΝΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΜΑΝΤΑ ΣΤΥΛΙΑΝΗ του Χρήστου,ΧΑΤΖΗ ΑΓΓΕΛΙΚΗ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΖΑΡΔΑΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΟΥΚΑΣ ΓΕΩΡΓΙΟΣ-ΑΝΤΩΝΙΟΣ του Δημητρίου,Λαϊκή Ενότητα,ΒΡΥΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΓΙΑΝΝΑΚΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΑΘΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΜΠΑΛΑΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΤΖΑΒΟΛΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΜέΡΑ25,ΙΩΑΝΝΟΥ ΔΙΑΜΑΝΤΩ-ΑΝΑΣΤΑΣΙΑ του Ιωάννη,ΚΑΝΑΡΕΛΗ ΣΤΑΜΑΤΙΝΑ του Γεωργίου,ΛΟΚΑ ΠΟΛΥΞΕΝΗ (ΤΖΕΝΗ) του Βασιλείου,ΝΑΤΣΙΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΟΔΥΣΣΕΥΣ του Νικολάου,ΣΟΦΙΚΙΤΗΣ ΠΕΤΡΟΣ του Ανδρέα,ΦΟΙΝΙΚΙΑΔΗΣ ΜΙΧΑΗΛ του Αναστασίου,ΧΛΟΠΤΣΙΟΣ ΙΩΑΝΝΗΣ του Πασχάλη,Δημιουργία ξανά - Θ. Τζήμερος,ΓΚΕΝΣ ΓΕΩΡΓΙΟΣ-ΡΕΝΕ του Ντέτλεφ,ΚΟΛΤΣΙΔΑΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΜΠΟΛΜΑΤΗ ΚΩΝΣΤΑΝΤΙΝΑ του Μιχαήλ,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΔΑΡΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΡΑΓΕΩΡΓΟΣ ΛΑΜΠΡΟΣ του Ταξιάρχη,ΣΚΡΕΤΑ ΔΕΣΠΟΙΝΑ του Ιωάννη,Ανεξάρτητοι Υποψήφιοι,ΝΤΡΙΓΚΟΓΙΑΣ ΧΡΗΣΤΟΣ του Βασιλείου
22 - Λάρισας,400 E.T. Δήμου Τεμπών,520,347,6,1,7,340,78,0,8,1,14,4,9,19,7,16,4,9,167,20,5,14,11,10,24,64,71,20,31,84,12,4,2,2,5,1,0,1,16,0,3,2,1,1,1,7,1,7,2,0,25,3,1,2,1,10,2,15,2,0,20,0,3,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,2,3,0,4,1,0,2,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,2,1,0,1,0,0,0,3,1,2,0,0,0,9,0,9,0,0
22 - Λάρισας,401 E.T. Δήμου Τεμπών,502,298,4,1,5,293,75,0,3,15,15,19,5,22,11,17,4,5,132,18,6,6,13,18,16,46,42,15,46,66,5,1,1,0,2,2,1,0,14,0,4,1,1,8,0,9,0,3,3,0,26,2,1,6,2,4,2,11,8,1,21,4,3,2,0,0,0,1,0,0,1,1,0,0,0,6,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,2,0,1,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,2,4,0,2,2,1,2,1,0,0,8,3,6,1,1
22 - Λάρισας,402 E.T. Δήμου Τεμπών,515,324,2,2,4,320,66,0,5,16,12,14,7,20,9,11,2,3,145,19,6,11,7,12,16,42,55,21,32,67,8,2,1,2,2,1,0,1,32,1,7,4,3,5,0,17,0,12,5,0,23,1,1,2,1,4,0,12,5,1,18,1,4,2,0,0,0,1,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,1,1,1,1,0,0,1,1,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6,3,3,1,1,3,1,0,0,2,0,1,0,0,0,18,8,13,0,0
22 - Λάρισας,403 E.T. Δήμου Τεμπών,521,310,7,3,10,300,71,0,6,17,19,4,10,12,2,14,3,6,124,6,5,8,4,17,23,54,56,12,34,53,6,1,2,1,3,4,0,1,15,0,4,1,1,3,0,6,0,7,6,1,41,4,4,4,1,8,2,23,2,1,31,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,2,1,2,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,19,11,13,0,0
22 - Λάρισας,404 E.T. Δήμου Τεμπών,500,286,7,1,8,278,73,28,7,16,15,7,9,16,15,18,1,7,84,5,2,7,5,12,7,38,44,7,19,35,1,0,0,0,1,0,0,0,38,2,9,1,4,16,0,26,3,10,4,3,26,0,5,5,0,6,0,14,5,1,25,0,5,2,0,1,0,2,0,0,1,3,0,0,0,6,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,2,0,5,1,0,1,0,1,1,0,3,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,11,4,0,0,2,0,0,1,0,3,0,1,0,0,0,12,4,11,0,0
22 - Λάρισας,405 E.T. Δήμου Τεμπών,315,205,1,1,2,203,53,0,2,9,11,6,5,12,3,11,1,3,72,5,3,1,5,3,8,34,32,6,4,48,3,1,1,0,0,0,1,0,23,0,2,0,0,18,1,5,0,14,13,0,28,0,3,5,0,8,0,15,2,0,17,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,10,8,3,2,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,2,0,0
22 - Λάρισας,406 E.T. Δήμου Τεμπών,420,212,1,0,1,211,42,0,2,12,9,2,1,10,3,9,10,3,102,9,2,1,4,9,20,50,39,8,12,51,12,1,1,6,0,2,0,0,22,3,3,1,3,8,2,15,0,6,3,1,12,0,0,3,1,0,1,5,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,2,0,1,5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,7,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
22 - Λάρισας,407 E.T. Δήμου Τεμπών,513,244,7,4,11,233,55,0,3,17,7,6,2,14,4,10,9,3,81,13,0,6,3,11,26,28,17,12,28,38,3,1,0,1,0,0,0,0,40,4,5,0,2,17,5,21,0,11,12,2,27,2,0,6,10,1,2,15,2,0,16,1,3,0,1,0,0,0,0,1,0,0,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,3,0,3,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
22 - Λάρισας,408 E.T. Δήμου Τεμπών,568,356,5,2,7,349,95,95,4,31,16,5,17,30,4,12,4,8,158,18,16,5,30,11,19,73,43,29,29,67,16,2,2,2,11,3,3,11,34,2,8,7,0,17,2,8,1,10,10,0,19,1,0,4,0,5,0,8,5,1,9,0,5,1,0,1,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,4,1,3,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,1,1,1,0,0,2,0,1,1,1
22 - Λάρισας,409 E.T. Δήμου Τεμπών,530,319,3,1,4,315,98,44,0,20,15,11,5,10,4,7,5,6,124,13,2,6,25,8,9,60,27,12,18,49,11,1,1,0,5,2,2,4,21,0,0,5,0,13,0,7,1,3,6,0,17,2,0,2,1,9,3,13,0,0,11,1,8,5,1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,3,2,0,0,1,0,1,0,1,0,0,0,0,0,13,8,2,4,5,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,11,3,2,0,0,0,0,2,0,0,0,0,0,0,0,6,3,2,0,0
22 - Λάρισας,410 E.T. Δήμου Τεμπών,561,373,2,1,3,370,83,35,4,24,16,12,11,29,7,7,3,3,157,16,10,3,30,27,15,78,38,9,23,76,19,3,5,2,11,2,2,8,36,1,12,5,0,20,3,12,6,7,6,0,28,0,0,7,0,19,2,22,1,1,22,0,8,4,1,1,0,3,4,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,2,0,6,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2,2,2,4,2,2,2,1,0,0,0,0,0,2,2,1,1,1
22 - Λάρισας,411 E.T. Δήμου Τεμπών,548,332,5,2,7,325,73,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0
22 - Λάρισας,412 E.T. Δήμου Τεμπών,561,370,6,1,7,363,84,0,5,23,14,6,11,16,3,14,2,7,114,7,2,4,33,3,16,68,38,3,12,48,14,4,6,3,7,3,4,2,13,1,0,1,3,6,0,2,0,9,2,1,29,1,0,6,1,12,3,20,3,1,16,1,44,13,3,0,0,0,0,0,1,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,2,8,6,2,2,1,3,9,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,6,1,2,6,2,2,0,0,1,0,0,0,0,0,3,3,1,2,0
22 - Λάρισας,413 E.T. Δήμου Τεμπών,521,322,5,2,7,315,93,0,6,34,10,10,18,17,2,15,2,6,104,6,5,2,20,9,15,58,21,8,14,54,6,1,0,0,2,1,0,0,16,2,1,7,2,5,0,3,0,1,7,0,14,2,0,4,0,3,1,10,2,1,7,1,56,54,8,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,1,6,2,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0
22 - Λάρισας,414 E.T. Δήμου Τεμπών,420,236,5,1,6,230,55,13,0,5,27,4,1,12,0,3,2,1,117,5,7,3,25,8,15,45,10,10,25,56,6,2,2,4,1,1,1,1,19,3,4,0,1,6,0,10,1,6,3,0,6,0,0,0,0,0,1,2,1,0,1,3,5,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,5,1,0,2,0,1,0,0,0,1,0,0,0,8,1,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
22 - Λάρισας,415 E.T. Δήμου Τεμπών,157,107,2,0,2,105,27,9,0,2,8,6,2,6,4,6,3,0,51,5,1,0,6,2,9,33,11,2,19,38,0,0,0,0,0,0,0,0,14,0,0,1,0,8,0,3,0,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0
22 - Λάρισας,416 E.T. Δήμου Τεμπών,415,243,3,2,5,238,72,72,2,26,18,7,9,19,7,4,3,2,74,30,3,3,2,1,11,24,24,18,18,43,9,2,1,2,2,1,1,1,24,1,3,4,0,8,2,6,2,9,1,3,19,1,1,3,2,3,0,7,2,2,9,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,6,1,7,1,2,1,1,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,1,1,2,1,0,1,0,0,0,0,0,0,3,3,2,1,1
22 - Λάρισας,417 E.T. Δήμου Τεμπών,378,210,2,3,5,205,64,64,4,17,7,9,14,23,5,8,2,6,61,12,5,1,6,4,3,31,10,19,14,45,5,2,3,2,3,1,2,2,15,1,4,0,0,7,0,1,0,5,2,0,27,1,0,2,0,18,1,20,1,0,18,0,5,1,2,0,0,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,8,1,6,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,8,3,3,0,2,0,2,3,3,0,0,0,0,0,0,1,0,1,0,0
22 - Λάρισας,418 E.T. Δήμου Τεμπών,377,200,5,0,5,195,52,52,0,16,6,6,4,17,0,2,0,2,55,4,2,1,8,0,8,22,11,11,17,29,10,4,6,3,2,1,1,0,10,3,4,1,0,1,0,1,3,5,1,0,37,4,5,4,2,10,2,19,7,7,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,7,1,2,1,0,1,2,0,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1
22 - Λάρισας,419 E.T. Δήμου Τεμπών,452,336,5,0,5,331,57,28,0,8,11,6,7,19,1,10,0,14,152,21,6,3,5,15,14,64,50,34,14,76,16,7,2,4,4,3,3,1,24,1,8,0,2,13,0,14,1,7,3,1,16,1,0,4,0,1,4,9,3,1,9,2,17,5,0,1,0,1,0,0,3,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,1,0,2,0,1,0,1,2,16,0,0,0,0,0,0,0,1,0,1,0,3,0,2,0,1,1,9,0,1,2,0,3,0,0,1,3,1,2,1,0,0,2,0,0,3,3
22 - Λάρισας,420 E.T. Δήμου Τεμπών,453,298,8,4,12,286,59,59,5,15,10,5,6,11,0,9,1,12,142,17,6,10,10,17,15,62,54,34,10,71,6,3,1,3,3,1,1,1,20,0,5,0,1,10,1,8,1,6,3,0,17,2,0,4,1,1,2,5,1,0,5,0,6,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,3,0,5,1,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,10
22 - Λάρισας,421 E.T. Δήμου Τεμπών,453,292,3,3,6,286,73,0,6,10,9,1,4,16,1,17,2,16,116,12,6,2,4,10,11,50,30,20,20,59,6,1,2,1,1,1,2,2,26,0,9,1,4,9,3,20,1,8,1,0,18,0,1,5,0,1,0,7,6,1,7,0,14,2,0,0,0,0,1,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,16,0,3,0,3,0,0,1,1,3,4,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,8,3,1,1,0,1,1,0,0,1,0,1,0,0,0,4,4,1,0,0
22 - Λάρισας,422 E.T. Δήμου Τεμπών,461,308,5,0,5,303,77,0,5,14,3,7,4,22,2,17,0,20,119,2,8,0,2,12,3,42,39,28,18,54,3,0,0,0,0,0,0,0,27,0,9,2,2,15,0,8,1,7,4,1,19,1,0,3,1,1,6,10,9,1,5,1,9,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,5,2,8,0,2,0,0,2,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,1,3,1,1,2,2,0,0,1,1,1,1,0,0,3,2,1,6,6
22 - Λάρισας,423 E.T. Δήμου Τεμπών,256,181,4,2,6,175,34,0,3,11,2,3,5,13,2,1,2,3,89,18,6,3,5,8,17,39,17,23,20,50,15,3,0,2,10,1,3,1,13,0,4,1,0,8,0,4,3,3,5,1,8,0,0,5,0,0,0,1,2,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22 - Λάρισας,424 E.T. Δήμου Τεμπών,325,235,2,4,6,229,56,56,4,7,11,5,5,20,2,8,1,2,88,17,5,0,2,10,22,53,15,24,13,61,12,0,0,3,7,0,1,1,17,0,7,0,0,9,0,5,0,3,2,0,13,0,1,2,3,0,2,4,3,0,4,0,6,2,2,0,0,0,1,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,2,1,13,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
