ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΤΩΝΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ευστρατίου,ΒΑΡΕΜΕΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΒΑΣΙΛΕΙΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΖΑΒΟΓΙΑΝΝΗ ΗΡΩ του Σωκράτη,ΚΑΡΑΓΚΟΥΝΗΣ ΣΤΑΥΡΟΣ του Αθανασίου,ΜΙΧΑΛΑΤΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΜΩΡΑΪΤΗΣ ΑΘΑΝΑΣΙΟΣ (ΘΑΝΟΣ) του Χρήστου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΤΣΙΡΩΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Νέα Δημοκρατία,ΑΡΑΧΩΒΑ ΑΝΤΩΝΙΑ (ΤΟΝΙΑ) του Νικολάου,ΚΑΛΠΟΥΖΑΝΗ ΜΑΡΙΑ του Γρηγορίου,ΚΑΡΑΓΚΟΥΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΛΙΒΑΝΟΣ ΣΠΥΡΙΔΩΝ - ΠΑΝΑΓΙΩΤΗΣ (ΣΠΗΛΙΟΣ) του Διονυσίου,ΜΠΟΚΑ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΜΠΟΥΜΠΟΥΛΗ - ΦΡΑΓΚΟΓΙΑΝΝΗ ΑΦΡΟΔΙΤΗ του Βασιλείου,ΠΑΠΑΘΑΝΑΣΗΣ ΑΘΑΝΑΣΙΟΣ του Δαμιανού,ΣΑΛΜΑΣ ΜΑΡΙΟΣ του Γεωργίου,ΦΕΥΓΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΑΣΚΑΝΤΗΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Κίμωνα,ΒΟΥΡΒΑΧΗΣ ΑΣΗΜΑΚΗΣ του Σπυρίδωνος,ΔΙΑΜΑΝΤΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Παντελεήμονος,ΘΕΟΔΩΡΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΒΕΛΙΝΑ) του Βασιλείου,ΚΑΡΑΓΙΑΝΝΗ ΔΙΑΜΑΝΤΩ (ΜΑΝΤΩ) του Λάμπρου,ΜΑΚΡΗΣ ΔΗΜΗΤΡΙΟΣ του Ελευθερίου,ΜΠΑΡΜΠΑΡΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΣΑΜΑΡΑ ΚΩΝΣΤΑΝΤΟΥΛΑ του Ιωάννη,Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Χρήστου,ΑΝΤΩΝΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ξενοφώντος,ΚΕΛΕΠΟΥΡΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΚΙΤΣΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΜΠΙΣΜΠΙΚΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΠΙΣΤΙΟΛΗ ΠΕΡΣΕΦΩΝΗ του Γεωργίου,ΤΟΡΟΥΝΙΔΗΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Στεφάνου,ΦΟΥΝΤΑ ΝΙΚΗ του Νικολάου,Κ.Κ.Ε.,ΔΗΜΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΑΖΑΡΙΔΗ ΣΟΦΙΑ του Σωκράτη,ΚΑΤΣΙΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Ορφέα,ΚΟΤΟΠΟΥΛΗΣ ΣΠΥΡΙΔΩΝ του Ιωάννη,ΚΟΥΤΡΟΥΜΠΑ ΑΘΗΝΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Φωτίου,ΛΑΜΠΡΟΚΩΣΤΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Ιωάννη,ΜΩΡΑΪΤΗΣ ΝΙΚΟΛΑΟΣ του Επαμεινώνδα,ΠΑΠΑΝΑΣΤΑΣΗΣ ΝΙΚΟΛΟΣ του Αθανασίου,Ένωση Κεντρώων,ΑΛΕΞΑΝΔΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΚΟΛΟΖΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΛΥΠΗΜΕΝΟΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΜΙΧΑΛΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Σπυρίδωνος,ΜΠΑΝΤΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΠΑΠΑΘΑΝΑΣΗΣ ΙΩΑΝΝΗΣ του Ηλία,ΡΗΓΑ ΧΡΙΣΤΙΝΑ του Λάμπρου,ΤΗΛΕΜΑΧΟΥ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΠΑΠΑΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΕΥΘΥΜΙΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Δημητρίου,ΚΟΚΚΙΝΟΒΑΣΙΛΗΣ ΠΟΛΥΔΕΥΚΗΣ του Δημητρίου,ΜΠΑΘΑ ΛΕΜΟΝΙΑ του Αθανασίου,ΣΤΑΜΑΤΗ ΕΥΔΟΚΙΑ του Γεωργίου,ΤΡΙΚΑΛΙΝΟΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΤΣΩΛΗ ΕΛΕΝΗ - ΑΝΝΑ του Νικολάου,Ελλήνων Συνέλευσις,ΓΡΙΒΑ ΛΑΜΠΡΙΝΗ του Νικολάου,ΓΡΙΒΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΓΡΟΜΗΤΣΑΡΗ ΛΑΜΠΡΙΝΗ του Νικολάου,ΔΡΟΣΟΣ ΒΑΣΙΛΕΙΟΣ του Αθανασίου,ΚΑΡΑΜΠΑ ΘΕΟΔΩΡΑ του Γεωργίου,ΚΑΤΣΟΥΔΑ ΕΥΣΤΑΘΙΑ του Παντελή,ΝΤΟΚΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΑΡΘΕΝΗΣ ΠΑΥΛΟΣ του Σπυρίδωνα,ΣΑΡΑΚΗΣ ΑΓΓΕΛΟΣ του Σπυρίδωνα,Ελληνική Λύση - Κ. Βελόπουλος,ΔΟΥΜΑ ΑΔΑΜΑΝΤΙΑ του Γεωργίου,ΚΑΡΑΚΑΤΣΑΝΗ ΜΑΡΙΑ του Γεωργίου,ΛΑΩΝΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΜΕΛΕΤΗΣ ΑΘΑΝΑΣΙΟΣ του Ευσταθίου,ΜΙΧΑΗΛΙΔΗ ΚΥΡΙΑΚΗ του Χαραλάμπους,ΣΑΛΑΓΙΑΝΝΗΣ ΑΘΑΝΑΣΙΟΣ του Σπυρίδωνος,ΣΑΜΑΡΑΣ ΠΑΥΛΟΣ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΚΑΠΕΤΑΝΑΚΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου,ΚΑΤΣΕΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΛΩΛΗ ΕΛΕΝΗ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΖΑΡΑΒΙΝΑΣ ΣΩΚΡΑΤΗΣ του Μιχαήλ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΒΑΣΣΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΡΑΚΟΒΟΥΝΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΜΥΛΩΝΑΣ ΙΩΑΝΝΗΣ του Ανδρέα,ΤΣΙΡΙΜΩΚΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΤΣΙΡΙΜΩΚΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΦΛΩΤΣΙΟΥ ΑΝΝΑ του Τηλέμαχου,ΧΟΝΔΡΟΓΙΑΝΝΗ ΒΑΣΙΛΙΚΗ του Βλασίου,Λαϊκή Ενότητα,ΑΜΒΡΑΖΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΚΑΡΑΓΙΑΝΝΗΣ ΑΝΔΡΕΑΣ του Δημητρίου,ΚΑΤΣΑΜΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΛΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΜΠΑΝΙ - ΠΑΣΟΥΝΙ ΣΤΥΛΙΑΝΑ του Χαλίμ,ΜΠΕΤΣΗΣ ΕΛΕΥΘΕΡΙΟΣ του Λάμπρου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΔΗΜΗΤΡΑ του Βασιλείου,ΡΑΝΤΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜέΡΑ25,ΜΙΖΑΛΟΣ ΒΛΑΣΙΟΣ του Γεωργίου,ΜΙΚΡΟΒΑΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,ΜΠΟΥΡΧΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΙΚΟΛΟΥΔΗ ΑΓΑΠΗ του Ευαγγέλου,ΝΟΥΛΑ ΧΡΥΣΑΝΘΗ του Γεωργίου,ΣΙΔΕΡΑΣ ΛΑΜΠΡΟΣ του Βασιλείου,ΣΚΑΠΕΤΟΥΛΙΑ ΧΡΙΣΤΙΝΑ του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΘΑΝΑΣΙΟΥ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΚΑΝΔΑΛΟΥ ΕΛΕΝΗ του Σωτηρίου
30 - Αιτωλοακαρνανίας,442 E.T. Δήμου Ναυπακτίας,184,52,0,0,0,52,6,2,0,0,1,1,0,0,1,0,27,2,5,11,6,7,1,18,1,2,4,0,2,0,0,0,0,4,0,6,0,0,0,0,5,3,0,0,0,2,0,0,0,0,0,1,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,443 E.T. Δήμου Ναυπακτίας,100,26,0,1,1,25,6,1,1,1,0,1,0,1,1,2,16,1,0,13,6,0,1,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,444 E.T. Δήμου Ναυπακτίας,158,44,0,0,0,44,17,0,3,0,2,1,0,5,14,0,6,0,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,4,2,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,2,0
30 - Αιτωλοακαρνανίας,445 E.T. Δήμου Ναυπακτίας,162,57,0,0,0,57,18,10,8,0,0,2,1,5,1,0,23,0,2,8,11,1,2,11,4,0,2,0,0,0,0,0,0,1,0,5,0,1,2,0,2,1,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0
30 - Αιτωλοακαρνανίας,446 E.T. Δήμου Ναυπακτίας,160,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,17,0,0,1,12,0,0,17,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,447 E.T. Δήμου Ναυπακτίας,37,12,0,0,0,12,6,4,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,448 E.T. Δήμου Ναυπακτίας,271,129,0,1,1,128,32,10,12,0,0,5,0,5,9,1,67,2,2,23,7,1,0,47,24,3,3,0,0,0,0,0,1,1,0,10,1,3,0,2,7,2,0,0,0,7,1,0,1,1,0,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
30 - Αιτωλοακαρνανίας,449 E.T. Δήμου Ναυπακτίας,475,303,3,4,7,296,64,15,20,0,0,7,0,21,2,3,157,1,3,37,25,13,1,119,51,8,9,0,1,1,0,1,2,5,0,29,1,2,1,0,25,1,0,3,0,3,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,2,2,4,3,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,11,1,0,3,1,3,2,3,0,0,2,1
30 - Αιτωλοακαρνανίας,450 E.T. Δήμου Ναυπακτίας,158,85,1,1,2,83,29,5,11,1,2,5,0,15,1,1,40,0,2,23,6,5,0,19,2,5,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30 - Αιτωλοακαρνανίας,451 E.T. Δήμου Ναυπακτίας,281,171,0,0,0,171,68,33,28,1,2,4,0,22,4,4,59,1,1,17,2,3,1,48,18,7,1,0,0,0,0,0,0,1,0,34,1,10,0,0,20,0,0,6,2,3,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
30 - Αιτωλοακαρνανίας,452 E.T. Δήμου Ναυπακτίας,329,181,5,1,6,175,39,28,7,0,0,4,0,11,2,0,72,1,1,11,3,2,0,62,23,2,8,2,0,1,0,0,2,6,0,27,2,3,1,0,20,2,0,6,1,8,0,0,0,3,0,1,0,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,1,0,0,1,0,1,0
30 - Αιτωλοακαρνανίας,453 E.T. Δήμου Ναυπακτίας,309,184,2,0,2,182,44,14,11,2,1,8,0,10,4,3,99,3,8,35,12,7,0,63,20,4,1,0,0,0,0,0,1,1,0,13,0,3,0,1,6,3,1,2,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,2,4,7,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0
30 - Αιτωλοακαρνανίας,454 E.T. Δήμου Ναυπακτίας,301,166,0,1,1,165,48,11,10,2,2,7,2,10,2,0,61,1,1,15,5,3,0,38,11,2,4,0,2,0,0,0,0,1,0,33,2,2,0,2,0,0,0,4,0,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,1,1,0,0,1,0
30 - Αιτωλοακαρνανίας,455 E.T. Δήμου Ναυπακτίας,275,206,1,1,2,204,55,23,17,0,0,5,3,11,3,1,88,1,1,38,5,2,0,50,27,5,3,0,0,0,0,0,0,0,0,30,2,1,0,0,23,5,0,3,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,2,1,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,2,2,1,1,0,2,0
30 - Αιτωλοακαρνανίας,456 E.T. Δήμου Ναυπακτίας,408,292,4,1,5,287,67,21,20,0,0,5,0,21,4,4,157,1,5,61,33,11,2,96,56,6,2,0,0,1,0,0,0,0,2,33,0,1,0,3,28,1,0,8,2,8,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,1,0,4,0
30 - Αιτωλοακαρνανίας,457 E.T. Δήμου Ναυπακτίας,408,267,3,0,3,264,73,10,15,1,2,7,1,14,3,4,113,3,1,33,14,3,0,78,54,2,10,0,1,1,0,0,3,6,0,42,1,0,0,1,32,9,0,6,8,7,0,0,0,0,0,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,2,0,8,0,0,0,1,7,0,1,1,0,1,1
30 - Αιτωλοακαρνανίας,458 E.T. Δήμου Ναυπακτίας,412,287,2,1,3,284,79,27,27,0,0,6,1,37,4,0,144,1,1,54,17,24,1,91,33,10,15,0,0,0,0,0,4,9,1,32,3,7,1,3,21,5,0,6,1,5,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
30 - Αιτωλοακαρνανίας,459 E.T. Δήμου Ναυπακτίας,535,311,4,3,7,304,79,28,17,1,4,20,0,8,9,6,139,5,3,51,18,7,0,83,38,14,4,0,1,0,0,0,0,1,0,41,1,6,0,0,31,12,0,4,6,12,0,0,0,5,0,1,0,1,5,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,1,0,0,1,0,10,0,0,1,2,3,1,0,0,0,9,4
30 - Αιτωλοακαρνανίας,460 E.T. Δήμου Ναυπακτίας,533,301,6,2,8,293,93,25,31,9,4,7,3,19,11,5,117,3,3,49,11,2,1,64,25,20,7,1,0,0,0,0,0,6,1,26,2,3,0,5,17,5,0,5,2,15,0,4,0,3,2,2,1,5,2,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,9,2,2,2,1,1,2,1,1,1,0,1,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,2,1,1,3,1,1,1,0,4,2
30 - Αιτωλοακαρνανίας,461 E.T. Δήμου Ναυπακτίας,535,279,8,0,8,271,83,40,24,4,8,11,4,10,3,3,121,3,4,44,19,6,0,69,17,9,3,1,0,0,1,0,0,2,0,30,4,3,1,0,13,5,0,3,5,10,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,3,3,0,1,0,0,5,1
30 - Αιτωλοακαρνανίας,462 E.T. Δήμου Ναυπακτίας,532,318,6,1,7,311,88,29,26,1,0,13,1,22,12,1,134,1,2,39,22,10,1,80,27,12,5,0,0,0,0,0,2,2,0,43,2,6,2,1,27,6,2,5,1,12,2,2,0,3,0,0,1,5,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,1,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,1,1,1,0,1,0,4,0
30 - Αιτωλοακαρνανίας,463 E.T. Δήμου Ναυπακτίας,545,327,1,3,4,323,84,20,30,5,4,10,2,14,8,5,146,2,3,67,15,7,1,75,34,11,5,1,0,0,0,1,1,2,0,51,3,5,2,0,31,10,3,5,1,12,0,0,0,7,0,0,0,0,7,2,1,0,1,1,0,0,1,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,1,1,2,0,2,1,1,4,3
30 - Αιτωλοακαρνανίας,464 E.T. Δήμου Ναυπακτίας,539,328,4,5,9,319,88,29,9,5,4,9,2,26,8,6,135,7,5,43,25,13,0,66,32,20,11,0,0,3,0,1,0,8,1,32,7,3,0,0,21,6,0,4,1,23,2,1,0,9,2,3,1,4,6,2,0,0,0,1,0,0,1,0,0,0,6,1,0,1,0,0,1,3,0,0,3,0,0,0,0,3,0,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,3,0,1,1,2,0,5,4
30 - Αιτωλοακαρνανίας,465 E.T. Δήμου Ναυπακτίας,530,326,1,2,3,323,123,48,28,1,2,12,2,42,8,5,124,0,5,40,42,13,1,78,31,4,7,1,0,1,0,2,0,4,0,38,1,4,2,1,34,5,2,3,0,6,0,0,0,2,0,0,0,2,3,1,1,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,0,2,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,3,2,1,1,1,0,5,3
30 - Αιτωλοακαρνανίας,466 E.T. Δήμου Ναυπακτίας,565,345,4,3,7,338,88,30,34,2,2,17,4,31,4,1,167,1,3,63,21,14,5,87,34,13,6,0,0,0,0,0,3,3,0,35,5,3,0,4,24,5,1,4,1,14,0,2,0,3,2,1,0,4,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,4,0,7,1,0,0,1,1,0,1,0,0,4,1
30 - Αιτωλοακαρνανίας,467 E.T. Δήμου Ναυπακτίας,541,304,9,1,10,294,69,32,17,1,3,7,0,28,2,4,145,9,7,51,29,16,1,71,25,19,4,0,0,0,2,1,1,2,0,42,2,3,1,0,33,2,1,1,3,7,0,0,1,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9,2,3,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,0,1,1,0,2,0,0,1,1
30 - Αιτωλοακαρνανίας,468 E.T. Δήμου Ναυπακτίας,558,338,3,4,7,331,87,30,22,6,5,10,3,26,7,4,149,3,3,61,11,11,1,92,25,21,10,0,4,0,1,0,6,3,0,52,7,7,4,0,42,16,0,3,1,7,1,0,0,1,0,1,0,2,2,3,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,0,1,0,6,2,3,1
30 - Αιτωλοακαρνανίας,469 E.T. Δήμου Ναυπακτίας,530,317,5,1,6,311,87,32,24,4,5,13,2,24,5,8,157,3,6,48,15,9,2,84,42,18,5,1,0,0,1,0,1,3,0,32,3,6,3,0,20,4,2,4,1,9,0,1,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,7,2,1,0,4,3,0,1,0,0,0,0
30 - Αιτωλοακαρνανίας,470 E.T. Δήμου Ναυπακτίας,536,313,3,1,4,309,81,25,21,6,3,19,3,23,10,7,128,0,4,51,16,13,9,77,19,12,6,1,0,1,0,1,2,4,0,48,1,4,0,2,36,4,3,5,8,15,4,2,0,8,0,0,0,3,7,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,3,4,1,2,0,1,1,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0,3,2,0,1,3,2,3,0
