ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΤΩΝΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ευστρατίου,ΒΑΡΕΜΕΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΒΑΣΙΛΕΙΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΖΑΒΟΓΙΑΝΝΗ ΗΡΩ του Σωκράτη,ΚΑΡΑΓΚΟΥΝΗΣ ΣΤΑΥΡΟΣ του Αθανασίου,ΜΙΧΑΛΑΤΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΜΩΡΑΪΤΗΣ ΑΘΑΝΑΣΙΟΣ (ΘΑΝΟΣ) του Χρήστου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΤΣΙΡΩΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Νέα Δημοκρατία,ΑΡΑΧΩΒΑ ΑΝΤΩΝΙΑ (ΤΟΝΙΑ) του Νικολάου,ΚΑΛΠΟΥΖΑΝΗ ΜΑΡΙΑ του Γρηγορίου,ΚΑΡΑΓΚΟΥΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΛΙΒΑΝΟΣ ΣΠΥΡΙΔΩΝ - ΠΑΝΑΓΙΩΤΗΣ (ΣΠΗΛΙΟΣ) του Διονυσίου,ΜΠΟΚΑ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΜΠΟΥΜΠΟΥΛΗ - ΦΡΑΓΚΟΓΙΑΝΝΗ ΑΦΡΟΔΙΤΗ του Βασιλείου,ΠΑΠΑΘΑΝΑΣΗΣ ΑΘΑΝΑΣΙΟΣ του Δαμιανού,ΣΑΛΜΑΣ ΜΑΡΙΟΣ του Γεωργίου,ΦΕΥΓΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΑΣΚΑΝΤΗΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Κίμωνα,ΒΟΥΡΒΑΧΗΣ ΑΣΗΜΑΚΗΣ του Σπυρίδωνος,ΔΙΑΜΑΝΤΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Παντελεήμονος,ΘΕΟΔΩΡΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΒΕΛΙΝΑ) του Βασιλείου,ΚΑΡΑΓΙΑΝΝΗ ΔΙΑΜΑΝΤΩ (ΜΑΝΤΩ) του Λάμπρου,ΜΑΚΡΗΣ ΔΗΜΗΤΡΙΟΣ του Ελευθερίου,ΜΠΑΡΜΠΑΡΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΣΑΜΑΡΑ ΚΩΝΣΤΑΝΤΟΥΛΑ του Ιωάννη,Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Χρήστου,ΑΝΤΩΝΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ξενοφώντος,ΚΕΛΕΠΟΥΡΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΚΙΤΣΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΜΠΙΣΜΠΙΚΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΠΙΣΤΙΟΛΗ ΠΕΡΣΕΦΩΝΗ του Γεωργίου,ΤΟΡΟΥΝΙΔΗΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Στεφάνου,ΦΟΥΝΤΑ ΝΙΚΗ του Νικολάου,Κ.Κ.Ε.,ΔΗΜΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΑΖΑΡΙΔΗ ΣΟΦΙΑ του Σωκράτη,ΚΑΤΣΙΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Ορφέα,ΚΟΤΟΠΟΥΛΗΣ ΣΠΥΡΙΔΩΝ του Ιωάννη,ΚΟΥΤΡΟΥΜΠΑ ΑΘΗΝΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Φωτίου,ΛΑΜΠΡΟΚΩΣΤΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Ιωάννη,ΜΩΡΑΪΤΗΣ ΝΙΚΟΛΑΟΣ του Επαμεινώνδα,ΠΑΠΑΝΑΣΤΑΣΗΣ ΝΙΚΟΛΟΣ του Αθανασίου,Ένωση Κεντρώων,ΑΛΕΞΑΝΔΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΚΟΛΟΖΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΛΥΠΗΜΕΝΟΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΜΙΧΑΛΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Σπυρίδωνος,ΜΠΑΝΤΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΠΑΠΑΘΑΝΑΣΗΣ ΙΩΑΝΝΗΣ του Ηλία,ΡΗΓΑ ΧΡΙΣΤΙΝΑ του Λάμπρου,ΤΗΛΕΜΑΧΟΥ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΠΑΠΑΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΕΥΘΥΜΙΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Δημητρίου,ΚΟΚΚΙΝΟΒΑΣΙΛΗΣ ΠΟΛΥΔΕΥΚΗΣ του Δημητρίου,ΜΠΑΘΑ ΛΕΜΟΝΙΑ του Αθανασίου,ΣΤΑΜΑΤΗ ΕΥΔΟΚΙΑ του Γεωργίου,ΤΡΙΚΑΛΙΝΟΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΤΣΩΛΗ ΕΛΕΝΗ - ΑΝΝΑ του Νικολάου,Ελλήνων Συνέλευσις,ΓΡΙΒΑ ΛΑΜΠΡΙΝΗ του Νικολάου,ΓΡΙΒΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΓΡΟΜΗΤΣΑΡΗ ΛΑΜΠΡΙΝΗ του Νικολάου,ΔΡΟΣΟΣ ΒΑΣΙΛΕΙΟΣ του Αθανασίου,ΚΑΡΑΜΠΑ ΘΕΟΔΩΡΑ του Γεωργίου,ΚΑΤΣΟΥΔΑ ΕΥΣΤΑΘΙΑ του Παντελή,ΝΤΟΚΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΑΡΘΕΝΗΣ ΠΑΥΛΟΣ του Σπυρίδωνα,ΣΑΡΑΚΗΣ ΑΓΓΕΛΟΣ του Σπυρίδωνα,Ελληνική Λύση - Κ. Βελόπουλος,ΔΟΥΜΑ ΑΔΑΜΑΝΤΙΑ του Γεωργίου,ΚΑΡΑΚΑΤΣΑΝΗ ΜΑΡΙΑ του Γεωργίου,ΛΑΩΝΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΜΕΛΕΤΗΣ ΑΘΑΝΑΣΙΟΣ του Ευσταθίου,ΜΙΧΑΗΛΙΔΗ ΚΥΡΙΑΚΗ του Χαραλάμπους,ΣΑΛΑΓΙΑΝΝΗΣ ΑΘΑΝΑΣΙΟΣ του Σπυρίδωνος,ΣΑΜΑΡΑΣ ΠΑΥΛΟΣ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΚΑΠΕΤΑΝΑΚΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου,ΚΑΤΣΕΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΛΩΛΗ ΕΛΕΝΗ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΖΑΡΑΒΙΝΑΣ ΣΩΚΡΑΤΗΣ του Μιχαήλ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΒΑΣΣΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΡΑΚΟΒΟΥΝΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΜΥΛΩΝΑΣ ΙΩΑΝΝΗΣ του Ανδρέα,ΤΣΙΡΙΜΩΚΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΤΣΙΡΙΜΩΚΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΦΛΩΤΣΙΟΥ ΑΝΝΑ του Τηλέμαχου,ΧΟΝΔΡΟΓΙΑΝΝΗ ΒΑΣΙΛΙΚΗ του Βλασίου,Λαϊκή Ενότητα,ΑΜΒΡΑΖΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΚΑΡΑΓΙΑΝΝΗΣ ΑΝΔΡΕΑΣ του Δημητρίου,ΚΑΤΣΑΜΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΛΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΜΠΑΝΙ - ΠΑΣΟΥΝΙ ΣΤΥΛΙΑΝΑ του Χαλίμ,ΜΠΕΤΣΗΣ ΕΛΕΥΘΕΡΙΟΣ του Λάμπρου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΔΗΜΗΤΡΑ του Βασιλείου,ΡΑΝΤΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜέΡΑ25,ΜΙΖΑΛΟΣ ΒΛΑΣΙΟΣ του Γεωργίου,ΜΙΚΡΟΒΑΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,ΜΠΟΥΡΧΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΙΚΟΛΟΥΔΗ ΑΓΑΠΗ του Ευαγγέλου,ΝΟΥΛΑ ΧΡΥΣΑΝΘΗ του Γεωργίου,ΣΙΔΕΡΑΣ ΛΑΜΠΡΟΣ του Βασιλείου,ΣΚΑΠΕΤΟΥΛΙΑ ΧΡΙΣΤΙΝΑ του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΘΑΝΑΣΙΟΥ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΚΑΝΔΑΛΟΥ ΕΛΕΝΗ του Σωτηρίου
30 - Αιτωλοακαρνανίας,95 E.T. Δήμου Αγρινίου,494,303,5,2,7,296,104,5,34,20,6,10,3,50,8,4,129,3,2,66,46,12,7,19,43,12,13,0,1,0,0,0,4,8,0,32,2,8,1,4,2,4,3,12,6,4,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,1,0,1,0,0,1,1
30 - Αιτωλοακαρνανίας,96 E.T. Δήμου Αγρινίου,495,312,0,2,2,310,95,6,37,8,7,23,2,25,8,4,146,14,3,36,48,18,12,4,78,12,11,0,1,0,0,0,2,4,1,33,4,12,1,7,6,1,0,7,2,7,2,0,1,2,2,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,1,1,0,6,2
30 - Αιτωλοακαρνανίας,97 E.T. Δήμου Αγρινίου,357,242,3,2,5,237,89,4,41,6,6,25,2,25,12,7,92,3,4,47,31,17,1,8,29,9,10,3,1,0,1,0,3,5,0,13,0,4,0,6,2,0,0,3,1,15,0,0,3,0,1,2,0,7,3,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,0,3,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,98 E.T. Δήμου Αγρινίου,432,279,3,1,4,275,102,8,48,5,6,13,1,19,12,3,108,3,5,37,33,38,4,4,45,7,4,1,0,0,0,1,3,2,1,28,5,12,0,8,10,0,1,5,1,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,1,1,5,2,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,2,0,0,2,0,2,0,0,5,4
30 - Αιτωλοακαρνανίας,99 E.T. Δήμου Αγρινίου,473,296,3,0,3,293,132,7,68,8,6,22,3,40,32,7,89,2,3,45,9,29,0,0,41,5,5,0,1,0,0,0,2,1,1,37,3,17,0,9,10,0,0,8,3,9,0,0,2,2,2,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9,2,1,0,0,1,0,0,1,1,5,2
30 - Αιτωλοακαρνανίας,100 E.T. Δήμου Αγρινίου,513,277,4,1,5,272,113,10,58,12,5,17,2,50,4,4,106,6,1,62,16,27,1,13,39,14,9,0,0,1,1,3,4,3,1,22,0,4,2,5,8,1,0,4,1,5,0,2,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,3,1
30 - Αιτωλοακαρνανίας,101 E.T. Δήμου Αγρινίου,510,271,0,0,0,271,92,14,48,2,1,15,0,38,6,2,122,1,2,56,27,31,8,7,42,31,7,0,1,1,0,0,4,4,0,29,2,12,1,3,5,4,6,0,3,12,1,0,0,3,4,0,0,6,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,1,0
30 - Αιτωλοακαρνανίας,102 E.T. Δήμου Αγρινίου,511,292,4,0,4,288,107,10,50,2,3,30,2,51,11,8,121,10,3,55,21,33,6,8,41,21,8,0,0,3,1,0,6,3,1,33,4,5,0,6,15,2,7,4,5,6,1,0,3,3,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,2,0,0,0,0,2,2
30 - Αιτωλοακαρνανίας,103 E.T. Δήμου Αγρινίου,421,253,1,1,2,251,72,5,22,4,6,16,1,12,5,2,137,3,3,62,44,25,3,15,62,9,13,0,2,0,0,0,6,7,0,12,4,3,0,2,2,2,2,0,3,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,4,1
30 - Αιτωλοακαρνανίας,104 E.T. Δήμου Αγρινίου,508,312,5,0,5,307,124,5,36,13,0,26,0,58,10,4,103,2,0,62,22,31,1,5,30,19,7,0,2,0,0,0,0,7,0,25,0,11,0,5,5,0,4,4,1,39,0,0,0,35,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1
30 - Αιτωλοακαρνανίας,105 E.T. Δήμου Αγρινίου,482,261,0,1,1,260,97,5,29,7,6,33,2,34,8,3,85,5,2,45,18,24,5,7,35,4,12,0,0,1,0,1,3,7,1,29,3,9,1,3,10,0,6,8,0,20,0,0,0,19,0,0,0,1,17,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1,1,3,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,2,0,0,1,0,0,1,0
30 - Αιτωλοακαρνανίας,106 E.T. Δήμου Αγρινίου,482,293,1,0,1,292,101,6,47,4,4,14,2,37,5,6,113,0,1,45,41,23,0,4,43,14,32,1,5,1,0,0,18,22,0,26,3,17,0,7,4,0,2,1,1,3,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,1
30 - Αιτωλοακαρνανίας,107 E.T. Δήμου Αγρινίου,538,329,0,2,2,327,117,7,52,6,4,18,2,45,10,2,140,2,2,76,33,37,7,18,39,20,13,2,1,0,0,1,1,10,0,27,9,9,2,1,4,0,1,6,3,10,0,0,0,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,7,2,3,1,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,2,2,0,0,1,0,0,1,0,1,1
30 - Αιτωλοακαρνανίας,108 E.T. Δήμου Αγρινίου,569,291,1,2,3,288,68,6,27,3,0,5,3,0,10,8,143,6,6,74,35,26,5,10,74,11,12,1,2,0,0,1,2,10,1,37,10,16,0,8,7,0,1,3,2,14,3,1,0,4,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,2,0,0,2,2
30 - Αιτωλοακαρνανίας,109 E.T. Δήμου Αγρινίου,504,281,3,0,3,278,65,2,37,6,3,6,1,19,6,6,161,3,2,73,71,32,2,14,43,6,15,0,1,0,0,0,5,9,0,19,1,5,0,2,9,0,4,0,1,6,2,0,0,3,0,0,0,1,3,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,1,0,0,0
