ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ (ΣΙΑ) του Πέτρου,ΚΑΡΑΓΙΩΡΓΟΥ- ΛΑΖΑΡΗ ΜΑΡΓΑΡΙΤΤΑ του Αγγελου,ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αγγελου,ΜΑΡΚΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Αντωνίου,ΠΑΝΑΓΟΠΟΥΛΟΥ-ΣΤΑΥΡΟΥΛΙΑ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Νικολάου,ΠΑΠΑΝΙΚΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΡΙΖΟΥΛΗΣ ΑΝΔΡΕΑΣ του Κωνσταντίνου,ΣΠΑΡΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΤΣΟΝΑΚΑ ΑΓΓΕΛΙΚΗ του Βασιλείου,Νέα Δημοκρατία,ΜΗΤΣΟΤΑΚΗΣ ΚΥΡΙΑΚΟΣ του Κωνσταντίνου,ΑΛΕΞΟΠΟΥΛΟΥ ΧΡΙΣΤΙΝΑ του Μιχαήλ,ΓΙΑΝΝΙΑ ΕΥΣΤΑΘΙΑ (ΕΦΗ) του Νικολάου,ΚΑΤΣΑΝΙΩΤΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΚΟΝΙΔΑΡΗ - ΑΝΤΩΝΟΠΟΥΛΟΥ ΕΛΕΝΗ (ΕΛΕΝΑ) του Θωμά,ΚΟΥΤΡΟΥΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΝΤΑΒΛΟΥΡΟΣ ΑΘΑΝΑΣΙΟΣ του Περικλή,ΡΗΓΟΠΟΥΛΟΥ ΑΣΠΑΣΙΑ του Γερασίμου,ΤΑΠΕΙΝΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΤΡΑΧΗΛΗ ΑΘΗΝΑ του Ευάγγελου,ΤΣΙΓΚΡΗΣ ΑΓΓΕΛΟΣ του Αντωνίου,ΦΩΤΗΛΑΣ ΙΑΣΩΝ του Ασημάκη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΡΒΑΝΙΤΗΣ - ΑΒΡΑΜΗΣ ΜΙΧΑΗΛ του Κωνσταντίνου,ΓΙΑΧΑΛΗΣ ΑΝΑΣΤΑΣΙΟΣ του Φιλίππου,ΖΑΓΚΛΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΚΑΥΚΟΠΟΥΛΟΥ ΣΟΦΙΑ του Βασιλείου,ΜΠΙΤΣΙΚΟΛΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Αναστασίου,ΠΑΛΑΙΟΛΟΓΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Φωτίου,ΤΑΧΛΙΑΜΠΟΥΡΗ ΑΝΤΩΝΙΑ του Μιχαήλ,ΧΡΙΣΤΟΠΟΥΛΟΣ ΑΝΤΩΝΗΣ του Πέτρου,ΧΡΥΣΑΝΘΟΠΟΥΛΟΥ ΑΝΔΡΙΑΝΑ του Ιωάννη,Κίνημα Αλλαγής,ΑΝΑΡΓΥΡΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΒΟΥΛΔΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΛΟΗ ΟΛΥΜΠΙΑ του Ευαγγέλου,ΛΟΥΚΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΛΕΜΟΝΙΑ του Ιωάννη,ΟΙΚΟΝΟΜΟΥ ΧΡΗΣΤΟΣ του Βασιλείου,ΠΑΠΑΝΔΡΕΟΥ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΣΚΑΝΔΑΜΗΣ ΜΑΡΙΝΟΣ του Μιχαήλ,ΣΟΛΩΜΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γρηγορίου,ΤΑΠΕΙΝΟΣ ΙΩΑΝΝΗΣ του Ηλία,ΤΖΟΥΡΑΜΑΝΗΣ ΑΝΔΡΕΑΣ του Αχιλλέα,ΦΙΛΙΠΠΑΤΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Κ.Κ.Ε.,ΑΓΓΕΛΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΑΣΠΡΟΥΛΙΑΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη - Πανάγου,ΓΚΕΣΤΑ ΕΙΡΗΝΗ (ΡΕΝΑ) του Διονυσίου,ΖΑΜΠΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Σπυρίδωνος,ΖΑΡΝΑΒΑΛΟΥ ΣΤΑΥΡΟΥΛΑ του Φώτιου,ΚΑΡΑΘΑΝΑΣΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΣΙΑ) του Ιωάννη,ΜΑΖΗΣ ΑΝΔΡΕΑΣ του Νικολάου,ΠΑΡΙΣΗΣ ΣΩΤΗΡΙΟΣ του Νικολάου,ΣΚΙΑΔΑΣ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Βασιλείου,ΣΥΜΕΩΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Θεοδώρου,ΤΖΑΜΑΛΟΥΚΑ ΠΑΝΑΓΙΩΤΑ (ΤΕΤΗ) του Βασιλείου,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Αναστασίου,ΚΑΡΑΠΑΝΟΥ ΧΑΡΟΥΛΑ του Στεφάνου,ΛΑΪΝΙΩΤΗΣ ΙΩΑΝΝΗΣ του Συμεών,ΜΑΡΙΝΕΣΚΟΥ ΛΑΟΥΡΕΝΤΣΙΑ του Ιωάννη,ΜΕΤΣΟΒΙΤΗΣ ΣΠΥΡΙΔΩΝ του Θεοφάνη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΡΙΤΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΣΙΩΡΟΥ ΑΝΔΡΟΜΑΧΗ του Ευθυμίου,ΣΥΜΙΑΝΑΚΗΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Νικολάου,Ο.Κ.Δ.Ε.,ΦΡΑΓΚΙΣΚΑΤΟΥ ΓΕΩΡΓΙΑ του Αντωνίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΓΓΕΛΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΘΕΟΧΑΡΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΚΑΛΟΥΔΙΩΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γρηγορίου,ΚΑΝΙΣΤΡΑ ΙΩΑΝΝΑ του Παναγιώτη,ΜΑΣΟΥΡΑΣ ΙΑΣΩΝ του Θεοδώρου,ΜΠΕΛΙΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΝΤΡΕΝΟΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Νικολάου,ΠΑΝΑΓΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ του Βασιλείου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Λεωνίδα,ΧΑΪΝΤΑΡ ΑΧΜΑΝΤ ΝΕΚΤΑΡΙΟΣ ΝΕΜΕΡ του Χάελ,Ελλήνων Συνέλευσις,ΒΑΓΕΝΑ ΓΕΩΡΓΙΑ του Βασιλείου,ΓΚΙΤΣΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΚΑΡΑΓΙΑΝΝΙΔΟΥ ΑΝΝΑ του Παναγιώτη,ΜΙΧΑΛΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Γεωργίου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΤΖΙΡΗΣ-ΓΕΩΡΓΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΛΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Ιωσήφ,ΑΘΑΝΑΣΙΟΥ ΒΑΛΕΝΤΙΝΗ - ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΔΟΥΛΑΒΕΡΗΣ ΦΩΤΙΟΣ του Αθανασίου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΝΤΟΤΣΙΚΑΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΠΑΠΑΛΕΞΟΠΟΥΛΟΣ ΑΛΕΞΙΟΣ του Νικολάου,ΣΕΡΕΤΗ ΝΙΚΟΛΕΤΑ του Πασχάλη,ΣΙΔΕΡΗΣ ΜΙΧΑΗΛ του Χρήστου,ΤΣΑΠΑΡΑ ΚΑΛΛΙΟΠΗ του Αλεξάνδρου,ΦΡΑΓΚΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΜΑΧΑΙΡΑΣ ΑΛΕΞΙΟΣ του Λεωνίδα,ΤΣΑΚΙΡΟΠΟΥΛΟΥ ΕΛΕΥΘΕΡΙΑ του Εμμανουήλ,ΦΩΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΠΑΝΑΓΙΩΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΜΠΟΓΔΑΝΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αθανασίου,ΞΗΡΟΥ ΔΙΑΜΑΝΤΩ του Φωτίου,ΣΙΟΒΑ ΙΩΑΝΝΑ του Κωνσταντίνου,Λαϊκή Ενότητα,ΒΡΕΤΤΟΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΓΚΟΥΛΕΜΑΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΕΛΕΖΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Θρασύβουλου,ΚΑΝΤΖΑΡΗ ΖΑΦΕΙΡΩ του Χρήστου,ΛΕΦΑ ΑΝΔΡΟΝΙΚΗ του Γεωργίου,ΠΕΤΡΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΗΛΙΟΥ - ΓΕΩΡΓΙΤΣΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Δονάτου,ΜέΡΑ25,ΑΠΟΣΤΟΛΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Ανδρέα,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΛΙΝΑΡΔΟΥ ΒΕΝΕΤΙΑ του Θεοδώρου,ΜΑΓΔΑΛΗΝΟΣ ΝΙΚΟΛΑΟΣ του Χαραλάμπους,ΜΕΓΑΡΗ ΕΥΑΝΘΙΑ του Γεωργίου,ΜΟΥΣΤΡΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΠΑΝΑΓΟΠΟΥΛΟΣ ΑΡΙΣΤΟΤΕΛΗΣ (ΑΡΗΣ) του Παναγιώτη,ΠΑΠΑΝΤΩΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Θεμιστοκλή,ΠΕΤΤΑΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΣΚΛΑΒΕΝΙΤΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΤΣΑΡΤΟΛΙΑΣ ΧΡΗΣΤΟΣ του Ευσταθίου,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΙΣΑΡΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΑΘΑΝΑΣΟΥΛΗ ΝΑΤΑΛΙΑ του Θεοδώρου,ΣΟΦΟΥΛΗΣ ΕΜΜΑΝΟΥΗΛ του Αγγελου
31 - Αχαΐας,499 E.T. Δήμου Πατρέων,560,376,4,2,6,370,158,0,40,8,26,34,15,14,7,16,12,29,17,115,0,23,22,42,9,17,21,14,7,12,30,34,8,4,0,0,1,0,3,0,0,1,0,1,17,2,3,7,1,4,2,0,15,3,2,1,2,31,5,2,5,1,0,19,1,3,5,3,4,5,3,2,1,1,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,2,1,1,0,2,0,0,7,0,0,0,2,0,2,2,0,1,1,0,0,0,0,0,0,2,1,1,1,3,0,0,0,0,1,0,0,15,1,3,1,1,2,1,4,0,0,0,0,0,0,6,0,1,1
31 - Αχαΐας,500 E.T. Δήμου Πατρέων,533,326,2,4,6,320,125,0,30,12,9,25,10,18,5,7,8,16,10,101,0,22,28,34,2,17,15,9,4,21,24,21,9,5,0,3,0,0,1,1,1,0,0,0,18,2,1,2,2,0,6,3,4,8,4,4,0,26,4,4,4,0,1,14,0,1,2,0,2,2,7,1,0,0,1,0,0,0,3,0,0,0,3,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,2,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,2,0,0,0,1,2,0,1,11,2,0,1,3,0,0,1,0,1,1,2,1,0,6,0,1,1
31 - Αχαΐας,501 E.T. Δήμου Πατρέων,530,330,5,5,10,320,123,0,32,4,20,29,6,15,12,2,8,25,9,113,0,23,23,36,3,8,12,21,2,32,18,33,6,2,0,0,0,0,2,0,0,0,0,0,19,1,3,1,0,0,1,19,3,3,2,2,1,25,5,1,2,1,2,15,0,0,4,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4,3,3,2,0,0,0,0,0,0,0,0,20,2,3,2,2,1,0,4,1,6,2,0,0,0,4,0,0,0
31 - Αχαΐας,502 E.T. Δήμου Πατρέων,528,362,9,2,11,351,108,0,28,6,16,31,6,14,6,3,4,24,11,130,0,23,20,39,6,22,22,16,4,19,26,48,7,2,0,1,0,0,4,0,0,0,1,1,31,1,3,2,0,2,4,10,8,4,3,8,1,37,5,2,3,2,3,21,0,2,9,5,1,7,8,2,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,2,1,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,2,0,0,2,1,0,1,2,0,2,1,5,0,0,0
31 - Αχαΐας,503 E.T. Δήμου Πατρέων,531,324,9,3,12,312,99,0,22,11,15,23,3,13,5,7,8,14,11,116,0,22,16,34,4,16,31,22,1,10,22,40,13,5,3,2,0,1,5,2,2,0,0,3,23,0,1,2,0,4,0,0,5,11,4,8,1,22,6,4,4,2,1,7,0,0,1,2,0,0,3,0,0,2,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,1,0,0,11,3,0,0,0,0,2,2,0,0,2,0,6,2,3,0,1,1
31 - Αχαΐας,504 E.T. Δήμου Πατρέων,530,329,7,1,8,321,123,0,35,8,11,31,3,19,3,8,9,22,15,122,0,31,30,32,5,21,19,19,3,13,35,43,5,1,0,0,0,0,0,1,0,0,1,1,11,0,0,1,4,0,1,0,2,6,0,6,0,26,4,3,3,0,3,12,1,3,3,0,2,5,4,0,1,2,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,12,3,0,1,1,0,0,3,0,2,2,0,3,0,6,0,1,0
31 - Αχαΐας,505 E.T. Δήμου Πατρέων,542,358,8,3,11,347,117,0,32,8,21,23,7,19,3,12,12,14,17,134,0,16,21,46,7,19,24,18,10,17,26,48,12,3,0,1,0,1,2,2,1,0,1,0,31,0,4,3,2,2,6,0,11,6,2,7,1,16,7,1,5,1,1,7,0,1,4,3,0,3,3,1,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,12,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,10,0,4,0,1,3,2,1,1,1,1,1,2,0,4,0,2,2
31 - Αχαΐας,506 E.T. Δήμου Πατρέων,527,326,3,1,4,322,150,0,43,11,19,34,16,24,8,11,19,29,14,103,0,21,18,22,5,16,21,19,3,14,22,32,5,2,1,1,0,0,1,0,0,0,0,2,25,3,4,4,3,1,2,25,5,7,2,5,2,14,4,3,1,1,0,7,0,4,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,1,2,4,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,0,0,1,1,1,5,0,1,1
31 - Αχαΐας,507 E.T. Δήμου Πατρέων,559,333,3,4,7,326,145,0,42,12,22,32,9,16,7,6,13,23,22,94,0,17,16,29,2,17,26,10,7,3,11,35,4,3,0,3,0,1,1,2,0,0,1,1,23,1,5,0,0,2,1,23,5,3,3,5,1,18,5,1,4,2,1,6,0,2,0,2,1,3,7,2,2,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,10,0,3,3,2,1,0,5,0,1,1,1,0,0,0,0,0,2,1,1,1,3,0,0,0,0,2,1,1,12,4,2,0,0,2,1,0,0,0,1,3,1,0,4,0,2,0
31 - Αχαΐας,508 E.T. Δήμου Πατρέων,544,321,6,3,9,312,123,0,32,6,7,28,11,19,11,6,10,25,10,116,0,22,24,31,3,19,20,12,7,14,28,38,6,2,1,2,1,0,3,1,0,0,0,2,14,1,2,1,0,2,3,5,2,2,2,4,1,27,4,6,5,1,0,19,0,3,4,3,3,6,3,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,1,1,2,1,0,0,0,0,0,0,2,1,1,0,2,0,0,1,0,0,1,1,7,1,0,1,0,0,0,0,1,1,3,0,1,1,6,0,2,1
31 - Αχαΐας,509 E.T. Δήμου Πατρέων,530,320,6,3,9,311,111,0,41,14,22,20,6,26,7,9,8,19,6,111,0,22,13,29,6,24,22,21,1,15,27,39,12,3,1,1,0,0,7,0,1,0,1,2,14,0,1,0,0,0,1,3,5,3,3,3,3,27,3,3,1,4,4,14,1,1,3,2,4,3,3,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,1,6,1,2,6,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,10,2,1,4,2,2,1,3,1,1,0,0,1,0,2,0,1,1
31 - Αχαΐας,510 E.T. Δήμου Πατρέων,540,336,4,2,6,330,147,0,43,9,31,27,13,19,8,14,9,21,20,108,0,18,17,32,3,17,16,11,7,25,37,30,7,1,2,1,1,1,0,0,2,0,3,1,21,2,1,7,1,3,2,21,5,2,3,8,0,16,5,0,3,3,2,7,3,1,1,1,1,4,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,10,0,2,0,2,1,0,2,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,10,3,0,1,1,1,0,0,2,1,0,1,1,0,4,0,2,2
31 - Αχαΐας,511 E.T. Δήμου Πατρέων,536,323,6,0,6,317,135,0,30,8,16,12,7,17,5,7,12,29,7,109,0,22,21,28,6,14,36,12,2,10,35,37,9,3,2,1,2,1,2,1,1,0,2,2,20,1,0,5,3,0,2,5,4,5,2,3,0,18,6,1,2,1,0,10,1,4,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,1,0,9,0,1,1,1,1,1,0,1,0,1,0,2,0,4,0,2,1
31 - Αχαΐας,512 E.T. Δήμου Πατρέων,551,338,6,1,7,331,138,0,25,11,19,19,13,20,14,8,7,16,17,104,0,26,25,37,4,18,10,14,5,15,25,35,8,2,0,1,0,0,1,0,1,0,0,1,23,1,1,5,0,0,1,23,1,5,1,6,3,25,8,3,2,2,5,13,0,2,6,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,4,1,2,0,0,0,1,0,0,3,2,4,0,7,0,1,1
31 - Αχαΐας,513 E.T. Δήμου Πατρέων,532,345,4,2,6,339,138,0,35,14,26,31,12,21,6,8,7,21,20,111,0,24,19,38,4,13,29,18,5,21,25,36,9,6,1,3,0,0,2,0,0,0,1,1,26,3,4,7,2,2,1,7,4,7,2,2,2,21,6,1,2,1,2,9,0,2,0,0,3,3,5,2,3,2,1,0,3,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,1,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,2,1,2,0,1,0,1,0,2,1,0,4,0,1,1
31 - Αχαΐας,514 E.T. Δήμου Πατρέων,538,312,5,0,5,307,125,0,34,7,11,22,7,17,7,12,11,31,9,98,0,16,14,30,4,13,18,19,3,21,17,30,8,3,1,3,1,1,0,2,0,0,1,1,18,3,4,3,0,1,2,2,9,3,3,1,3,27,2,3,6,1,0,13,3,2,3,1,1,4,4,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,12,4,2,3,1,1,1,2,0,2,0,0,2,0,3,0,2,2
31 - Αχαΐας,515 E.T. Δήμου Πατρέων,563,322,4,2,6,316,135,0,33,10,17,29,8,19,13,6,7,33,8,103,0,23,16,44,10,19,9,14,4,9,31,36,4,2,0,1,0,0,1,0,0,1,1,0,15,2,1,1,1,3,2,6,2,4,1,6,0,24,10,7,1,2,1,14,1,0,3,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,4,0,3,1,1,0,3,0,2,3,1,1,1,4,0,2,2
31 - Αχαΐας,516 E.T. Δήμου Πατρέων,558,328,5,1,6,322,142,0,41,10,15,23,7,16,10,6,7,19,9,91,0,19,11,22,6,13,12,8,5,12,14,36,5,1,0,0,0,0,2,0,1,0,1,0,20,3,4,8,0,2,1,0,3,8,0,3,1,22,6,5,2,1,3,11,0,1,2,2,2,2,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,3,2,0,2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,2,0,1,13,4,1,0,0,2,0,1,1,3,2,2,3,0,7,0,0,0
31 - Αχαΐας,517 E.T. Δήμου Πατρέων,529,324,3,2,5,319,152,0,49,15,19,35,10,32,22,22,14,34,21,89,0,24,10,30,4,9,18,22,4,15,26,33,11,5,1,1,2,1,5,3,1,0,3,1,21,0,4,6,3,0,6,3,8,7,3,7,0,8,2,1,2,0,0,3,0,0,0,0,1,1,4,1,1,3,0,2,0,0,3,0,0,0,4,1,1,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,13,0,3,2,2,2,1,3,0,1,6,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,12,5,3,2,3,0,1,2,2,2,0,0,0,0,3,0,1,0
31 - Αχαΐας,518 E.T. Δήμου Πατρέων,545,341,5,1,6,335,149,0,46,9,23,40,9,14,5,6,12,27,13,107,0,27,21,37,6,11,13,16,1,5,23,36,5,4,0,1,1,0,3,0,0,0,0,1,14,1,1,2,1,0,0,0,3,3,2,2,0,25,3,3,0,0,0,8,2,1,5,3,2,3,5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,5,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,2,2,1,4,1,1,2,2,2,2,1,1,4,0,1,1
31 - Αχαΐας,519 E.T. Δήμου Πατρέων,550,324,6,2,8,316,123,0,40,12,12,25,9,29,4,6,9,22,17,99,0,20,21,28,7,7,17,26,1,13,32,40,10,4,0,0,1,0,1,0,0,0,0,0,21,2,2,4,2,1,0,0,8,5,2,3,4,32,2,5,2,2,2,14,0,4,2,3,6,3,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,3,5,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,7,1,0,0,0,0,0,0,1,0,1,0,2,1,3,0,2,2
31 - Αχαΐας,520 E.T. Δήμου Πατρέων,541,327,6,4,10,317,126,0,33,9,15,31,6,8,9,6,11,18,19,110,0,17,21,32,5,10,14,23,6,23,28,37,5,1,0,0,0,0,2,0,0,0,0,0,15,1,2,8,0,0,1,15,4,4,6,1,2,18,4,1,3,0,2,6,0,2,1,0,3,1,3,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,13,0,1,3,3,0,1,5,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,14,3,1,2,0,1,0,2,3,1,1,4,3,2,3,0,0,0
