ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ (ΣΙΑ) του Πέτρου,ΚΑΡΑΓΙΩΡΓΟΥ- ΛΑΖΑΡΗ ΜΑΡΓΑΡΙΤΤΑ του Αγγελου,ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αγγελου,ΜΑΡΚΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Αντωνίου,ΠΑΝΑΓΟΠΟΥΛΟΥ-ΣΤΑΥΡΟΥΛΙΑ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Νικολάου,ΠΑΠΑΝΙΚΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΡΙΖΟΥΛΗΣ ΑΝΔΡΕΑΣ του Κωνσταντίνου,ΣΠΑΡΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΤΣΟΝΑΚΑ ΑΓΓΕΛΙΚΗ του Βασιλείου,Νέα Δημοκρατία,ΜΗΤΣΟΤΑΚΗΣ ΚΥΡΙΑΚΟΣ του Κωνσταντίνου,ΑΛΕΞΟΠΟΥΛΟΥ ΧΡΙΣΤΙΝΑ του Μιχαήλ,ΓΙΑΝΝΙΑ ΕΥΣΤΑΘΙΑ (ΕΦΗ) του Νικολάου,ΚΑΤΣΑΝΙΩΤΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΚΟΝΙΔΑΡΗ - ΑΝΤΩΝΟΠΟΥΛΟΥ ΕΛΕΝΗ (ΕΛΕΝΑ) του Θωμά,ΚΟΥΤΡΟΥΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΝΤΑΒΛΟΥΡΟΣ ΑΘΑΝΑΣΙΟΣ του Περικλή,ΡΗΓΟΠΟΥΛΟΥ ΑΣΠΑΣΙΑ του Γερασίμου,ΤΑΠΕΙΝΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΤΡΑΧΗΛΗ ΑΘΗΝΑ του Ευάγγελου,ΤΣΙΓΚΡΗΣ ΑΓΓΕΛΟΣ του Αντωνίου,ΦΩΤΗΛΑΣ ΙΑΣΩΝ του Ασημάκη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΡΒΑΝΙΤΗΣ - ΑΒΡΑΜΗΣ ΜΙΧΑΗΛ του Κωνσταντίνου,ΓΙΑΧΑΛΗΣ ΑΝΑΣΤΑΣΙΟΣ του Φιλίππου,ΖΑΓΚΛΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΚΑΥΚΟΠΟΥΛΟΥ ΣΟΦΙΑ του Βασιλείου,ΜΠΙΤΣΙΚΟΛΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Αναστασίου,ΠΑΛΑΙΟΛΟΓΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Φωτίου,ΤΑΧΛΙΑΜΠΟΥΡΗ ΑΝΤΩΝΙΑ του Μιχαήλ,ΧΡΙΣΤΟΠΟΥΛΟΣ ΑΝΤΩΝΗΣ του Πέτρου,ΧΡΥΣΑΝΘΟΠΟΥΛΟΥ ΑΝΔΡΙΑΝΑ του Ιωάννη,Κίνημα Αλλαγής,ΑΝΑΡΓΥΡΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΒΟΥΛΔΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΛΟΗ ΟΛΥΜΠΙΑ του Ευαγγέλου,ΛΟΥΚΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΛΕΜΟΝΙΑ του Ιωάννη,ΟΙΚΟΝΟΜΟΥ ΧΡΗΣΤΟΣ του Βασιλείου,ΠΑΠΑΝΔΡΕΟΥ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΣΚΑΝΔΑΜΗΣ ΜΑΡΙΝΟΣ του Μιχαήλ,ΣΟΛΩΜΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γρηγορίου,ΤΑΠΕΙΝΟΣ ΙΩΑΝΝΗΣ του Ηλία,ΤΖΟΥΡΑΜΑΝΗΣ ΑΝΔΡΕΑΣ του Αχιλλέα,ΦΙΛΙΠΠΑΤΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Κ.Κ.Ε.,ΑΓΓΕΛΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΑΣΠΡΟΥΛΙΑΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη - Πανάγου,ΓΚΕΣΤΑ ΕΙΡΗΝΗ (ΡΕΝΑ) του Διονυσίου,ΖΑΜΠΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Σπυρίδωνος,ΖΑΡΝΑΒΑΛΟΥ ΣΤΑΥΡΟΥΛΑ του Φώτιου,ΚΑΡΑΘΑΝΑΣΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΣΙΑ) του Ιωάννη,ΜΑΖΗΣ ΑΝΔΡΕΑΣ του Νικολάου,ΠΑΡΙΣΗΣ ΣΩΤΗΡΙΟΣ του Νικολάου,ΣΚΙΑΔΑΣ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Βασιλείου,ΣΥΜΕΩΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Θεοδώρου,ΤΖΑΜΑΛΟΥΚΑ ΠΑΝΑΓΙΩΤΑ (ΤΕΤΗ) του Βασιλείου,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Αναστασίου,ΚΑΡΑΠΑΝΟΥ ΧΑΡΟΥΛΑ του Στεφάνου,ΛΑΪΝΙΩΤΗΣ ΙΩΑΝΝΗΣ του Συμεών,ΜΑΡΙΝΕΣΚΟΥ ΛΑΟΥΡΕΝΤΣΙΑ του Ιωάννη,ΜΕΤΣΟΒΙΤΗΣ ΣΠΥΡΙΔΩΝ του Θεοφάνη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΡΙΤΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΣΙΩΡΟΥ ΑΝΔΡΟΜΑΧΗ του Ευθυμίου,ΣΥΜΙΑΝΑΚΗΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Νικολάου,Ο.Κ.Δ.Ε.,ΦΡΑΓΚΙΣΚΑΤΟΥ ΓΕΩΡΓΙΑ του Αντωνίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΓΓΕΛΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΘΕΟΧΑΡΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΚΑΛΟΥΔΙΩΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γρηγορίου,ΚΑΝΙΣΤΡΑ ΙΩΑΝΝΑ του Παναγιώτη,ΜΑΣΟΥΡΑΣ ΙΑΣΩΝ του Θεοδώρου,ΜΠΕΛΙΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΝΤΡΕΝΟΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Νικολάου,ΠΑΝΑΓΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ του Βασιλείου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Λεωνίδα,ΧΑΪΝΤΑΡ ΑΧΜΑΝΤ ΝΕΚΤΑΡΙΟΣ ΝΕΜΕΡ του Χάελ,Ελλήνων Συνέλευσις,ΒΑΓΕΝΑ ΓΕΩΡΓΙΑ του Βασιλείου,ΓΚΙΤΣΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΚΑΡΑΓΙΑΝΝΙΔΟΥ ΑΝΝΑ του Παναγιώτη,ΜΙΧΑΛΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Γεωργίου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΤΖΙΡΗΣ-ΓΕΩΡΓΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΛΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Ιωσήφ,ΑΘΑΝΑΣΙΟΥ ΒΑΛΕΝΤΙΝΗ - ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΔΟΥΛΑΒΕΡΗΣ ΦΩΤΙΟΣ του Αθανασίου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΝΤΟΤΣΙΚΑΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΠΑΠΑΛΕΞΟΠΟΥΛΟΣ ΑΛΕΞΙΟΣ του Νικολάου,ΣΕΡΕΤΗ ΝΙΚΟΛΕΤΑ του Πασχάλη,ΣΙΔΕΡΗΣ ΜΙΧΑΗΛ του Χρήστου,ΤΣΑΠΑΡΑ ΚΑΛΛΙΟΠΗ του Αλεξάνδρου,ΦΡΑΓΚΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΜΑΧΑΙΡΑΣ ΑΛΕΞΙΟΣ του Λεωνίδα,ΤΣΑΚΙΡΟΠΟΥΛΟΥ ΕΛΕΥΘΕΡΙΑ του Εμμανουήλ,ΦΩΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΠΑΝΑΓΙΩΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΜΠΟΓΔΑΝΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αθανασίου,ΞΗΡΟΥ ΔΙΑΜΑΝΤΩ του Φωτίου,ΣΙΟΒΑ ΙΩΑΝΝΑ του Κωνσταντίνου,Λαϊκή Ενότητα,ΒΡΕΤΤΟΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΓΚΟΥΛΕΜΑΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΕΛΕΖΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Θρασύβουλου,ΚΑΝΤΖΑΡΗ ΖΑΦΕΙΡΩ του Χρήστου,ΛΕΦΑ ΑΝΔΡΟΝΙΚΗ του Γεωργίου,ΠΕΤΡΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΗΛΙΟΥ - ΓΕΩΡΓΙΤΣΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Δονάτου,ΜέΡΑ25,ΑΠΟΣΤΟΛΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Ανδρέα,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΛΙΝΑΡΔΟΥ ΒΕΝΕΤΙΑ του Θεοδώρου,ΜΑΓΔΑΛΗΝΟΣ ΝΙΚΟΛΑΟΣ του Χαραλάμπους,ΜΕΓΑΡΗ ΕΥΑΝΘΙΑ του Γεωργίου,ΜΟΥΣΤΡΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΠΑΝΑΓΟΠΟΥΛΟΣ ΑΡΙΣΤΟΤΕΛΗΣ (ΑΡΗΣ) του Παναγιώτη,ΠΑΠΑΝΤΩΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Θεμιστοκλή,ΠΕΤΤΑΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΣΚΛΑΒΕΝΙΤΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΤΣΑΡΤΟΛΙΑΣ ΧΡΗΣΤΟΣ του Ευσταθίου,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΙΣΑΡΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΑΘΑΝΑΣΟΥΛΗ ΝΑΤΑΛΙΑ του Θεοδώρου,ΣΟΦΟΥΛΗΣ ΕΜΜΑΝΟΥΗΛ του Αγγελου
31 - Αχαΐας,133 E.T. Δήμου Αιγιαλείας,292,185,4,3,7,178,55,0,12,6,7,9,1,9,2,0,4,1,4,79,0,11,10,34,0,9,18,0,1,4,40,25,5,3,0,0,0,1,1,0,0,0,1,0,19,8,0,0,0,0,0,3,3,3,0,1,5,7,3,0,1,0,0,4,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,1,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
31 - Αχαΐας,134 E.T. Δήμου Αιγιαλείας,452,266,1,1,2,264,80,0,33,4,3,10,3,15,8,2,4,6,6,106,0,10,14,48,7,14,13,4,3,5,54,28,6,4,1,0,0,0,1,0,0,0,0,0,30,11,3,6,0,0,0,30,9,6,2,2,6,9,5,0,2,5,0,7,1,1,0,1,0,0,4,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,0,4,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,2,1,1,0,0,1,0,4,0,0,0
31 - Αχαΐας,135 E.T. Δήμου Αιγιαλείας,423,252,12,2,14,238,74,0,18,7,4,6,3,13,4,2,5,4,4,83,0,16,13,24,1,9,11,1,1,10,45,28,6,4,0,0,2,0,2,0,0,0,1,2,42,17,4,1,0,0,2,7,12,9,5,4,14,3,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,0,2,2,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,3,0,0,0,0,2,1,4,0,1,0
31 - Αχαΐας,136 E.T. Δήμου Αιγιαλείας,159,89,0,0,0,89,41,0,13,0,2,4,0,2,7,2,3,3,9,17,0,3,3,3,0,1,7,0,0,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,2,6,0,0,5,4,0,0,1,1,0,3,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,8,0,0,0,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31 - Αχαΐας,137 E.T. Δήμου Δυτικής Αχαΐας,375,223,2,2,4,219,103,0,22,2,4,15,8,33,5,3,8,20,7,55,0,6,6,19,16,7,11,0,12,1,13,12,6,3,5,1,0,0,3,0,0,0,1,0,29,1,1,1,5,5,2,0,8,1,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,1,2,2,1,4,1,1,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,8,0,1,0,1,0,0,2,0,1,1,0,0,0,2,0,1,1
31 - Αχαΐας,138 E.T. Δήμου Δυτικής Αχαΐας,380,260,1,1,2,258,133,0,27,8,28,17,9,23,5,6,19,11,10,53,0,9,12,17,3,16,6,6,8,5,11,8,16,8,3,3,2,2,5,0,0,0,1,0,13,1,2,3,1,2,1,13,4,2,2,2,0,22,0,8,0,1,0,16,0,0,0,4,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,1,0,4,0,0,2
31 - Αχαΐας,139 E.T. Δήμου Δυτικής Αχαΐας,409,254,0,1,1,253,95,0,21,9,15,16,9,27,4,5,12,15,10,92,0,15,23,22,10,33,16,2,9,6,23,30,9,2,3,0,3,1,1,0,1,0,1,0,24,4,2,3,4,3,4,24,5,7,6,3,0,15,2,5,0,0,0,11,0,0,0,6,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,1,2,1,1,1,1,0,0,6,0,4,4
31 - Αχαΐας,140 E.T. Δήμου Δυτικής Αχαΐας,276,173,2,0,2,171,44,0,15,2,5,3,0,13,3,3,1,10,2,78,0,18,10,21,3,24,17,5,12,4,29,29,4,0,0,0,0,0,0,0,0,0,0,0,19,0,2,5,2,4,0,0,1,8,3,2,0,8,4,4,0,1,0,6,0,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,1,0,0,1,0,0,2,0,1,0,3,0,2,1
31 - Αχαΐας,141 E.T. Δήμου Δυτικής Αχαΐας,295,195,0,0,0,195,69,0,49,2,10,6,3,11,6,1,15,3,6,89,0,25,5,37,7,15,38,6,14,16,44,45,5,4,3,0,0,0,3,0,0,0,0,0,10,0,1,0,1,7,0,6,1,0,3,4,0,9,3,0,2,2,0,4,1,0,0,0,4,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31 - Αχαΐας,142 E.T. Δήμου Δυτικής Αχαΐας,275,193,6,0,6,187,66,0,20,2,11,16,0,16,1,0,3,8,4,76,0,13,11,24,3,17,10,3,19,6,24,22,6,1,1,1,0,1,1,0,1,1,0,0,11,1,1,1,3,3,0,2,2,0,3,1,0,13,3,3,0,0,0,8,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0
31 - Αχαΐας,143 E.T. Δήμου Δυτικής Αχαΐας,310,220,1,0,1,219,71,0,14,3,6,9,1,27,3,3,6,2,1,87,0,16,12,19,2,23,8,6,38,3,21,39,4,1,2,1,1,0,1,1,0,0,1,1,20,0,3,2,0,5,4,3,4,7,3,1,0,12,0,1,0,1,0,3,3,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,2,1,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,10,3,2,0,0,1,0,2,2,0,0,1,0,0,3,0,1,0
31 - Αχαΐας,144 E.T. Δήμου Δυτικής Αχαΐας,521,288,7,0,7,281,157,0,34,8,29,18,9,43,8,21,10,7,7,74,0,12,5,30,3,23,14,6,31,2,21,25,7,5,6,0,0,0,1,0,0,0,1,0,20,1,1,5,1,7,3,0,5,3,5,0,2,4,1,2,0,0,0,3,0,2,0,1,1,1,3,1,1,0,0,0,0,0,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,5,0,4,3
31 - Αχαΐας,145 E.T. Δήμου Δυτικής Αχαΐας,524,309,3,1,4,305,155,0,47,5,13,13,11,42,8,7,6,11,5,98,0,22,10,33,14,22,31,9,29,9,23,36,9,4,4,4,0,0,0,0,1,1,6,1,10,0,3,3,0,2,1,0,0,3,0,0,0,4,1,0,0,1,0,3,1,1,0,0,1,1,5,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,8,2,1,6,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,3,0,1,1,0,1,0,0,0,4,0,0,2
31 - Αχαΐας,146 E.T. Δήμου Δυτικής Αχαΐας,505,305,3,1,4,301,151,0,59,13,24,20,14,38,5,15,1,13,10,106,0,17,9,45,28,27,18,10,30,10,45,28,6,2,3,2,0,2,0,0,0,0,2,1,10,0,0,0,1,10,2,4,2,1,1,1,0,7,0,0,0,1,0,3,1,1,1,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,4,1,0,2,0,0,4,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,6,1,1,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1
31 - Αχαΐας,147 E.T. Δήμου Δυτικής Αχαΐας,520,331,2,0,2,329,141,0,53,12,16,13,13,40,4,8,8,10,7,125,0,34,10,55,11,21,30,25,35,8,35,24,4,1,3,1,0,0,0,0,0,0,0,0,20,2,0,4,1,5,2,0,3,3,1,2,0,8,3,3,0,0,0,5,0,1,0,2,1,2,3,1,0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,2,3,1,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1,2,1,1,1,0,0,4,0,2,2
31 - Αχαΐας,148 E.T. Δήμου Δυτικής Αχαΐας,511,310,11,2,13,297,133,0,46,17,23,22,11,58,11,15,14,12,14,93,0,14,5,31,10,17,15,4,30,3,31,20,12,6,7,3,3,1,3,0,0,0,1,0,15,0,1,5,3,3,0,0,1,2,3,0,1,11,4,4,1,2,0,7,1,0,0,4,0,0,5,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,2,1,3,2,4,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,1,1,0,0,1,0,2,3,2,2,0,1,1,5,0,2,3
31 - Αχαΐας,149 E.T. Δήμου Δυτικής Αχαΐας,520,306,11,0,11,295,188,0,24,9,19,6,6,45,8,6,8,17,4,71,0,14,5,30,8,11,7,4,20,6,29,24,4,1,3,0,1,1,0,0,0,0,3,0,14,1,1,2,2,7,1,14,4,1,1,0,0,2,1,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,1,1,0,0,0,0,6,0,5,5
31 - Αχαΐας,150 E.T. Δήμου Δυτικής Αχαΐας,533,301,2,1,3,298,203,0,65,26,29,23,21,52,13,30,12,12,9,69,0,12,7,30,7,9,20,2,11,1,18,15,3,2,3,0,0,0,2,0,0,0,0,0,11,1,0,1,1,6,1,0,4,1,3,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0
31 - Αχαΐας,151 E.T. Δήμου Δυτικής Αχαΐας,531,340,2,5,7,333,117,0,31,13,20,14,4,28,4,4,7,5,6,124,0,24,6,46,25,40,28,13,27,15,36,36,25,10,17,3,5,1,8,1,1,0,5,1,27,3,2,4,5,8,6,9,9,7,3,2,1,8,0,1,1,0,2,2,3,1,2,1,2,1,2,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,1,5,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,1,0,0,1,1,0,1,2,0,0,0,8,0,4,4
31 - Αχαΐας,152 E.T. Δήμου Δυτικής Αχαΐας,519,313,5,2,7,306,146,0,45,8,20,15,20,46,8,20,7,9,11,107,0,18,9,61,68,44,13,5,30,7,25,34,5,1,3,1,0,1,0,0,0,0,1,1,11,0,2,1,5,10,0,5,1,0,5,1,0,9,2,4,0,0,0,5,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,1,0,0,6,0,0,1,0,0,0,2,1,1,1,0,0,0,8,0,5,5
31 - Αχαΐας,153 E.T. Δήμου Δυτικής Αχαΐας,507,317,6,2,8,309,146,0,36,2,32,15,7,47,3,3,9,14,11,99,0,15,7,39,9,20,26,6,26,15,36,29,10,2,6,1,0,0,4,1,2,0,1,0,18,1,3,2,3,5,2,0,2,3,2,2,0,7,0,2,0,0,0,3,1,1,0,1,1,0,4,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,3,0,1,4,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0
