ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΜΗΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παντελή,ΠΑΠΑΗΛΙΟΥ ΓΕΩΡΓΙΟΣ του Ηλία,ΡΟΥΣΙΑΣ ΜΑΡΙΝΟΣ του Ιωάννη,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΜΑΥΡΑ του Σπυρίδωνος,ΣΤΑΪΚΟΣ ΧΡΗΣΤΟΣ του Δημητρίου,Νέα Δημοκρατία,ΒΛΑΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΓΙΑΝΝΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΑΤΣΙΡΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΛΥΤΡΙΒΗ ΙΩΑΝΝΑ του Δημητρίου,ΠΑΠΑΗΛΙΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΛΥ) του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΟΓΛΗ ΔΕΣΠΟΙΝΑ του Αγγελου,ΗΛΙΟΠΟΥΛΟΥ ΔΑΦΝΗ του Γαβριήλ,ΚΟΛΟΚΟΤΡΩΝΗΣ ΒΑΣΙΛΕΙΟΣ του Θεοδώρου,ΣΚΑΝΤΖΟΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΧΑΡΜΠΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,Κίνημα Αλλαγής,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΒΟΓΙΑΤΖΟΓΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΚΩΝΣΤΑΝΤΙΝΟΠΟΥΛΟΣ ΟΔΥΣΣΕΑΣ του Κωνσταντίνου,ΠΡΑΧΑΛΙΑΣ ΓΕΩΡΓΙΟΣ του Θεοδώρου,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΑΔΑΜΑΝΤΙΑ του Αριστείδη,Κ.Κ.Ε.,ΔΙΑΜΑΝΤΑΚΟΣ ΗΛΙΑΣ του Κωνσταντίνου,ΜΠΟΥΡΣΙΑΝΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΝΟΥΣΗ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΡΟΥΣΑΛΗΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΦΡΑΓΚΟΥ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αγγελή,ΞΑΝΘΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Γεωργίου,ΡΩΣΣΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΠΡΙΦΤΗ ΕΥΓΕΝΙΑ του Γιοσήφ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΣΣΕΛΟΥΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΚΑΡΑΛΕΚΑ ΠΑΡΑΣΚΕΥΗ του Ιωάννη,ΛΙΑΜΠΟΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σαράντη,ΣΚΑΝΤΖΟΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΛΕΞΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΝΙΚΟΛΑΟΥ ΑΝΤΩΝΙΟΣ του Αναστασίου,ΠΟΛΙΤΗ ΖΑΧΑΡΕΝΙΑ του Ηλία,Κ.Κ.Ε. (μ-λ),ΚΑΤΡΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΒΑΡΕΛΑ ΜΑΛΑΜΩ του Ευαγγέλου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΝΑΝΙΑΔΟΥ ΙΩΑΝΝΑ του Ιωάννη,ΔΡΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Κανέλλου,ΜΑΡΝΕΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΠΕΠΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΤΡΕΜΠΑ ΦΩΤΕΙΝΗ του Δημητρίου,Λαϊκή Ενότητα,ΑΛΕΞΑΝΔΡΗΣ ΣΑΡΑΝΤΟΣ του Νικολάου,ΓΕΩΡΓΙΟΠΟΥΛΟΥ ΙΟΥΛΙΑ (ΗΛΙΑΝΑ) του Δημητρίου,ΠΑΝΑΓΟΠΟΥΛΟΥ ΕΛΕΝΗ του Γεωργίου,ΣΤΑΘΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΧΟΥΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΜέΡΑ25,ΓΑΒΡΑΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΓΚΑΡΤΖΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΚΟΥΤΡΗ ΕΛΕΝΗ του Χρήστου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΑΡΤΑΓΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Κωνσταντίνου,ΔΑΣΚΑΛΟΠΟΥΛΟΥ ΣΠΥΡΙΔΟΥΛΑ του Γεωργίου,ΣΤΑΘΗΣ ΔΙΟΝΥΣΙΟΣ του Γρηγορίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΕΟΔΟΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου
45 - Αρκαδίας,346 E.T. Δήμου Τρίπολης,528,208,2,2,4,204,61,11,18,4,1,15,88,49,2,14,2,9,4,0,1,2,0,1,29,1,0,9,19,0,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,8,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,1,1,0,0,0,0,2,2
45 - Αρκαδίας,347 E.T. Δήμου Τρίπολης,329,168,1,0,1,167,32,8,6,4,4,7,50,26,5,10,1,1,5,0,1,1,0,3,72,0,0,4,66,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από Εφετείο Θεσσαλονίκης),58,39,0,0,0,39,10,4,2,0,0,3,17,9,1,1,0,3,1,0,0,1,0,0,4,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 15ο Ε.Τ. Νομ. Αττικής-Αθηνών),523,346,6,1,7,339,61,11,18,3,7,8,192,135,7,6,19,7,6,3,0,1,0,0,39,2,2,31,2,1,14,1,1,1,1,4,2,0,0,0,0,0,4,3,0,0,0,0,6,6,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,1,7,1,0,2,2,1,0,0,2,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 16ο Ε.Τ. Νομ. Αττικής-Αθηνών),492,313,9,0,9,304,84,11,30,6,7,8,136,80,12,11,14,5,5,0,1,3,1,0,36,1,1,24,3,1,20,4,7,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,12,8,0,3,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,1,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 17ο Ε.Τ. Νομ. Αττικής-Αθηνών),528,338,1,6,7,331,98,19,30,3,9,17,150,97,3,4,20,9,9,1,1,4,0,2,26,0,0,23,2,1,15,1,1,2,0,1,4,0,3,0,0,0,1,1,0,0,0,0,10,5,3,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,12,2,1,7,0,0,0,0,3,1
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 18ο Ε.Τ. Νομ. Αττικής-Αθηνών),502,321,7,5,12,309,77,15,26,3,7,11,137,94,4,4,8,9,7,0,0,6,1,0,31,2,1,20,1,4,25,4,0,8,2,4,3,0,1,0,0,0,1,1,0,0,0,0,12,8,1,1,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,9,2,1,1,0,0,0,0,4,3
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 19ο Ε.Τ. Νομ. Αττικής-Αθηνών),514,341,3,2,5,336,87,15,24,6,8,11,168,116,4,0,20,10,4,0,1,1,0,0,28,1,0,20,5,0,24,2,2,3,1,6,1,0,0,0,0,0,2,0,0,0,0,0,9,6,0,1,1,1,0,0,2,0,2,0,0,0,2,0,0,0,0,2,7,2,0,2,1,0,0,1,0,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 2ο Ε.Τ. Νομ. Αττικής-Πειραιώς),131,81,3,0,3,78,19,5,5,2,2,1,40,25,5,0,4,2,0,0,0,0,0,0,11,1,1,8,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0,0,0,0,0,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από Εφετείο Ναυπλίου),45,27,1,0,1,26,11,4,2,1,1,1,9,6,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,Ε.Τ. ΔΙΚΑΣΤΙΚΩΝ ΦΥΛΑΚΩΝ ΤΡΙΠΟΛΗΣ,76,74,0,0,0,74,47,0,42,1,0,2,15,5,2,0,1,2,2,0,0,1,0,1,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
Σύνολο,,124728,61139,696,434,1130,60009,18084,1603,4625,2446,631,2919,25543,12626,1395,3224,2264,833,1551,70,68,203,212,479,6488,207,91,3608,960,227,2723,320,223,307,392,316,529,139,67,27,18,3,226,84,144,47,5,51,1645,506,218,188,44,10,34,12,274,35,55,20,25,14,224,39,8,15,36,37,1580,241,208,325,257,44,35,27,645,285
