ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΛΑΧΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Δημητρίου,ΚΑΡΑΓΙΑΝΝΙΔΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΞΑΝΘΟΠΟΥΛΟΣ ΘΕΟΦΙΛΟΣ του Σάββα,ΠΑΓΚΑΛΙΔΟΥ ΔΗΜΗΤΡΑ του Παύλου,ΠΑΡΑΣΧΙΔΗΣ ΚΥΡΙΑΖΗΣ του Μιχαήλ,Νέα Δημοκρατία,ΚΥΡΙΑΖΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Τριαντάφυλλου,ΜΑΓΓΑΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΜΠΛΟΥΧΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΟΥΦΕΚΤΣΗ ΘΕΟΔΩΡΑ (ΝΤΟΡΑ) του Βασιλείου,ΤΣΙΑΜΟΥΡΑ ΠΑΝΑΓΙΩΤΑ του Αθανασίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΝΙΚΟΛΑΪΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Παναγιώτη,ΠΟΥΤΑΧΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ανθιμου,ΣΕΛΑΛΜΑΖΙΔΗΣ ΗΛΙΑΣ του Δημητρίου,ΤΣΑΠΑΚΙΔΗΣ ΚΟΣΜΑΣ του Νικολάου,ΧΟΡΟΖΙΔΟΥ ΧΡΥΣΑΝΘΗ του Αβραάμ,Κίνημα Αλλαγής,ΚΕΦΑΛΙΔΟΥ ΧΑΡΟΥΛΑ (ΧΑΡΑ) του Δημητρίου,ΝΙΚΟΛΑΪΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΞΑΝΘΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΠΑΠΟΥΤΣΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΧΑΡΙΣΚΟΥ ΧΡΥΣΑΝΘΗ (ΧΡΙΣΤΙΑΝΑ) του Αντωνίου,Κ.Κ.Ε.,ΚΑΨΙΜΑΝΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΚΟΤΖΑΜΠΑΣΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΜΑΛΛΗ ΜΑΡΙΑ του Γεωργίου,ΜΗΤΡΟΥ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΑΤΖΕΛΑΣ ΣΤΑΥΡΟΣ του Γεωργίου,Ένωση Κεντρώων,ΑΠΟΣΤΟΛΙΔΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΚΑΡΑΠΑΝΟΥ ΟΥΡΑΝΙΑ του Στεφάνου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΑ του Ευαγγέλου,ΣΑΠΑΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,ΤΣΑΚΩΝΑΣ ΧΡΙΣΤΟΦΟΡΟΣ του Χαράλαμπου,Ο.Κ.Δ.Ε.,ΒΟΥΖΑΣ ΗΛΙΑΣ του Λαζάρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΙΡΟΥΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΑΝΘΟΥΛΗ ΣΩΤΗΡΙΑ του Χρήστου,ΓΚΛΑΒΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Διαμαντή,ΕΦΡΑΙΜΙΔΟΥ ΕΥΘΥΜΙΑ του Αλεξάνδρου,ΚΟΡΩΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΤΕΡΖΙΔΗΣ ΘΕΟΔΩΡΟΣ του Μιχαήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΓΡΑΜΜΑΤΙΚΟΠΟΥΛΟΣ ΑΔΑΜ του Γεωργίου,ΚΟΥΡΤΙΔΗΣ ΜΙΧΑΗΛ του Αβραάμ,ΤΑΚΦΟΡΙΔΟΥ ΧΡΥΣΑΝΘΗ του Σωτηρίου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΕΥΑ του Δημητρίου,ΨΩΜΙΑΔΗΣ ΙΩΑΝΝΗΣ του Χρήστου,Κ.Κ.Ε. (μ-λ),ΟΙΚΟΝΟΜΙΔΗΣ ΙΑΚΩΒΟΣ του Περικλή,Μ-Λ Κ.Κ.Ε.,ΚΟΣΜΑ ΧΡΥΣΑΝΘΗ του Παναγιώτη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΙΑΓΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΟΛΓΑ του Δημητρίου,ΠΛΑΚΙΔΗΣ ΧΡΗΣΤΟΣ του Θεοδώρου,Λαϊκή Ενότητα,ΕΡΜΕΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΓΙΟΥ ΕΛΕΝΗ του Ιωάννη,ΠΡΟΚΟΒΑΣ ΑΠΟΣΤΟΛΟΣ του Κυπαρίσση,ΜέΡΑ25,ΒΡΑΣΚΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΜΑΝΙΑΔΑΚΗ ΑΓΓΕΛΙΚΗ του Αναστασίου,ΤΟΓΓΙΑΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αντωνίου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΡΗΓΟΡΙΟΥ ΘΕΟΧΑΡΙΑ του Παναγιώτη,ΚΟΥΚΟΥΤΣΟΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΣΑΒΒΙΔΗΣ ΙΕΡΟΚΛΗΣ του Θεοδώρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΑΠΟΥΝΙΔΟΥ ΕΛΕΝΗ του Σάββα
4 - Δράμας,135 E.T. Δήμου Δράμας,497,255,0,1,1,254,67,8,13,23,0,7,102,17,10,64,0,7,10,4,1,1,0,0,42,15,15,1,3,5,9,0,0,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,4,2,1,0,0,0,0,0,5,1
4 - Δράμας,136 E.T. Δήμου Δράμας,488,266,5,1,6,260,57,8,11,18,3,5,114,28,11,60,5,4,11,2,4,0,2,1,33,13,14,1,1,2,15,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,8,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,8,4
4 - Δράμας,137 E.T. Δήμου Δράμας,489,246,4,2,6,240,38,8,4,20,1,0,130,23,4,89,1,8,10,4,2,1,0,1,25,3,13,2,4,2,6,0,0,1,4,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,18,7,1,4,3,1,0,0,0,0,4,0,1,0,0,0,0,0,3,1,2,0,2,2,0,0,1,1
4 - Δράμας,138 E.T. Δήμου Δράμας,495,227,4,1,5,222,40,6,4,18,1,4,107,29,9,54,3,7,10,5,1,0,1,0,27,6,10,0,4,2,7,1,0,0,6,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,18,5,2,6,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,2,2
4 - Δράμας,139 E.T. Δήμου Δράμας,506,270,4,0,4,266,42,4,4,17,2,6,131,37,14,65,1,11,16,3,1,0,2,5,27,8,10,1,2,4,9,0,1,1,6,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,20,6,3,3,1,3,0,0,0,0,4,0,3,1,0,0,0,0,6,0,4,0,3,1,1,1,5,4
4 - Δράμας,140 E.T. Δήμου Δράμας,537,340,5,1,6,334,83,9,24,19,2,2,125,28,6,68,1,12,10,5,1,0,0,3,31,10,15,2,1,0,34,4,1,8,8,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,5,1,3,0
4 - Δράμας,141 E.T. Δήμου Δράμας,529,301,1,2,3,298,70,10,29,15,3,1,107,30,12,46,3,8,9,5,0,0,0,3,40,10,22,5,0,3,23,3,0,4,8,6,3,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,20,1,1,3,0,9,1,0,0,0,3,0,1,0,0,0,0,0,10,1,1,1,4,0,3,1,5,3
4 - Δράμας,142 E.T. Δήμου Δράμας,536,333,5,1,6,327,86,8,18,36,6,1,114,25,4,63,2,11,8,1,3,1,1,2,42,1,14,4,4,1,26,1,4,1,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,1,0,20,1,1,0,0,6,2,2,1,1,1,0,0,9,3,1,3,4,0,2,0,3,3
4 - Δράμας,143 E.T. Δήμου Δράμας,548,317,2,6,8,309,91,4,17,45,3,3,89,29,3,40,6,9,6,3,1,0,0,1,35,12,14,3,1,3,40,6,3,9,11,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,1,0,1,3,16,3,0,0,0,5,0,1,3,1,0,0,0,7,1,1,1,2,0,2,0,4,3
4 - Δράμας,144 E.T. Δήμου Δράμας,528,298,3,3,6,292,62,5,18,26,5,1,95,21,8,55,8,2,12,9,0,0,1,2,42,13,25,1,2,1,28,5,0,3,15,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,32,2,2,2,1,22,0,0,0,0,2,0,0,1,2,2,0,0,7,1,3,1,3,1,2,0,6,3
4 - Δράμας,145 E.T. Δήμου Δράμας,326,164,1,1,2,162,46,0,8,20,0,0,67,12,5,39,2,4,2,1,0,0,0,0,15,7,2,3,0,2,12,3,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,0,0,0,0,0,3,2
4 - Δράμας,146 E.T. Δήμου Δράμας,380,194,1,0,1,193,51,3,17,14,4,6,71,12,3,49,1,4,2,0,0,1,0,0,20,7,4,1,1,7,10,4,0,0,3,0,6,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,22,3,2,9,0,5,1,0,0,0,1,1,0,0,1,0,0,0,3,1,1,0,0,0,0,0,2,0
4 - Δράμας,147 E.T. Δήμου Δράμας,244,144,1,0,1,143,23,0,6,11,0,0,71,20,3,45,0,0,2,1,1,0,0,0,14,7,3,0,1,2,4,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,2,0,1,0,1,0,15,2,5,4,0,4,0,0,0,0,1,0,0,1,1,1,0,0,4,2,2,0,1,0,0,1,2,0
4 - Δράμας,148 E.T. Δήμου Κάτω Νευροκοπίου,513,268,4,3,7,261,54,4,11,20,4,0,156,44,20,59,26,0,8,4,0,0,0,3,13,9,2,1,0,1,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,7,5
4 - Δράμας,149 E.T. Δήμου Κάτω Νευροκοπίου,522,216,1,1,2,214,48,3,13,22,2,4,82,19,5,42,7,4,4,0,0,1,0,2,27,12,11,3,0,0,3,0,0,2,0,0,5,0,0,1,4,0,0,0,2,2,0,0,0,0,0,0,26,5,15,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,10,2,3,2,3,1,0,0,3,2
4 - Δράμας,150 E.T. Δήμου Κάτω Νευροκοπίου,521,260,6,1,7,253,55,9,19,6,4,7,103,31,9,52,5,1,7,1,0,1,0,4,37,12,11,6,1,1,5,0,0,4,0,0,8,0,0,0,6,0,0,0,0,0,3,1,0,0,1,0,17,2,7,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,11,3,1,3,2,1,1,0,4,2
4 - Δράμας,151 E.T. Δήμου Κάτω Νευροκοπίου,521,250,2,1,3,247,58,3,18,16,4,7,102,29,9,50,9,1,5,0,1,1,0,2,46,30,5,5,1,3,2,0,0,1,0,0,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,3,7,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,1,1,0,0,0,2,2
4 - Δράμας,152 E.T. Δήμου Κάτω Νευροκοπίου,540,286,5,7,12,274,44,3,6,20,1,6,136,30,4,69,17,2,6,3,0,0,0,1,39,18,9,5,0,3,2,0,0,2,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,7,4,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,8,0,1,1,4,0,1,2,5,1
4 - Δράμας,153 E.T. Δήμου Κάτω Νευροκοπίου,178,69,1,0,1,68,19,4,5,0,2,0,31,11,2,10,4,2,3,2,0,0,0,0,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0
4 - Δράμας,154 E.T. Δήμου Κάτω Νευροκοπίου,354,140,3,1,4,136,12,1,1,2,0,0,71,20,7,29,4,5,8,0,0,0,0,7,15,10,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,15,4,2,3,1,1,0,0,0,0,3,0,1,1,0,0,0,0,4,0,1,1,0,0,0,0,5,0
4 - Δράμας,155 E.T. Δήμου Κάτω Νευροκοπίου,350,145,0,1,1,144,16,2,4,4,2,0,90,36,7,31,8,7,16,0,1,0,0,10,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
4 - Δράμας,156 E.T. Δήμου Κάτω Νευροκοπίου,485,241,2,1,3,238,29,1,5,14,0,0,150,45,10,83,0,0,4,0,0,0,0,0,23,6,15,1,1,0,3,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,13,5,1,1,1,1,0,0,0,0,3,0,0,1,1,0,0,1,4,0,1,1,2,0,1,0,2,1
4 - Δράμας,157 E.T. Δήμου Κάτω Νευροκοπίου,451,256,2,0,2,254,37,8,5,18,2,0,129,36,6,82,1,0,2,0,0,0,0,1,48,23,23,1,0,0,2,0,1,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,10,2,1,0,2,2,0,0,0,0,5,2,0,0,1,0,1,0,8,3,4,0,5,0,2,0,3,0
4 - Δράμας,158 E.T. Δήμου Κάτω Νευροκοπίου,460,246,5,3,8,238,37,4,6,13,3,1,120,30,6,78,1,2,5,1,0,0,1,0,38,15,17,1,1,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,4,1,2,0,0,0,10,3,0,3,0,1,0,0,0,0,7,1,4,1,0,0,0,0,8,1,0,0,1,0,0,1,2,0
4 - Δράμας,159 E.T. Δήμου Κάτω Νευροκοπίου,221,142,1,2,3,139,25,3,6,7,2,1,69,26,7,23,8,3,4,0,1,1,1,0,16,7,3,2,0,2,2,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,9,2,2,3,3,0,0,2,3,1
4 - Δράμας,160 E.T. Δήμου Κάτω Νευροκοπίου,493,200,1,2,3,197,53,3,17,21,3,0,95,21,0,9,64,0,5,0,1,0,0,3,23,15,3,3,0,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,4,1,0,0,0,0,0,0,4,2
4 - Δράμας,161 E.T. Δήμου Κάτω Νευροκοπίου,394,157,1,0,1,156,20,4,2,8,2,0,89,23,2,51,10,0,1,0,0,0,0,1,27,18,0,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,1
4 - Δράμας,162 E.T. Δήμου Κάτω Νευροκοπίου,298,110,0,0,0,110,9,0,4,1,0,0,51,15,6,27,0,2,4,0,0,0,0,4,18,6,1,9,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,5,4,0,1,0,0
4 - Δράμας,163 E.T. Δήμου Κάτω Νευροκοπίου,378,170,5,1,6,164,36,2,10,3,6,2,83,36,3,37,0,2,7,0,0,0,3,1,12,2,9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,4,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,1,0,0
4 - Δράμας,164 E.T. Δήμου Κάτω Νευροκοπίου,375,167,2,1,3,164,26,0,2,11,3,1,100,55,4,31,3,4,9,1,1,0,1,1,10,5,5,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,2,0,1,0,1,0,0,0
4 - Δράμας,165 E.T. Δήμου Κάτω Νευροκοπίου,510,216,2,3,5,211,29,1,7,10,6,0,96,24,3,54,14,1,7,2,2,1,0,2,61,10,3,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,2,1,0,0,0,1,1,3,0,1,2,0,0,0,0,1,0,1,0,1,1,0,0,3,3
4 - Δράμας,166 E.T. Δήμου Κάτω Νευροκοπίου,483,220,2,1,3,217,25,5,6,7,1,1,92,22,1,63,4,0,7,6,0,0,0,0,77,9,9,50,5,3,4,0,0,3,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0
4 - Δράμας,167 E.T. Δήμου Κάτω Νευροκοπίου,284,108,1,0,1,107,13,0,2,5,1,3,60,15,7,33,3,1,6,0,1,0,0,4,18,13,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4 - Δράμας,168 E.T. Δήμου Κάτω Νευροκοπίου,99,52,0,0,0,52,14,2,5,3,2,0,20,6,1,9,1,2,1,0,0,0,0,1,10,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4 - Δράμας,169 E.T. Δήμου Κάτω Νευροκοπίου,534,235,5,1,6,229,39,4,8,17,2,1,127,56,0,46,14,3,8,5,0,0,0,2,27,12,6,6,0,0,4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,2,2,0,0,1,4,4
4 - Δράμας,170 E.T. Δήμου Κάτω Νευροκοπίου,529,215,1,1,2,213,37,2,14,14,0,1,107,49,3,36,8,5,4,2,0,0,0,2,20,11,3,1,0,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,1,1,1,0,0,0,0,4,0,2,1,2,2,0,0,3,0,2,0,6,0,1,4,12,4
4 - Δράμας,171 E.T. Δήμου Κάτω Νευροκοπίου,285,124,1,0,1,123,13,0,6,5,0,0,82,28,2,48,2,1,7,3,0,0,0,1,8,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,2
4 - Δράμας,172 E.T. Δήμου Κάτω Νευροκοπίου,397,196,1,0,1,195,31,6,7,7,5,0,86,40,1,39,2,1,4,2,0,0,0,2,41,15,15,4,4,0,7,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,5,0,0,0,0,3,1
4 - Δράμας,173 E.T. Δήμου Κάτω Νευροκοπίου,427,173,2,1,3,170,24,2,4,8,7,0,103,39,1,53,3,1,4,4,0,0,0,0,17,3,11,2,0,0,2,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
4 - Δράμας,174 E.T. Δήμου Κάτω Νευροκοπίου,441,189,1,1,2,187,34,4,5,11,8,4,104,39,1,58,4,1,7,3,0,0,0,4,18,1,11,2,0,4,4,1,0,2,1,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,1,0,3,3
4 - Δράμας,175 E.T. Δήμου Κάτω Νευροκοπίου,295,135,1,1,2,133,22,1,5,6,3,1,69,12,2,45,3,2,1,0,0,0,0,0,26,14,9,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
4 - Δράμας,176 E.T. Δήμου Κάτω Νευροκοπίου,283,116,5,2,7,109,29,2,7,7,3,0,54,14,2,34,0,3,1,0,0,0,0,0,11,5,1,3,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1
4 - Δράμας,177 E.T. Δήμου Κάτω Νευροκοπίου,431,178,1,1,2,176,53,6,11,19,1,2,60,24,2,20,6,1,2,0,0,0,0,0,38,15,11,9,0,2,4,0,0,1,1,0,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,7,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,5
4 - Δράμας,178 E.T. Δήμου Παρανεστίου,390,192,1,0,1,191,32,10,3,8,2,1,95,42,3,44,0,1,3,1,0,1,0,0,14,8,3,2,1,0,7,1,0,1,1,1,4,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,19,5,2,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,2,1,0,1,0,6,4
4 - Δράμας,179 E.T. Δήμου Παρανεστίου,435,214,1,3,4,210,51,22,13,9,0,3,101,35,5,51,2,1,3,1,0,0,1,0,20,3,13,4,0,0,2,0,0,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,3,1,0,1,5,2
4 - Δράμας,180 E.T. Δήμου Παρανεστίου,402,188,1,1,2,186,30,9,8,5,0,4,84,31,3,40,2,4,6,3,0,0,1,1,32,2,20,3,2,2,4,2,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,2,2,0,0,0,5,4
4 - Δράμας,181 E.T. Δήμου Παρανεστίου,428,222,3,1,4,218,57,19,13,11,0,2,92,29,7,44,4,2,11,6,0,2,0,1,25,13,6,2,0,1,6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,11,0,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,8,1,3,2,1,0,0,0,3,2
4 - Δράμας,182 E.T. Δήμου Παρανεστίου,357,131,0,1,1,130,9,0,3,4,1,0,91,45,7,33,0,1,3,1,2,0,0,0,12,9,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
4 - Δράμας,183 E.T. Δήμου Παρανεστίου,437,222,1,0,1,221,42,4,11,15,2,0,118,40,9,60,1,1,4,2,1,0,0,1,30,22,5,1,0,0,7,1,0,2,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,0,0,0,1,1
4 - Δράμας,184 E.T. Δήμου Παρανεστίου,449,209,0,0,0,209,45,6,14,10,0,4,116,25,3,78,1,2,5,1,1,0,1,0,23,8,4,0,2,1,4,2,0,2,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,0,1,2,1,1,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,2,1
4 - Δράμας,185 E.T. Δήμου Παρανεστίου,488,219,1,1,2,217,18,2,7,2,0,1,121,41,6,61,1,6,1,0,0,0,0,0,53,41,8,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,1,0,3,0,0,0,0,3,1,0,1,0,0,0,0,6,0,0,1,2,0,0,0,2,1
4 - Δράμας,186 E.T. Δήμου Παρανεστίου,472,221,0,0,0,221,28,10,2,8,1,1,110,38,4,42,9,5,9,2,1,0,0,1,44,33,5,2,0,1,6,0,1,3,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
4 - Δράμας,187 E.T. Δήμου Παρανεστίου,269,133,1,0,1,132,31,11,8,4,5,3,63,20,0,35,4,0,1,1,0,0,0,0,18,12,5,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,2,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,0
4 - Δράμας,188 E.T. Δήμου Παρανεστίου,407,142,1,0,1,141,29,5,5,12,0,5,90,31,1,50,0,4,6,3,1,1,0,0,7,4,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0
4 - Δράμας,189 E.T. Δήμου Παρανεστίου,276,127,2,1,3,124,22,0,7,3,0,4,63,18,1,33,4,1,4,0,0,1,0,2,23,5,15,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0
4 - Δράμας,190 E.T. Δήμου Παρανεστίου,293,112,2,0,2,110,12,1,6,1,2,1,45,14,4,24,2,0,8,3,1,2,0,2,22,5,16,1,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,9,0,4,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,2,0,1,1,1,0
