ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΤΩΝΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΚΑΛΠΑΚΗΣ ΣΤΕΡΓΙΟΣ του Δημητρίου,ΚΑΡΑΣΑΡΛΙΔΟΥ ΕΥΦΡΟΣΥΝΗ (ΦΡΟΣΩ) του Γεωργίου,ΟΥΡΣΟΥΖΙΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΠΑΓΙΑΝΝΟΥΛΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Θεοδώρου,ΤΟΛΚΑΣ ΑΓΓΕΛΟΣ του Χαράλαμπου,Νέα Δημοκρατία,ΒΕΣΥΡΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Φωτίου,ΒΛΑΧΟΓΙΑΝΝΗ ΙΦΙΓΕΝΕΙΑ του Γεωργίου,ΚΑΡΑΤΖΙΟΥΛΑ ΝΙΚΗ του Κωνσταντίνου,ΚΟΥΤΣΟΥΠΙΑΣ ΦΩΤΙΟΣ του Δημητρίου,ΜΠΑΡΤΖΩΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Στέργιου,ΤΣΑΒΔΑΡΙΔΗΣ ΛΑΖΑΡΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΝΝΑΚΟΒΙΤΗΣ ΕΜΜΑΝΟΥΗΛ του Βασιλείου,ΕΥΤΗΡΙΑΔΟΥ ΑΝΝΑ του Παύλου,ΘΕΟΔΩΡΟΥ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΕΪΣΙΔΟΥ ΟΛΥΜΠΙΑ του Αντωνίου,ΠΛΑΣΤΑΡΑΣ ΙΩΑΝΝΗΣ του Θωμά,ΤΣΑΚΙΡΗΣ ΜΙΧΑΗΛ του Νικολάου,Κίνημα Αλλαγής,ΓΚΙΟΝΟΓΛΟΥ ΧΑΡΑΛΑΜΠΟΣ του Ηρακλή,ΜΠΡΟΥΣΚΕΛΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΘΕΟΔΩΡΟΣ του Χρήστου,ΣΑΒΒΙΔΟΥ ΕΙΡΗΝΗ του Ιωάννη,ΤΟΡΟΡΗ ΜΑΡΙΑ του Κωνσταντίνου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΤΗΛΕΜΑΧΟΣ του Βασιλείου,Κ.Κ.Ε.,ΔΙΑΚΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,ΙΑΚΩΒΙΔΗΣ ΗΛΙΑΣ του Κωνσταντίνου,ΣΟΦΡΟΝΩΦ - ΤΑΜΠΑΚΗ ΙΩΑΝΝΑ του Ελευθέριου,ΤΣΙΟΥΛΑΚΟΣ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Ιωάννη,ΤΣΟΥΚΑΛΑΣ ΘΩΜΑΣ του Παύλου,ΧΑΤΖΗΘΕΟΔΩΡΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΟΥΛΑ) του Μιχαήλ,Ένωση Κεντρώων,ΑΚΕΨΩΜΑΪΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Εμμανουήλ,ΒΕΤΣΟΣ ΑΝΔΡΕΑΣ του Νικολάου,ΓΑΛΛΟΥ ΙΩΑΝΝΑ του Αδάμ,ΔΙΜΠΑΛΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΑΠΑΔΗΜΗΤΡΟΠΟΥΛΟΥ ΘΕΟΔΩΡΑ του Αριστείδη,Ο.Κ.Δ.Ε.,ΛΑΧΑΝΗΣ ΤΗΛΕΜΑΧΟΣ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΠΑΠΑΧΡΥΣΟΣΤΟΜΙΔΗΣ ΛΑΖΑΡΟΣ του Μιχαήλ,ΤΣΙΑΝΟΥ ΜΑΡΙΑΝΑ του Αντωνίου,Ελλήνων Συνέλευσις,ΓΑΛΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΖΑΤΙΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΠΡΟΪΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΠΥΡΙΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ανέστη,ΤΣΑΠΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ (ΚΑΡΟΛΙΝΑ) του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Περικλή,ΜΟΥΡΑΤΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αναστασίου,ΜΠΑΝΤΩΛΑΣ ΑΠΟΣΤΟΛΟΣ-ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΤΡΕΜΠΕΛΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΤΣΑΝΤΕΚΙΔΗΣ ΜΙΧΑΗΛ του Σταύρου,ΨΑΘΑΣ ΣΩΤΗΡΙΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΩΡΑΪΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΘΕΟΔΩΡΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Μιχαήλ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΣΛΑΝΙΔΟΥ ΜΙΛΕΝΑ του Αλέξιου,ΚΑΛΟΣΤΕΦΑΝΟΣ ΘΕΟΔΩΡΟΣ του Χρήστου,ΠΛΙΑΚΟΥ ΔΕΣΠΟΙΝΑ του Ζαφειρίου,ΧΑΤΖΗΠΑΡΑΣΚΕΥΑΣ ΓΕΩΡΓΙΟΣ του Φιλίππου,Λαϊκή Ενότητα,ΚΙΟΣΕΟΓΛΟΥ ΕΛΕΥΘΕΡΙΟΣ του Γεωργίου,ΚΟΥΦΑΚΗ ΑΘΗΝΑ του Νικολάου,ΟΡΦΑΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλέξανδρου,ΜέΡΑ25,ΟΡΦΑΝΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΠΑΠΑΪΩΑΝΝΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΤΟΡΝΑΖΑΚΗ ΑΘΗΝΑ του Αριστείδη,ΧΡΗΣΤΟΥ ΠΑΣΧΑΛΙΝΗ (ΛΙΝΑ) του Θεόδωρου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΡΒΑΝΙΤΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΝΤΣΑΔΟΥ ΕΥΘΥΜΙΑ του Βλαδίμηρου,ΜΠΟΥΡΑΖΑΝΗ ΙΩΑΝΝΑ του Παναγιώτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΡΟΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωακείμ
12 - Ημαθίας,201 E.T. Δήμου Βέροιας,494,323,2,4,6,317,87,31,16,17,13,7,46,120,56,4,27,22,23,52,12,6,2,3,2,0,2,58,18,0,43,9,2,11,9,3,1,4,0,3,3,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,6,1,7,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,1,2,2,0,1,0,1,7,6
12 - Ημαθίας,202 E.T. Δήμου Βέροιας,406,259,2,2,4,255,94,27,22,15,9,9,57,73,22,2,23,20,19,23,6,1,1,0,2,1,1,32,6,7,22,0,2,2,11,5,3,5,0,1,3,4,1,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,17,2,4,3,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,3,4,0,0,0,0,0,4,2
12 - Ημαθίας,203 E.T. Δήμου Βέροιας,413,245,2,0,2,243,59,16,2,10,4,8,28,90,32,3,40,21,15,34,5,3,0,2,0,0,2,45,10,2,32,2,7,1,8,5,0,3,1,0,3,3,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,14,3,1,5,5,1,3,1,1,1,0,4,1,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,1,0,5,3
12 - Ημαθίας,204 E.T. Δήμου Βέροιας,420,215,5,1,6,209,55,20,4,11,10,12,20,78,28,10,19,16,17,44,8,4,1,1,1,1,1,18,3,0,6,2,4,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,27,10,10,3,8,5,3,0,0,0,0,3,1,0,0,1,2,1,2,1,4,3,0,1,2,0,0,0,0,0,6,3
12 - Ημαθίας,205 E.T. Δήμου Βέροιας,490,285,3,1,4,281,61,8,4,24,22,8,9,120,32,2,31,75,19,29,10,5,1,0,2,2,3,29,6,1,8,3,8,12,11,2,3,5,1,0,6,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,8,3,8,7,3,0,0,4,0,0,0,0,0,0,0,0,0,0,12,10,1,1,3,1,1,0,0,0,5,1
12 - Ημαθίας,206 E.T. Δήμου Βέροιας,503,244,0,1,1,243,61,3,5,24,16,9,10,105,19,3,32,49,21,37,10,4,1,5,0,2,1,11,0,0,4,2,4,3,13,0,3,6,1,0,5,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,8,2,3,1,2,1,2,0,0,0,0,2,1,0,1,2,2,0,1,0,21,17,1,2,2,2,1,0,0,1,3,1
12 - Ημαθίας,207 E.T. Δήμου Βέροιας,540,285,3,2,5,280,75,3,6,25,19,11,11,104,30,6,29,41,19,26,6,2,0,3,0,0,0,22,6,1,7,0,9,7,20,0,3,12,0,2,7,2,0,0,1,0,0,0,0,1,0,0,0,5,1,0,0,3,0,20,4,3,1,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,2,2,4,2,0,0,0,0,8,4
12 - Ημαθίας,208 E.T. Δήμου Βέροιας,421,278,6,1,7,271,61,9,9,22,10,7,19,89,35,1,21,19,27,35,20,10,4,3,5,1,5,13,4,3,4,1,0,6,41,6,1,22,0,3,16,10,1,2,1,1,2,0,0,1,0,0,0,1,1,1,0,0,0,18,5,1,1,7,3,3,0,0,0,0,5,2,0,1,1,0,0,0,0,5,3,0,0,1,1,0,1,1,0,6,1
12 - Ημαθίας,209 E.T. Δήμου Βέροιας,374,245,4,1,5,240,53,6,11,10,11,11,16,97,35,1,21,19,23,40,7,2,1,0,0,1,0,23,11,2,6,4,2,11,23,8,2,12,1,3,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,7,3,2,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,7,1,3,1,0,0,0,0,0,4,1
12 - Ημαθίας,210 E.T. Δήμου Βέροιας,503,330,6,3,9,321,76,10,20,21,18,19,16,152,39,7,36,39,71,50,7,3,1,1,0,0,1,31,4,4,14,4,4,9,18,3,4,7,3,3,3,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,5,2,4,3,2,0,0,0,0,1,0,1,0,0,1,0,1,0,6,4,0,2,0,5,1,2,2,0,3,2
12 - Ημαθίας,211 E.T. Δήμου Βέροιας,569,407,5,2,7,400,93,9,30,20,20,23,29,217,73,9,56,46,78,90,5,2,0,2,0,0,3,31,4,1,11,6,2,12,11,1,0,7,0,3,4,5,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,15,3,2,1,4,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,9,2,1,2,9,8,3,3,1,1,2,1
12 - Ημαθίας,212 E.T. Δήμου Βέροιας,465,330,5,2,7,323,105,23,14,16,21,22,34,130,46,6,93,8,40,20,5,2,1,2,0,2,2,39,16,7,11,3,1,16,12,1,0,6,1,0,4,3,1,1,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,6,2,1,1,4,0,3,0,0,0,0,3,2,2,1,0,2,2,0,2,5,2,1,1,0,2,1,1,0,1,8,5
12 - Ημαθίας,213 E.T. Δήμου Βέροιας,451,295,7,1,8,287,66,12,6,14,13,17,23,119,54,2,79,11,24,14,10,3,0,8,0,0,6,34,13,2,13,1,0,14,15,0,1,13,0,0,12,6,1,4,1,0,2,0,0,0,0,0,0,3,2,0,0,1,0,8,4,0,0,2,0,1,0,0,1,0,5,2,0,1,0,0,0,0,0,10,3,0,2,1,1,1,0,0,0,9,7
12 - Ημαθίας,214 E.T. Δήμου Βέροιας,459,278,4,4,8,270,101,10,18,19,20,34,33,112,47,3,60,5,43,19,7,2,1,2,0,1,2,23,12,2,9,1,2,9,6,1,0,5,0,0,4,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,1,2,1,0,0,0,0,1,1
12 - Ημαθίας,215 E.T. Δήμου Βέροιας,281,163,0,1,1,162,66,5,15,4,19,12,22,66,21,3,18,18,19,23,1,0,0,0,0,0,0,11,6,2,0,3,1,2,8,0,1,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 - Ημαθίας,216 E.T. Δήμου Βέροιας,302,159,1,2,3,156,61,8,12,5,19,8,20,61,25,0,21,5,17,22,3,2,0,0,0,0,0,8,3,3,1,4,0,3,6,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2,1,0,1,0,0,0,0,0,0,0
12 - Ημαθίας,217 E.T. Δήμου Βέροιας,328,209,4,2,6,203,34,5,6,12,5,7,8,140,23,2,86,16,48,25,7,2,0,5,0,0,2,7,4,1,0,0,0,2,3,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0
12 - Ημαθίας,218 E.T. Δήμου Βέροιας,226,109,0,0,0,109,41,9,11,18,13,5,6,32,2,1,18,5,18,3,4,0,1,1,1,1,0,12,6,2,3,1,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,0,1,0,0,0,0,1,0
12 - Ημαθίας,219 E.T. Δήμου Βέροιας,400,246,5,1,6,240,78,14,10,18,29,22,15,80,26,7,31,20,27,37,14,9,0,0,2,2,2,23,7,1,4,2,0,11,8,0,0,3,0,2,4,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,9,2,2,3,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,14,6,3,4,1,0,0,0,0,0,3,1
12 - Ημαθίας,220 E.T. Δήμου Βέροιας,424,266,0,0,0,266,96,13,3,8,27,28,19,108,43,7,30,14,43,39,10,0,1,0,0,1,0,23,8,1,2,4,1,15,12,0,0,6,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,6,0
12 - Ημαθίας,221 E.T. Δήμου Ηρωικής Πόλης Νάουσας,478,295,6,3,9,286,55,5,2,34,0,2,23,130,47,1,28,35,22,65,22,6,2,9,1,1,7,35,6,0,5,5,18,11,4,1,0,0,2,0,1,8,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,20,4,7,2,5,2,0,0,0,0,0,3,2,3,0,1,0,0,0,0,5,2,2,1,2,0,0,0,0,0,3,1
12 - Ημαθίας,222 E.T. Δήμου Ηρωικής Πόλης Νάουσας,429,269,3,3,6,263,69,2,5,22,6,8,41,101,37,2,17,21,26,50,21,3,2,7,3,0,5,20,2,2,1,2,11,5,10,2,0,4,1,4,0,6,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,2,7,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,6,3,3,0,0,3,0,1,0,0,6,3
12 - Ημαθίας,223 E.T. Δήμου Ηρωικής Πόλης Νάουσας,452,268,5,1,6,262,64,8,3,29,5,2,39,121,52,4,17,25,28,53,21,4,3,10,2,2,4,11,4,2,1,1,5,0,12,2,1,3,7,2,2,2,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,19,5,5,2,6,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,4,0,2,1,1,1,0,0,0,0,3,1
12 - Ημαθίας,224 E.T. Δήμου Ηρωικής Πόλης Νάουσας,438,276,2,6,8,268,84,10,9,24,11,11,51,86,30,4,17,19,30,28,18,3,0,4,2,0,4,37,15,6,8,3,14,2,6,0,0,1,4,2,1,11,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,15,4,2,0,6,1,5,1,0,0,0,1,1,0,1,0,1,1,1,0,4,0,0,0,0,1,1,0,0,0,2,2
12 - Ημαθίας,225 E.T. Δήμου Ηρωικής Πόλης Νάουσας,399,256,3,2,5,251,45,13,4,14,8,0,13,100,29,4,19,21,45,33,16,7,3,1,3,2,9,32,4,3,7,4,19,7,23,2,1,14,11,2,1,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,1,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,1,1,1,4,0,3,1,1,5,1
12 - Ημαθίας,226 E.T. Δήμου Ηρωικής Πόλης Νάουσας,406,275,2,1,3,272,48,5,2,23,13,5,18,113,32,4,19,37,25,57,11,4,2,0,1,0,6,32,9,1,3,10,19,5,31,1,3,22,16,10,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,8,5,1,4,3,9,0,0,0,0,2,0,2,1,0,1,1,0,1,6,2,4,0,2,1,0,0,0,0,6,2
12 - Ημαθίας,227 E.T. Δήμου Ηρωικής Πόλης Νάουσας,497,333,7,1,8,325,61,13,0,25,12,9,25,142,45,5,30,34,56,45,10,7,2,1,0,1,5,20,3,1,3,4,13,1,33,5,4,19,14,7,6,5,2,0,3,0,2,0,0,0,0,0,0,1,1,0,1,0,0,28,5,9,0,2,4,15,0,0,0,0,2,0,1,0,1,2,1,0,1,11,5,3,3,0,3,0,0,0,0,7,4
12 - Ημαθίας,228 E.T. Δήμου Ηρωικής Πόλης Νάουσας,437,277,3,1,4,273,73,7,2,36,19,9,25,76,25,14,21,18,24,21,7,2,2,0,1,0,2,38,8,1,4,11,20,6,29,1,1,19,9,5,3,6,3,1,3,0,3,0,0,1,0,0,0,2,2,1,0,1,0,24,4,9,2,4,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0,6,4,1,0,2,1,1,0,1,0,9,4
12 - Ημαθίας,229 E.T. Δήμου Ηρωικής Πόλης Νάουσας,550,332,3,1,4,328,62,6,2,25,6,2,27,200,72,8,63,21,124,44,12,7,2,1,0,0,7,14,0,3,0,2,9,1,6,1,0,0,4,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,5,2,3,0,0,0,0,2,1,0,0,1,0,0,0,0,13,2,0,3,3,0,0,0,0,0,3,3
12 - Ημαθίας,230 E.T. Δήμου Ηρωικής Πόλης Νάουσας,483,304,2,1,3,301,65,6,5,33,10,6,20,137,40,2,35,18,69,48,16,5,5,5,4,3,3,10,2,0,2,2,3,2,13,1,1,5,4,10,0,4,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,5,16,3,10,7,4,1,0,0,0,1,0,1,0,1,0,0,0,0,8,6,4,1,2,1,0,0,0,0,9,6
12 - Ημαθίας,231 E.T. Δήμου Ηρωικής Πόλης Νάουσας,426,260,5,1,6,254,70,13,7,22,7,3,38,95,40,7,8,22,22,52,10,2,3,2,1,0,1,22,4,6,9,3,14,2,5,1,1,0,0,5,0,6,2,1,2,0,3,0,0,0,0,0,0,5,4,5,0,0,0,26,1,22,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9,6,1,2,5,3,1,3,0,0,2,2
12 - Ημαθίας,232 E.T. Δήμου Ηρωικής Πόλης Νάουσας,366,236,3,0,3,233,45,10,6,20,3,1,15,111,44,10,21,13,34,61,9,1,1,0,0,2,5,5,1,0,0,3,2,0,10,0,0,5,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,36,1,33,0,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,6,2,0,3,1,0,0,0,0,0,5,5
12 - Ημαθίας,233 E.T. Δήμου Ηρωικής Πόλης Νάουσας,385,203,4,1,5,198,67,17,12,26,0,4,59,66,29,6,20,17,13,25,8,4,0,1,0,1,3,22,5,6,6,2,7,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20,0,13,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,1,0,0,0,0,4,0
12 - Ημαθίας,234 E.T. Δήμου Ηρωικής Πόλης Νάουσας,213,113,0,2,2,111,8,0,0,1,1,0,6,41,10,1,0,6,18,14,7,5,2,2,0,0,5,21,4,1,13,2,12,5,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,11,0,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,3
12 - Ημαθίας,235 E.T. Δήμου Ηρωικής Πόλης Νάουσας,480,275,5,3,8,267,75,9,4,26,6,5,39,90,37,0,11,21,34,27,11,6,4,1,0,1,1,19,3,2,9,2,7,2,19,16,1,2,3,0,0,4,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,20,2,1,3,13,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,16,4,3,1,4,6,2,2,1,1,4,2
12 - Ημαθίας,236 E.T. Δήμου Ηρωικής Πόλης Νάουσας,451,284,1,2,3,281,55,5,3,20,4,6,25,125,54,1,10,32,44,52,5,2,2,0,1,0,0,24,6,1,13,2,11,3,19,16,0,5,6,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,35,1,2,6,25,0,1,0,0,0,0,3,1,0,1,0,1,0,0,0,5,0,2,1,2,0,0,0,0,0,7,0
12 - Ημαθίας,237 E.T. Δήμου Ηρωικής Πόλης Νάουσας,476,297,2,4,6,291,80,13,4,27,12,7,42,116,34,3,8,33,32,66,8,2,4,1,3,1,0,25,2,5,8,3,7,6,20,4,0,3,10,8,2,2,1,0,0,0,1,0,0,1,0,1,0,3,0,1,1,0,0,20,4,4,0,6,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,9,2,3,0,1,0,0,0,0,0,4,1
12 - Ημαθίας,238 E.T. Δήμου Ηρωικής Πόλης Νάουσας,571,310,4,3,7,303,81,7,2,28,5,9,31,131,48,5,17,26,34,71,14,7,3,0,5,0,6,16,3,0,2,4,7,2,15,2,1,2,3,8,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,20,5,4,1,6,6,3,0,0,0,0,2,0,2,0,2,0,0,0,0,11,2,4,1,1,0,0,0,0,0,10,3
12 - Ημαθίας,239 E.T. Δήμου Ηρωικής Πόλης Νάουσας,463,295,5,0,5,290,62,5,5,17,4,4,47,141,62,1,39,40,22,67,5,2,3,0,3,0,1,32,6,1,7,3,10,16,7,0,2,0,1,2,1,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,16,2,2,2,8,4,6,0,0,1,1,2,1,0,1,0,0,0,0,0,8,2,2,3,3,2,0,2,0,1,9,5
12 - Ημαθίας,240 E.T. Δήμου Ηρωικής Πόλης Νάουσας,452,288,0,0,0,288,87,7,3,11,5,15,64,131,41,8,64,20,28,87,9,4,2,2,2,1,2,23,6,0,3,2,19,9,4,2,1,0,0,1,2,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,14,2,3,0,4,2,4,0,0,0,0,4,2,1,0,0,0,0,0,0,7,3,2,0,1,3,0,2,2,0,3,3
12 - Ημαθίας,241 E.T. Δήμου Ηρωικής Πόλης Νάουσας,469,286,4,1,5,281,83,5,2,12,4,8,68,119,40,1,17,28,31,71,12,2,1,2,2,2,1,26,1,2,7,5,5,13,4,2,1,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,18,3,3,4,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,0,0,0,0,9,6
12 - Ημαθίας,242 E.T. Δήμου Ηρωικής Πόλης Νάουσας,479,266,0,2,2,264,82,8,2,14,1,7,65,111,49,0,9,26,23,83,8,3,0,1,1,2,0,21,1,1,0,4,6,17,7,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,6,0,5,3,10,0,0,0,0,2,0,1,0,1,0,0,0,0,7,2,3,1,1,0,0,0,0,0,2,2
12 - Ημαθίας,243 E.T. Δήμου Ηρωικής Πόλης Νάουσας,405,211,6,2,8,203,35,4,2,15,6,7,12,96,36,7,25,26,16,43,11,3,5,4,1,1,3,26,10,1,3,8,5,9,8,4,1,2,1,2,3,4,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,13,5,8,1,3,3,3,0,0,0,0,1,1,0,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,3,2
12 - Ημαθίας,244 E.T. Δήμου Ηρωικής Πόλης Νάουσας,504,273,2,1,3,270,50,3,3,27,4,4,27,133,40,5,43,36,21,69,22,11,2,2,4,0,6,25,8,3,8,6,8,8,8,2,2,4,0,4,0,1,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,12,3,6,1,4,3,1,0,0,0,0,0,0,0,0,0,2,0,0,2,10,4,2,2,2,3,1,1,0,0,2,2
12 - Ημαθίας,245 E.T. Δήμου Ηρωικής Πόλης Νάουσας,356,233,4,1,5,228,48,17,1,2,0,2,25,116,39,1,32,35,27,43,10,1,1,8,2,0,1,16,1,1,1,8,1,9,3,0,1,0,0,0,0,4,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,5,2,0,3,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,9,4,1,2,1,1,0,1,0,0,8,6
12 - Ημαθίας,246 E.T. Δήμου Ηρωικής Πόλης Νάουσας,374,251,5,0,5,246,79,38,11,11,7,8,37,116,31,5,17,65,10,57,8,4,1,1,0,0,0,14,1,0,2,2,2,9,4,0,0,2,0,0,1,8,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,0,0,0,0,0,1,0
