ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΚΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Γεωργίου,ΚΑΪΣΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΛΕΣΗ ΕΛΙΣΑΒΕΤ (ΕΛΙΖΑ) του Δημητρίου,ΜΑΛΤΕΖΟΣ ΜΕΝΕΛΑΟΣ του Φωτεινού,ΡΙΖΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΤΣΟΛΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δήμου,Νέα Δημοκρατία,ΔΕΡΜΕΝΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Αλεξάνδρου,ΔΗΜΟΣΧΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ του Σπύρου,ΚΕΛΕΤΣΗΣ ΣΤΑΥΡΟΣ του Δημητρίου,ΜΠΑΧΑΡΙΔΟΥ ΧΡΥΣΗ του Γεωργίου,ΣΩΚΟΥ ΕΛΕΝΗ (ΕΛΕΝΑ) του Παντελή,ΦΑΡΑΝΤΑΤΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΙΜΗΝΙΔΟΥ ΔΗΜΗΤΡΟΥΛΑ του Ευαγγέλου,ΔΟΥΛΑΚΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΘΕΟΧΑΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΑΡΑΓΓΕΛΙΔΗΣ ΑΓΓΕΛΟΣ του Αθανασίου,ΤΣΙΓΓΕΡΛΙΩΤΟΥ ΜΑΡΙΑ του Νικολάου,Κίνημα Αλλαγής,ΒΑΣΙΛΕΙΑΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χαράλαμπου,ΖΑΠΑΡΤΑΣ ΠΑΝΑΓΙΩΤΗΣ του Εμμανουήλ,ΚΑΡΑΦΥΛΛΗΣ ΑΘΑΝΑΣΙΟΣ του Τραϊανού,ΜΑΛΚΟΠΟΥΛΟΥ ΜΟΡΦΩ του Θεοδώρου,ΟΥΣΤΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΧΑΜΑΛΙΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Κ.Κ.Ε.,ΓΚΑΤΖΙΔΗΣ ΣΤΑΜΑΤΙΟΣ του Χρήστου,ΔΕΥΤΕΡΑΙΟΣ ΣΑΒΒΑΣ του Παναγή,ΜΙΧΑΗΛΙΔΗΣ ΣΙΔΕΡΗΣ του Γεωργίου,ΣΙΣΚΟΥ ΑΝΝΑ- ΜΑΡΙΑ του Ευαγγέλου,ΤΡΕΛΛΗ ΦΑΝΗ του Αποστόλου,ΧΙΩΝΗΣ ΙΩΑΝΝΗΣ του Νικολάου,Ένωση Κεντρώων,ΛΥΣΙΜΑΧΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,ΜΟΥΣΙΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΜΠΑΔΑΝΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΣΑΓΚΟΥΡΗ ΒΑΣΙΛΙΚΗ του Νικολάου,ΧΑΡΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΝΤΕΜΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΣΙΝΟΒΑΛΗ ΑΙΚΑΤΕΡΙΝΑ του Δημητρίου,ΛΑΖΟΣ ΒΑΣΙΛΕΙΟΣ του Βασιλείου,ΜΠΟΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΛΕΞΑΝΔΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΗΛΙΑΔΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΚΥΡΟΥ ΜΑΡΙΑ του Παναγιώτη,ΛΑΖΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΠΟΛΥΜΕΡΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Ελληνική Λύση - Κ. Βελόπουλος,ΔΕΡΜΕΝΤΖΟΓΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΡΚΟΣ ΜΑΡΓΑΡΙΤΗΣ του Δημητρίου,ΚΙΤΣΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Ευαγγέλου,ΠΑΠΟΥΛΙΔΟΥ ΕΛΠΙΔΑ του Γεωργίου,ΠΑΥΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΧΙΝΙΔΟΥ ΛΥΓΕΡΗ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΑΛΛΙΑΔΑ ΑΝΘΟΥΛΑ του Ευσταθίου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,Μ-Λ Κ.Κ.Ε.,ΣΠΑΧΗ ΣΤΥΛΙΑΝΗ του Λέανδρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΒΡΑΜΙΔΟΥ ΒΑΣΙΛΕΙΑ του Κυριάκου,ΑΠΟΣΤΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΓΑΖΗ ΕΛΕΝΗ του Χρήστου,ΖΕΛΙΑΣΚΟΣ ΙΩΑΝΝΗΣ του Σάββα,ΚΟΣΜΙΔΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,Λαϊκή Ενότητα,ΑΝΔΡΕΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜέΡΑ25,ΒΑΪΔΟΥ ΑΝΝΑ του Ζήση,ΓΕΡΑΣΙΜΟΥ ΗΛΙΑΣ του Ιωάννη,ΛΟΥΪΖΟΥ ΜΑΡΙΑ ΙΩΑΝΝΑ του Βασιλείου,ΜΗΤΡΙΤΖΙΚΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΣΗΜΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Γεωργίου,ΙΩΣΗΦΙΔΗΣ ΣΑΒΒΑΣ του Στεφάνου,ΚΑΡΑΜΑΝΙΔΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΤΣΟΜΠΑΡΗ ΕΥΑΝΘΙΑ του Ευστρατίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Ζήση
1 - Έβρου,198 E.T. Δήμου Διδυμοτείχου,411,191,2,0,2,189,43,19,13,2,14,1,10,96,22,31,32,45,3,15,3,1,0,2,1,0,28,1,18,1,1,7,12,3,1,2,2,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,3,0,1,2,1,1,1,0,1,0,0,0
1 - Έβρου,199 E.T. Δήμου Διδυμοτείχου,515,226,4,0,4,222,46,22,15,5,11,3,11,111,43,51,31,17,11,14,3,1,0,0,0,0,31,6,10,3,3,11,9,5,4,1,0,1,4,0,3,1,1,0,0,0,0,0,2,0,1,2,1,0,0,0,1,1,0,11,4,3,0,3,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,6,4,3,3,1,0,0,0,0,0,2,2
1 - Έβρου,200 E.T. Δήμου Διδυμοτείχου,454,149,3,1,4,145,26,10,9,3,6,0,3,92,27,51,12,13,9,14,5,0,3,0,0,1,11,1,5,2,0,3,3,5,2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
1 - Έβρου,201 E.T. Δήμου Ορεστιάδας,510,236,6,2,8,228,49,28,3,3,3,1,16,148,19,24,20,122,5,3,7,1,3,3,2,2,1,0,0,0,0,0,1,5,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,1,0,0,2,1,1,1,0,5,0,2,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,202 E.T. Δήμου Ορεστιάδας,490,296,5,1,6,290,52,28,5,4,5,4,16,159,28,30,26,113,11,13,11,2,2,2,4,1,16,0,1,0,0,0,8,14,9,4,2,2,2,0,8,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,15,5,1,1,0,2,0,1,1,0,0,0,3,0,0,1,1,0,2,0,8,3,1,3,1,0,0,0,0,0,0,0
1 - Έβρου,203 E.T. Δήμου Ορεστιάδας,492,246,3,0,3,243,45,24,6,1,6,4,14,149,23,25,19,108,7,6,10,0,4,1,2,2,14,0,1,2,0,0,14,2,1,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,2,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,3,2
1 - Έβρου,204 E.T. Δήμου Ορεστιάδας,504,255,0,0,0,255,50,28,4,6,11,2,22,163,24,39,27,125,11,12,2,0,0,1,1,0,10,0,2,1,0,0,7,10,8,1,5,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,8,3,5,3,1,1,1,1,0,0,2,2
1 - Έβρου,205 E.T. Δήμου Ορεστιάδας,502,241,3,1,4,237,34,19,2,3,9,0,7,159,23,49,34,113,8,4,9,1,3,3,0,1,11,1,1,0,0,3,8,10,8,0,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,4,2,2,0,0,2,0,1,0,0,0,0,3,0,1,1,0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0
1 - Έβρου,206 E.T. Δήμου Ορεστιάδας,512,225,3,2,5,220,35,19,3,2,2,4,15,140,25,21,22,104,9,14,4,2,1,0,0,1,8,0,0,0,0,1,8,3,2,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,14,7,1,2,1,1,1,0,0,0,0,0,2,0,0,2,0,0,1,1,5,2,1,0,0,1,0,0,1,0,2,2
1 - Έβρου,207 E.T. Δήμου Ορεστιάδας,508,233,4,2,6,227,43,24,3,4,4,3,14,133,28,33,25,99,5,10,6,2,0,2,3,0,14,1,0,0,1,0,11,12,6,0,5,1,1,0,4,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,4,1,3,1,0,0,0,0,0,1,1
1 - Έβρου,208 E.T. Δήμου Ορεστιάδας,455,326,6,5,11,315,74,42,6,5,5,2,17,118,27,42,20,48,9,23,23,7,6,5,5,3,37,1,9,1,2,1,30,9,5,1,0,1,0,0,8,1,1,0,0,6,1,0,1,1,1,0,1,0,1,1,0,0,0,24,9,7,5,2,3,1,0,0,0,0,0,7,1,0,3,0,1,1,0,6,2,2,2,1,1,1,0,0,1,4,2
1 - Έβρου,209 E.T. Δήμου Ορεστιάδας,435,327,9,1,10,317,79,41,13,11,12,8,25,137,32,37,31,53,14,26,22,7,7,9,4,4,19,3,2,1,2,3,15,3,1,1,0,2,0,2,13,3,5,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,8,3,6,3,4,0,0,0,0,0,1,1,0,0,1,0,0,0,10,3,6,4,3,5,1,1,3,2,3,0
1 - Έβρου,210 E.T. Δήμου Ορεστιάδας,482,250,3,0,3,247,62,33,6,5,4,7,30,135,64,56,28,32,7,30,5,0,4,1,2,1,22,2,6,3,0,5,19,1,1,0,0,0,0,1,6,1,0,1,0,4,0,0,0,0,0,0,4,1,0,0,3,3,0,7,6,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1
1 - Έβρου,211 E.T. Δήμου Ορεστιάδας,485,225,5,3,8,217,57,28,3,1,4,6,31,100,48,31,17,30,3,13,4,0,0,0,1,0,24,0,8,0,1,3,17,3,1,1,1,0,0,1,7,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,1,0,9,6,2,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,5,4,0,1,0,0,0
1 - Έβρου,212 E.T. Δήμου Ορεστιάδας,491,227,2,2,4,223,32,12,4,3,7,4,14,134,63,56,37,33,4,16,9,1,4,5,1,0,28,6,9,9,1,1,15,2,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,8,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1
1 - Έβρου,213 E.T. Δήμου Ορεστιάδας,562,280,8,4,12,268,50,13,4,5,6,3,23,134,49,36,8,63,9,9,8,6,3,2,2,1,29,4,10,0,1,2,18,4,2,1,0,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,6,0,0,3,2,4,3,15,6,3,3,2,1,0,1,0,0,0,0,4,0,0,1,1,1,1,1,5,0,0,0,1,2,0,1,0,0,6,4
1 - Έβρου,214 E.T. Δήμου Ορεστιάδας,553,290,2,2,4,286,43,27,11,3,4,1,26,164,63,55,38,65,13,20,18,13,6,3,1,0,22,2,8,1,0,3,14,2,2,0,0,0,0,0,10,3,3,2,4,3,0,0,0,0,0,0,4,2,2,2,0,1,1,15,2,3,2,1,1,3,0,0,0,0,0,2,1,1,0,0,1,0,0,3,0,1,0,1,2,1,0,0,0,1,0
1 - Έβρου,215 E.T. Δήμου Ορεστιάδας,554,309,4,3,7,302,49,24,13,5,3,6,17,183,70,62,53,61,13,21,15,5,3,6,2,0,27,1,4,3,4,5,17,2,2,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,1,1,0,2,0,0,10,7,1,2,2,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,5,2,1,0,0,1,0,0,1,0,4,2
1 - Έβρου,216 E.T. Δήμου Ορεστιάδας,509,264,2,2,4,260,38,19,6,1,1,2,15,150,36,42,60,54,32,5,8,3,2,2,2,0,18,1,4,1,1,5,9,1,1,0,0,1,0,0,4,0,1,0,0,2,0,0,2,0,0,0,7,1,0,1,5,6,0,19,7,3,2,2,3,1,0,0,0,0,0,9,2,0,4,1,3,0,0,4,2,2,1,0,0,0,0,0,0,0,0
1 - Έβρου,217 E.T. Δήμου Ορεστιάδας,526,271,5,0,5,266,42,20,5,3,1,3,15,144,40,42,52,51,30,11,12,6,1,7,0,0,22,0,4,1,1,8,15,10,5,0,0,6,1,0,4,0,0,0,0,3,0,0,1,1,0,0,6,1,2,2,2,2,0,16,9,3,1,3,0,4,0,0,0,0,0,4,1,1,2,0,0,1,0,2,0,0,0,0,1,0,1,1,0,1,1
1 - Έβρου,218 E.T. Δήμου Ορεστιάδας,427,147,3,1,4,143,32,15,12,5,6,2,5,70,22,60,7,9,5,3,6,0,2,0,4,1,14,3,2,2,1,1,8,2,2,1,0,0,0,0,4,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5,3,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,219 E.T. Δήμου Ορεστιάδας,332,187,1,0,1,186,59,32,6,2,5,2,22,67,20,35,23,9,2,5,7,3,1,1,1,0,21,3,8,4,0,3,14,7,6,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,0,0,1,0,0,0,0,0,12,1,0,9,6,0,0,0,4,0,1,1,0,0,0,0,0,0,1,1
1 - Έβρου,220 E.T. Δήμου Ορεστιάδας,158,68,0,1,1,67,7,3,0,0,3,0,4,48,15,22,11,9,11,1,1,0,1,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1 - Έβρου,221 E.T. Δήμου Ορεστιάδας,551,276,4,1,5,271,65,44,8,10,12,1,18,122,69,55,33,23,11,11,13,8,4,5,1,2,41,1,10,2,1,1,36,1,0,0,0,0,0,0,5,1,0,1,1,3,0,0,0,0,0,0,3,0,1,2,0,1,1,17,8,3,2,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,1,1
1 - Έβρου,222 E.T. Δήμου Ορεστιάδας,574,277,3,0,3,274,56,27,5,5,2,8,13,131,73,50,38,24,8,10,15,2,4,7,1,0,35,2,9,2,0,1,31,2,2,2,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,0,2,1,0,1,0,2,0,16,4,2,4,2,4,1,1,1,0,0,0,4,1,0,1,2,0,0,0,3,1,0,1,0,3,1,1,0,0,1,0
1 - Έβρου,223 E.T. Δήμου Ορεστιάδας,372,176,4,0,4,172,54,32,6,2,4,3,16,59,27,29,9,20,3,7,6,3,3,1,1,0,19,1,6,0,0,1,17,3,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,12,4,2,1,2,3,0,0,0,0,0,0,9,0,0,2,9,0,0,0,6,1,0,2,1,0,0,0,0,0,0,0
1 - Έβρου,224 E.T. Δήμου Ορεστιάδας,326,188,9,0,9,179,51,34,2,2,5,3,9,60,21,29,5,40,1,3,4,3,3,0,0,1,27,1,14,0,1,4,19,6,3,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,0,1,0,1,1,1,1,0,0,0,8,1,0,0,7,0,0,0,5,0,1,1,1,1,0,0,0,0,1,0
1 - Έβρου,225 E.T. Δήμου Ορεστιάδας,239,108,0,1,1,107,27,21,2,2,1,1,8,32,7,11,2,8,1,12,3,0,0,1,1,0,19,0,2,2,0,1,14,5,5,0,0,0,5,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,9,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
1 - Έβρου,226 E.T. Δήμου Ορεστιάδας,468,271,1,6,7,264,11,6,0,1,3,1,4,202,78,77,47,61,18,25,11,1,0,2,0,1,11,0,0,1,0,5,7,4,4,1,1,0,1,1,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,1,2,3,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,6,0,2,1,0,0,0,0,0,0,1,0
1 - Έβρου,227 E.T. Δήμου Ορεστιάδας,549,253,8,1,9,244,67,37,6,11,6,2,21,121,46,48,20,29,15,17,8,2,2,4,4,1,11,3,1,1,1,0,7,5,4,3,0,0,0,0,4,0,0,0,0,4,1,0,1,0,0,0,2,1,1,1,0,1,0,15,8,6,0,2,5,2,0,0,0,0,0,2,0,0,2,1,0,1,0,2,0,1,0,0,4,2,2,2,1,0,0
1 - Έβρου,228 E.T. Δήμου Ορεστιάδας,535,306,8,2,10,296,71,36,9,5,4,2,27,136,49,45,31,37,10,15,10,0,3,1,0,1,22,1,4,1,0,2,20,7,5,0,1,2,0,0,7,0,0,0,0,7,0,0,2,1,0,0,1,0,0,0,1,1,0,29,10,1,2,4,1,2,1,0,0,1,1,1,1,0,0,0,0,1,0,4,2,1,0,0,1,0,0,0,0,2,1
1 - Έβρου,229 E.T. Δήμου Ορεστιάδας,555,335,3,1,4,331,71,40,8,5,7,5,19,170,60,53,41,47,24,28,16,5,3,4,5,0,31,5,4,2,0,0,23,5,5,0,2,1,1,0,7,0,0,2,0,7,0,0,2,1,1,0,0,0,0,0,0,0,0,17,9,2,1,1,2,2,0,0,0,0,0,3,0,0,1,1,1,0,0,7,3,3,2,0,2,0,0,1,1,0,0
1 - Έβρου,230 E.T. Δήμου Ορεστιάδας,537,310,4,3,7,303,62,27,9,4,8,5,17,155,58,52,28,44,15,27,9,2,4,5,0,0,26,2,3,3,4,2,19,3,2,2,0,0,0,0,8,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,19,10,7,3,3,3,1,0,0,0,0,0,3,0,0,1,0,1,0,0,12,6,1,6,2,1,0,1,1,0,3,2
1 - Έβρου,231 E.T. Δήμου Ορεστιάδας,530,311,9,6,15,296,55,32,8,7,4,5,18,144,42,61,32,32,19,23,3,2,0,2,0,0,28,2,6,0,1,3,23,19,15,4,5,1,2,2,6,1,0,1,0,4,0,0,2,1,2,0,2,1,1,0,0,1,1,25,19,3,2,5,5,3,0,0,0,0,0,2,0,1,0,1,0,0,0,5,2,0,4,1,2,0,1,1,0,3,0
1 - Έβρου,232 E.T. Δήμου Ορεστιάδας,530,297,3,3,6,291,76,39,6,3,6,3,24,138,37,58,31,31,14,23,8,0,3,3,0,0,24,1,2,1,0,1,17,5,4,2,1,1,1,1,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,1,1,0,1,0,0,0,0,0,5,1,1,2,2,2,0,0,10,1,2,1,1,2,1,1,0,0,6,2
1 - Έβρου,233 E.T. Δήμου Ορεστιάδας,534,281,3,1,4,277,65,35,9,4,6,3,30,106,42,47,30,38,9,19,12,5,2,7,1,0,27,4,12,1,2,2,17,6,5,2,0,1,0,0,9,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,37,17,11,3,7,10,5,0,0,0,0,0,5,0,0,3,3,0,1,0,7,4,0,3,4,0,0,0,0,0,1,1
1 - Έβρου,234 E.T. Δήμου Ορεστιάδας,531,342,8,1,9,333,65,34,7,6,5,1,19,164,68,58,30,36,15,18,17,6,6,8,0,0,23,0,4,0,0,3,15,8,4,3,1,1,1,3,11,0,0,0,1,10,0,0,3,1,0,0,0,0,0,0,0,0,0,14,5,3,2,0,1,0,0,0,0,0,0,4,0,0,1,2,1,0,0,16,2,2,2,2,5,0,2,0,1,3,1
1 - Έβρου,235 E.T. Δήμου Ορεστιάδας,532,337,10,4,14,323,88,45,2,8,9,7,18,131,56,53,19,29,12,16,14,4,6,3,1,2,28,1,7,0,0,2,25,6,3,0,0,0,2,0,9,3,1,1,0,6,0,0,1,0,0,0,1,0,1,0,0,0,0,21,14,3,1,0,3,2,0,0,0,0,0,6,0,2,1,1,0,1,0,10,3,0,3,3,5,3,2,1,1,2,2
1 - Έβρου,236 E.T. Δήμου Ορεστιάδας,530,305,7,1,8,297,81,43,15,10,9,9,23,126,60,44,25,38,12,9,13,6,1,4,2,1,28,2,2,1,2,1,24,5,3,1,1,1,0,1,14,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,6,2,5,4,2,0,0,0,0,0,2,1,0,0,1,0,0,0,6,1,0,2,1,0,0,0,0,0,1,1
1 - Έβρου,237 E.T. Δήμου Ορεστιάδας,534,292,8,5,13,279,74,43,9,6,6,9,19,101,38,54,19,25,6,26,14,4,3,8,3,0,23,2,3,0,1,0,16,6,4,0,0,0,3,2,15,1,1,1,3,9,0,0,5,2,0,1,0,0,0,0,0,0,0,18,5,1,5,5,4,2,0,0,0,0,0,7,2,0,2,0,1,0,0,7,2,4,2,0,7,3,2,1,0,2,1
1 - Έβρου,238 E.T. Δήμου Ορεστιάδας,532,301,6,3,9,292,85,40,7,4,9,5,24,110,44,48,20,18,10,17,11,2,5,9,0,0,34,0,10,1,0,0,25,9,4,2,1,0,0,1,6,0,0,0,0,5,0,0,0,0,0,0,3,0,1,0,1,1,0,10,3,3,0,0,0,0,3,1,0,0,0,5,2,1,3,0,1,1,0,8,0,0,2,2,2,0,1,0,0,5,0
1 - Έβρου,239 E.T. Δήμου Ορεστιάδας,537,287,2,3,5,282,76,41,7,6,8,4,24,118,30,49,27,36,16,24,9,2,3,5,1,0,21,1,4,0,1,3,18,5,3,2,0,1,1,0,8,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,22,8,7,2,6,1,2,0,0,0,0,0,4,1,1,2,1,0,0,0,12,2,1,3,2,3,1,2,0,1,2,1
1 - Έβρου,240 E.T. Δήμου Ορεστιάδας,536,312,5,0,5,307,87,41,10,8,7,2,43,122,56,41,34,41,13,12,13,1,1,6,0,2,32,2,6,0,0,3,24,8,6,1,0,0,0,1,4,0,0,0,1,3,0,0,0,0,0,0,2,0,1,1,0,0,0,17,6,1,2,2,4,0,0,0,0,0,0,4,1,1,3,0,0,0,0,13,4,1,4,1,3,1,1,0,0,2,0
1 - Έβρου,241 E.T. Δήμου Ορεστιάδας,530,290,3,9,12,278,54,29,5,1,1,7,17,121,28,54,30,42,11,18,10,3,3,5,0,1,43,2,5,1,1,3,35,7,7,4,0,1,0,0,10,1,0,0,0,9,0,0,1,0,0,0,2,0,1,1,0,0,0,13,5,7,0,2,1,2,1,0,1,0,0,5,1,1,0,3,3,0,0,8,1,1,3,2,2,0,1,1,0,1,1
1 - Έβρου,242 E.T. Δήμου Ορεστιάδας,407,224,5,1,6,218,46,32,2,5,4,4,17,110,48,25,19,51,8,6,17,8,7,6,1,2,16,2,4,3,0,1,11,4,2,0,0,0,1,0,4,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,2,0,3,1,0,0,0,0,0,4,1,1,2,0,1,0,0,3,0,0,1,1,1,0,0,0,0,1,0
1 - Έβρου,243 E.T. Δήμου Ορεστιάδας,408,211,6,3,9,202,41,19,0,2,5,0,16,114,44,38,23,37,13,11,11,4,4,6,2,1,12,1,1,2,0,1,10,2,2,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,1,0,1,0,2,2
1 - Έβρου,244 E.T. Δήμου Ορεστιάδας,400,190,6,1,7,183,34,17,2,4,2,2,18,94,28,23,18,38,12,12,13,4,4,2,1,0,16,0,3,1,0,0,12,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0
1 - Έβρου,245 E.T. Δήμου Ορεστιάδας,447,191,4,2,6,185,54,37,4,2,3,4,19,85,33,36,11,19,8,18,3,0,2,1,0,1,16,0,2,0,0,1,16,2,1,0,1,0,0,0,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,3,3,2,1,0,0,0,0,0,3,1,0,3,0,0,0,0,1,0,1,0,1,3,1,1,1,2,1,0
