ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΡΑ ΓΙΟΥΣΟΥΦ ΑΪΧΑΝ του Μεμέτ,ΜΑΡΚΟΥ ΣΤΑΥΡΟΥΛΑ του Γεωργίου,ΤΣΙΟΥΜΑΚΑ (ΤΣΑΤΣΑΡΙΔΟΥ) ΜΑΓΔΑΛΗΝΗ του Ζαχαρία,ΦΕΡΧΑΤ ΟΖΓΚΙΟΥΡ του Ναζήφ,ΧΑΡΙΤΟΥ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αθανασίου,Νέα Δημοκρατία,ΑΛΗ ΟΓΛΟΥ  ΦΕΡΑΛ του Ιμπράμ,ΕΛΕΥΘΕΡΙΑΔΟΥ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Πολέμαρχου,ΙΑΤΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΚΑΤΡΑΝΤΖΗ ΜΟΥΣΤΑΦΑ του Χασάν,ΣΤΥΛΙΑΝΙΔΗΣ ΕΥΡΙΠΙΔΗΣ του Στυλιανού,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΕΩΡΓΙΟΥ ΧΡΗΣΤΟΣ του Βασιλείου,ΝΑΣΟΥΔΗΣ ΕΥΡΙΠΙΔΗΣ του Αθανασίου,ΤΣΟΥΡΝΑΚΑΚΗ ΓΕΩΡΓΙΑ του Νικολάου,Κίνημα Αλλαγής,ΑΧΜΕΤ ΙΛΧΑΝ του Σαμπρή,ΓΟΛΓΑΚΗ ΚΥΡΙΑΚΗ του Βασιλείου,ΜΑΝΑΝΑΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,ΟΣΜΑΝ ΟΓΛΟΥ ΣΙΠΕΛ του Ζεκή,ΤΣΙΤΗΡΙΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Σάββα,Κ.Κ.Ε.,ΑΡΝΑΟΥΤ ΜΟΥΣΤΑΦΑ ΜΟΥΜΙΝ ΤΖΕΛΑΕΤΙΝ του Μουχαρέμ,ΚΑΣΑΠΑΝΤΩΝΙΟΥ ΑΜΑΛΙΑ του Γεωργίου,ΤΑΞΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Παναγιώτη,ΦΑΚΙΡΙΔΗΣ ΝΙΚΟΛΑΟΣ του Σπύρου,ΧΑΤΣΗ ΑΛΗ ΑΛΗ του Καμπέρ,Ένωση Κεντρώων,ΚΑΣΤΡΙΝΗΣ ΛΕΩΝΙΔΑΣ του Γρηγορίου,ΜΠΑΡΔΑ ΕΛΙΣΑΒΕΤ (ΕΛΣΑ) του Ιωάννη,ΧΑΤΖΗ ΧΟΥΣΕΪΝ ΑΛΗΜ του Μουμίν,Ο.Κ.Δ.Ε.,ΓΚΙΩΡΓΚΑΣ ΔΗΜΗΤΡΙΟΣ του Σταύρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΤΖΙΑΡΑΣ ΘΡΑΣΥΒΟΥΛΟΣ του Χρήσιμου,Ελλήνων Συνέλευσις,ΓΙΑΔΑΝΟΥ ΕΥΑΓΓΕΛΙΑ του Βασιλείου,ΦΑΡΑΣΟΠΟΥΛΟΣ ΓΑΒΡΙΗΛ του Ευθυμίου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΣΙΟΡΟΚΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,Ελληνική Λύση - Κ. Βελόπουλος,ΔΑΜΙΑΝΙΔΗΣ ΚΩΣΤΑΣ του Μιχαήλ,ΠΟΥΡΤΣΙΔΗΣ ΝΙΚΟΛΑΟΣ του Στεφάνου,ΣΑΚΑΛΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΛΑΜΠΡΟΥ ΜΑΡΙΑ του Αντωνίου,ΜΟΥΣΤΑΦΑ ΕΡΧΑΝ του Αλή,Μ-Λ Κ.Κ.Ε.,ΜΑΤΘΑΙΟΠΟΥΛΟΣ ΘΕΟΦΙΛΟΣ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΑΛΟΓΙΑΝΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Λαϊκή Ενότητα,ΚΑΛΑΜΠΟΥΚΑΣ ΧΡΗΣΤΟΣ του Γρηγορίου,ΜέΡΑ25,ΚΡΙΘΑΡΙΔΗ ΒΑΛΕΝΤΙΝΑ του Ιβάν,ΜΙΜΙΡΙΝΗΣ ΜΙΧΑΗΛ του Κωνσταντίνου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΑΝΩΛΑΤΟΣ ΣΠΥΡΙΔΩΝ του Διονυσίου,ΜΑΡΚΟΥ ΣΤΕΦΑΝΟΣ του Γεωργίου,ΣΤΥΛΙΔΟΥ ΟΛΓΑ του Ανέστη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΔΑΜΟΥΛΗΣ ΙΩΑΝΝΗΣ του Ευαγγέλου
2 - Ροδόπης,68 E.T. Δήμου Ιάσμου,559,279,3,4,7,272,179,3,5,0,140,21,58,3,6,3,8,35,6,4,1,0,12,7,2,3,0,0,8,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,1,1
2 - Ροδόπης,69 E.T. Δήμου Ιάσμου,556,231,1,0,1,230,143,1,1,1,123,17,53,3,4,2,13,27,4,2,1,0,20,10,2,1,3,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0
2 - Ροδόπης,70 E.T. Δήμου Ιάσμου,552,313,4,0,4,309,168,2,2,2,114,40,92,1,14,14,3,58,6,0,5,1,11,2,1,7,0,1,10,0,3,1,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,8,1,3,1,1,0,1,0,0,0,0,0,0,5,0,1,3,0,2,0,3,1
2 - Ροδόπης,71 E.T. Δήμου Ιάσμου,559,290,3,2,5,285,169,2,0,0,164,3,56,5,5,1,29,15,2,0,0,0,40,34,0,6,0,0,5,0,0,0,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,2,0,2,1,0,0,0,0,0,4,0,3,0,0,0,0,1,0
2 - Ροδόπης,72 E.T. Δήμου Ιάσμου,557,279,3,2,5,274,110,6,3,2,65,28,107,1,17,8,4,72,5,1,3,1,23,8,7,5,0,2,11,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,2,0,0,0,0,0,1,0,0,0,4,0,1,4,0,0,1,0,0
2 - Ροδόπης,73 E.T. Δήμου Ιάσμου,552,255,5,2,7,248,135,0,2,4,110,15,60,0,7,1,9,42,8,0,3,1,29,9,2,11,1,1,5,0,2,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
2 - Ροδόπης,74 E.T. Δήμου Ιάσμου,560,257,3,6,9,248,169,3,0,0,150,12,41,2,1,0,22,13,1,1,0,0,31,22,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,75 E.T. Δήμου Ιάσμου,301,127,3,1,4,123,69,4,0,0,58,0,25,2,2,6,9,4,0,0,0,0,24,23,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,76 E.T. Δήμου Ιάσμου,301,101,0,1,1,100,78,0,0,0,75,0,9,0,1,0,4,1,0,0,0,0,9,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,77 E.T. Δήμου Ιάσμου,375,267,3,2,5,262,31,0,2,0,11,15,195,0,64,27,0,98,14,6,5,2,10,1,1,7,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
2 - Ροδόπης,78 E.T. Δήμου Ιάσμου,379,223,8,2,10,213,37,0,0,0,23,7,140,0,47,17,3,66,12,2,5,1,4,1,1,1,0,0,3,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,0,3,2
2 - Ροδόπης,79 E.T. Δήμου Ιάσμου,460,282,4,9,13,269,152,5,0,0,138,0,37,2,0,0,28,5,1,0,0,0,54,44,0,0,7,0,10,0,0,0,0,9,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,1,0,2,0,0,1,0,1,1,1,0,3,0,0,1,1,0,0,0,0
2 - Ροδόπης,80 E.T. Δήμου Ιάσμου,457,248,12,11,23,225,133,2,0,0,131,0,29,2,3,0,13,7,0,0,0,0,41,35,0,0,1,0,10,0,0,0,0,9,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2 - Ροδόπης,81 E.T. Δήμου Ιάσμου,460,160,0,0,0,160,69,5,2,0,39,3,75,3,8,18,0,43,4,3,1,0,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0
2 - Ροδόπης,82 E.T. Δήμου Ιάσμου,530,230,15,2,17,213,43,14,2,2,11,9,118,0,15,30,0,73,6,0,6,0,7,1,0,6,0,0,6,0,0,0,4,0,6,3,3,0,0,0,1,0,0,0,0,0,0,12,4,1,4,0,0,0,1,0,5,5,0,0,7,1,3,1,0,0,0,0,0
2 - Ροδόπης,83 E.T. Δήμου Ιάσμου,530,210,1,1,2,208,71,25,2,1,21,6,90,0,9,14,1,56,13,0,9,1,9,2,2,3,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,1,0,3,0,0,0,1,0,1,4,0,0,1,2,1
2 - Ροδόπης,84 E.T. Δήμου Ιάσμου,100,79,1,0,1,78,5,0,1,0,0,3,67,0,10,10,0,46,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2 - Ροδόπης,85 E.T. Δήμου Ιάσμου,501,160,7,0,7,153,62,5,0,2,42,11,28,0,4,2,2,20,10,5,2,0,41,32,1,5,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
2 - Ροδόπης,86 E.T. Δήμου Ιάσμου,501,203,2,5,7,196,76,8,3,2,35,17,57,0,10,8,0,35,10,2,2,1,30,27,0,1,0,1,4,0,0,0,1,2,1,0,0,0,1,1,0,0,2,0,0,0,0,8,2,2,0,1,0,1,1,0,2,2,0,0,2,0,1,0,0,0,0,1,0
2 - Ροδόπης,87 E.T. Δήμου Ιάσμου,500,179,3,3,6,173,74,7,1,1,46,13,42,0,9,1,7,19,7,4,2,1,29,26,0,1,0,1,4,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,12,1,5,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2 - Ροδόπης,88 E.T. Δήμου Ιάσμου,18,11,0,0,0,11,7,0,0,1,6,0,1,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,89 E.T. Δήμου Ιάσμου,483,264,0,9,9,255,95,4,0,0,87,0,56,6,0,17,31,1,0,0,0,0,92,90,0,0,1,0,7,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2 - Ροδόπης,90 E.T. Δήμου Ιάσμου,385,197,5,5,10,187,103,3,0,1,89,6,20,1,0,2,12,4,1,0,0,0,50,49,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,2,1
2 - Ροδόπης,91 E.T. Δήμου Ιάσμου,383,186,2,5,7,179,95,6,0,0,80,3,16,2,0,0,10,0,0,0,0,0,54,51,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,92 E.T. Δήμου Ιάσμου,382,194,3,1,4,190,91,3,0,0,79,3,24,0,0,0,18,5,1,0,0,0,67,67,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,93 E.T. Δήμου Ιάσμου,470,242,7,3,10,232,117,4,1,0,93,3,40,2,1,0,30,5,1,0,1,0,52,49,0,0,0,0,18,0,0,0,1,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2 - Ροδόπης,94 E.T. Δήμου Ιάσμου,470,217,4,6,10,207,109,4,0,0,94,0,30,1,0,0,23,2,2,0,1,0,39,38,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 - Ροδόπης,95 E.T. Δήμου Ιάσμου,485,259,7,2,9,250,45,12,1,0,9,12,98,3,2,23,30,37,1,0,0,0,72,62,0,4,0,1,12,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,1,0,6,1,4,0,1,1,0,1,1,0,0,0,0,9,0,8,1,0,0,0,2,1
2 - Ροδόπης,96 E.T. Δήμου Ιάσμου,480,249,1,4,5,244,44,13,0,0,20,6,92,2,0,12,52,20,2,1,0,0,67,62,0,2,0,2,27,0,1,0,1,24,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2 - Ροδόπης,97 E.T. Δήμου Ιάσμου,332,206,3,1,4,202,59,4,0,0,52,1,50,0,1,0,44,1,0,0,0,0,69,66,0,0,0,0,21,0,0,0,0,21,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,98 E.T. Δήμου Ιάσμου,513,260,2,6,8,252,66,17,0,0,41,0,59,5,0,0,51,0,0,0,0,0,96,91,0,0,0,0,27,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,99 E.T. Δήμου Ιάσμου,292,155,2,2,4,151,28,10,0,0,16,1,37,0,0,0,28,6,0,0,0,0,28,27,0,0,0,0,56,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,100 E.T. Δήμου Ιάσμου,291,161,0,0,0,161,28,5,0,0,16,4,16,0,0,0,14,0,0,0,0,0,32,31,0,0,0,0,81,0,0,0,0,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2 - Ροδόπης,101 E.T. Δήμου Ιάσμου,331,199,3,4,7,192,55,12,0,0,42,1,52,0,0,0,43,2,0,0,0,0,63,60,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,102 E.T. Δήμου Ιάσμου,252,192,1,3,4,188,29,10,0,0,16,1,28,0,0,1,18,6,0,0,0,0,127,122,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,103 E.T. Δήμου Ιάσμου,450,154,1,1,2,152,79,0,0,0,70,4,38,1,2,7,5,18,1,1,0,0,16,10,0,4,0,0,5,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,6,2,1,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0
2 - Ροδόπης,104 E.T. Δήμου Ιάσμου,450,169,4,0,4,165,102,2,2,2,76,13,31,0,4,1,8,13,0,0,0,0,15,14,0,0,0,0,13,0,0,1,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2 - Ροδόπης,105 E.T. Δήμου Ιάσμου,449,167,5,3,8,159,78,2,3,0,64,4,46,1,0,0,5,39,0,0,0,0,18,16,0,0,1,0,9,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2
2 - Ροδόπης,106 E.T. Δήμου Ιάσμου,451,138,2,3,5,133,71,1,0,0,60,6,21,2,1,0,7,9,0,0,0,0,26,19,0,6,0,1,10,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,107 E.T. Δήμου Κομοτηνής,475,304,0,3,3,301,74,0,3,4,1,63,163,0,20,14,1,126,12,4,5,0,19,1,2,12,0,2,5,0,0,0,3,0,1,1,0,0,0,0,1,0,1,0,1,1,0,8,3,3,0,0,0,0,0,0,1,1,0,0,10,2,8,2,0,0,1,3,3
2 - Ροδόπης,108 E.T. Δήμου Κομοτηνής,476,260,5,4,9,251,49,0,8,4,0,35,136,1,8,18,0,107,17,6,7,1,15,0,2,7,0,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,19,4,4,6,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,6,2
2 - Ροδόπης,109 E.T. Δήμου Κομοτηνής,467,294,8,4,12,282,66,0,13,5,0,45,141,0,7,13,1,116,11,5,1,1,30,0,1,21,0,3,2,0,1,0,1,0,4,2,2,0,0,0,1,1,0,0,0,0,0,15,7,5,3,0,0,0,0,0,1,1,0,0,5,1,1,3,0,0,1,3,3
2 - Ροδόπης,110 E.T. Δήμου Κομοτηνής,371,259,0,2,2,257,48,1,5,2,0,36,151,1,11,12,1,116,7,0,2,1,8,0,3,2,0,0,2,0,0,0,2,0,3,0,2,0,0,0,0,0,1,0,0,0,0,22,4,9,4,0,0,0,0,0,2,2,2,1,8,0,3,0,0,0,0,3,1
2 - Ροδόπης,111 E.T. Δήμου Κομοτηνής,118,14,1,0,1,13,5,4,0,0,0,0,7,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,112 E.T. Δήμου Κομοτηνής,276,160,0,2,2,158,23,4,0,0,11,1,94,1,16,17,10,46,1,1,0,0,27,17,0,3,3,2,4,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0
2 - Ροδόπης,113 E.T. Δήμου Κομοτηνής,159,96,1,2,3,93,26,7,2,0,16,1,42,3,2,2,24,11,0,0,0,0,16,14,0,0,1,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,1,2,1,0,0,0,0,0
2 - Ροδόπης,114 E.T. Δήμου Κομοτηνής,437,133,2,1,3,130,45,9,0,1,21,10,50,1,0,0,24,21,0,0,0,0,21,20,0,1,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,115 E.T. Δήμου Κομοτηνής,436,133,4,5,9,124,45,4,1,2,8,14,40,1,0,0,25,14,0,0,0,0,25,13,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2 - Ροδόπης,116 E.T. Δήμου Κομοτηνής,519,276,0,3,3,273,66,5,2,5,6,35,125,0,12,16,8,83,4,2,1,1,56,4,5,32,0,3,6,0,1,0,5,0,3,0,0,0,0,0,0,0,1,1,0,0,0,9,1,6,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1
2 - Ροδόπης,117 E.T. Δήμου Κομοτηνής,552,308,3,3,6,302,71,3,3,4,0,61,142,0,12,24,0,98,8,1,2,0,29,0,9,15,0,2,14,0,2,3,8,0,6,2,3,0,0,0,0,0,0,0,0,0,0,16,5,2,3,0,0,0,0,0,2,1,1,1,6,0,6,0,0,0,0,7,3
2 - Ροδόπης,118 E.T. Δήμου Κομοτηνής,371,192,0,3,3,189,26,0,9,3,5,8,104,1,5,20,14,63,5,0,1,2,24,11,2,6,0,3,5,0,1,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,19,1,7,6,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
2 - Ροδόπης,119 E.T. Δήμου Κομοτηνής,371,195,6,4,10,185,40,4,0,2,10,17,76,0,11,9,11,44,3,0,0,2,32,17,0,12,0,1,7,0,0,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,15,2,6,2,0,0,0,0,0,1,0,0,0,7,1,4,1,1,0,0,2,0
2 - Ροδόπης,120 E.T. Δήμου Κομοτηνής,291,183,5,4,9,174,68,0,7,10,0,46,57,0,6,6,0,44,9,3,4,0,23,1,7,10,0,4,4,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,2,2
2 - Ροδόπης,121 E.T. Δήμου Κομοτηνής,295,196,0,0,0,196,60,0,3,16,0,39,74,0,8,3,0,61,12,0,4,2,24,0,4,14,0,5,11,0,0,3,5,0,3,1,1,0,0,0,1,0,0,0,0,1,1,6,2,3,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
2 - Ροδόπης,122 E.T. Δήμου Κομοτηνής,534,284,5,4,9,275,76,1,7,5,0,54,140,0,16,13,0,111,5,2,0,1,24,2,5,14,0,1,10,0,3,2,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,9,4,2,2,0,0,0,0,0,1,0,0,0,4,0,3,1,0,1,0,2,2
2 - Ροδόπης,123 E.T. Δήμου Κομοτηνής,521,341,4,0,4,337,78,2,9,5,1,55,183,0,7,28,0,142,8,4,1,3,23,2,1,13,0,3,4,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22,7,10,3,1,0,1,0,0,1,1,0,0,6,1,3,5,1,1,0,5,4
2 - Ροδόπης,124 E.T. Δήμου Κομοτηνής,529,411,11,1,12,399,99,1,12,10,1,58,183,0,21,19,1,139,23,6,4,6,30,4,6,16,0,2,18,0,3,2,10,0,4,2,1,0,0,0,2,2,0,0,0,0,0,19,4,4,8,0,0,0,1,1,0,0,1,1,9,1,3,1,1,0,0,9,6
2 - Ροδόπης,125 E.T. Δήμου Κομοτηνής,534,335,6,4,10,325,82,1,8,10,2,46,167,0,21,9,1,29,9,5,1,3,23,5,2,12,0,1,13,1,0,2,4,5,3,2,1,0,0,0,1,0,0,0,0,0,0,13,7,3,2,0,0,0,0,0,3,1,2,2,6,1,3,2,0,1,0,1,1
2 - Ροδόπης,126 E.T. Δήμου Κομοτηνής,543,332,9,1,10,322,86,1,6,5,1,57,161,0,17,21,0,114,15,4,4,3,13,3,1,6,0,1,10,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,8,1,0,0,0,0,0,2,2,0,0,12,2,8,3,0,1,1,5,3
2 - Ροδόπης,127 E.T. Δήμου Κομοτηνής,540,332,6,2,8,324,92,0,6,5,0,68,142,0,3,14,2,118,12,8,0,2,24,0,0,19,0,2,12,0,2,0,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,26,3,10,9,0,0,0,0,0,0,0,0,0,10,4,3,2,0,0,0,1,1
2 - Ροδόπης,128 E.T. Δήμου Κομοτηνής,561,320,9,4,13,307,85,3,5,7,0,60,117,1,10,10,0,93,9,2,0,0,30,5,5,19,0,1,18,0,1,1,11,1,3,1,1,0,0,0,1,0,2,2,0,0,0,16,5,4,4,0,0,0,1,1,0,0,0,0,17,2,11,4,1,1,1,4,3
2 - Ροδόπης,129 E.T. Δήμου Κομοτηνής,565,324,3,2,5,319,82,0,7,5,0,61,165,0,21,18,0,117,9,4,4,0,13,5,1,7,0,0,14,0,3,1,8,0,4,1,1,0,0,0,0,0,1,0,0,0,0,18,4,7,2,0,0,0,0,0,0,0,0,0,7,0,3,2,1,0,0,4,2
2 - Ροδόπης,130 E.T. Δήμου Κομοτηνής,561,349,4,4,8,341,94,0,12,7,1,69,179,0,11,21,0,143,7,4,0,2,17,0,0,12,0,4,7,0,0,1,4,1,4,3,0,0,0,0,2,1,0,0,0,0,0,18,5,8,1,0,0,0,0,0,1,1,2,1,5,0,5,3,0,0,1,2,1
2 - Ροδόπης,131 E.T. Δήμου Κομοτηνής,543,329,6,2,8,321,91,2,10,11,1,56,143,0,11,14,2,110,3,1,0,2,21,2,0,17,0,0,17,0,0,4,9,1,2,0,1,0,1,1,0,0,2,0,1,0,0,11,1,7,0,2,1,0,1,1,0,0,1,0,18,2,10,6,1,0,3,2,1
2 - Ροδόπης,132 E.T. Δήμου Κομοτηνής,550,352,8,1,9,343,84,0,6,4,2,62,186,0,14,22,1,142,9,3,4,1,20,0,1,13,1,3,10,0,1,1,7,0,3,1,1,0,0,0,0,0,0,0,0,0,0,12,3,6,3,0,0,0,0,0,2,1,2,1,9,0,6,4,2,0,0,2,2
2 - Ροδόπης,133 E.T. Δήμου Κομοτηνής,554,333,4,1,5,328,80,0,7,9,1,57,174,0,24,16,3,127,13,5,4,4,17,2,1,9,0,3,9,1,2,0,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,12,4,5,1,4,3,0,0,0,2,1,0,0,10,1,5,0,0,0,0,5,4
2 - Ροδόπης,134 E.T. Δήμου Κομοτηνής,460,278,2,1,3,275,55,0,10,2,0,36,146,0,9,35,0,101,12,4,5,3,27,0,2,25,0,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,7,2,0,0,0,0,0,1,1,0,0,4,0,3,4,1,0,3,5,5
